<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20010103,163500,114.29,114.31,114.28,114.28,4
20010103,163600,114.28,114.3,114.28,114.29,4
20010103,163700,114.29,114.29,114.28,114.28,4
20010103,163800,114.28,114.28,114.28,114.28,4
20010103,163900,114.27,114.27,114.25,114.25,4
20010103,164000,114.26,114.26,114.24,114.25,4
20010103,164100,114.24,114.24,114.24,114.24,4
20010103,164200,114.23,114.25,114.23,114.24,4
20010103,164300,114.25,114.25,114.23,114.23,4
20010103,164400,114.24,114.25,114.24,114.25,4
20010103,164500,114.25,114.25,114.23,114.24,4
20010103,164600,114.23,114.24,114.23,114.24,4
20010103,164700,114.23,114.25,114.23,114.24,4
20010103,164800,114.25,114.25,114.25,114.25,4
20010103,164900,114.25,114.25,114.25,114.25,4
20010103,165000,114.23,114.25,114.23,114.24,4
20010103,165100,114.23,114.23,114.23,114.23,4
20010103,165200,114.23,114.23,114.21,114.22,4
20010103,165300,114.21,114.23,114.21,114.23,4
20010103,165400,114.23,114.23,114.22,114.22,4
20010103,165500,114.22,114.23,114.22,114.23,4
20010103,165600,114.22,114.22,114.22,114.22,4
20010103,165700,114.22,114.23,114.22,114.23,4
20010103,165800,114.24,114.24,114.23,114.24,4
20010103,165900,114.23,114.24,114.23,114.23,4
20010103,170000,114.23,114.24,114.23,114.24,4
20010103,170100,114.23,114.23,114.23,114.23,4
20010103,170200,114.23,114.23,114.22,114.22,4
20010103,170300,114.23,114.23,114.22,114.22,4
20010103,170400,114.22,114.23,114.22,114.22,4
20010103,170500,114.23,114.25,114.23,114.25,4
20010103,170600,114.26,114.26,114.26,114.26,4
20010103,170700,114.25,114.25,114.25,114.25,4
20010103,170800,114.25,114.27,114.25,114.26,4
20010103,170900,114.28,114.28,114.25,114.25,4
20010103,171100,114.26,114.26,114.26,114.26,4
20010103,171300,114.25,114.25,114.21,114.21,4
20010103,171400,114.22,114.22,114.19,114.19,4
20010103,171500,114.19,114.19,114.19,114.19,4
20010103,171600,114.18,114.2,114.18,114.19,4
20010103,171700,114.18,114.18,114.15,114.17,4
20010103,171800,114.14,114.14,114.14,114.14,4
20010103,171900,114.14,114.15,114.14,114.15,4
20010103,172100,114.14,114.15,114.13,114.14,4
20010103,172200,114.14,114.14,114.12,114.12,4
20010103,172300,114.12,114.12,114.12,114.12,4
20010103,172400,114.12,114.12,114.11,114.12,4
20010103,172500,114.12,114.13,114.12,114.13,4
20010103,172600,114.14,114.14,114.13,114.14,4
20010103,172700,114.14,114.14,114.14,114.14,4
20010103,172800,114.14,114.14,114.13,114.13,4
20010103,173000,114.14,114.14,114.14,114.14,4
20010103,173100,114.14,114.14,114.14,114.14,4
20010103,173200,114.14,114.14,114.14,114.14,4
20010103,173300,114.14,114.14,114.14,114.14,4
20010103,173400,114.14,114.14,114.14,114.14,4
20010103,173500,114.13,114.13,114.13,114.13,4
20010103,173600,114.14,114.14,114.12,114.12,4
20010103,173700,114.11,114.11,114.11,114.11,4
20010103,173800,114.11,114.11,114.11,114.11,4
20010103,173900,114.12,114.12,114.11,114.11,4
20010103,174000,114.11,114.12,114.11,114.12,4
20010103,174100,114.14,114.15,114.14,114.15,4
20010103,174200,114.14,114.14,114.13,114.13,4
20010103,174300,114.14,114.14,114.14,114.14,4
20010103,174400,114.14,114.14,114.14,114.14,4
20010103,174500,114.14,114.14,114.14,114.14,4
20010103,174600,114.13,114.13,114.13,114.13,4
20010103,174700,114.14,114.14,114.13,114.13,4
20010103,174800,114.11,114.12,114.11,114.12,4
20010103,174900,114.12,114.12,114.12,114.12,4
20010103,175000,114.12,114.12,114.12,114.12,4
20010103,175100,114.13,114.13,114.12,114.12,4
20010103,175200,114.12,114.12,114.11,114.11,4
20010103,175300,114.11,114.11,114.1,114.11,4
20010103,175400,114.11,114.11,114.11,114.11,4
20010103,175500,114.11,114.11,114.11,114.11,4
20010103,175600,114.11,114.11,114.11,114.11,4
20010103,175700,114.12,114.12,114.12,114.12,4
20010103,175800,114.12,114.14,114.12,114.14,4
20010103,175900,114.12,114.14,114.12,114.13,4
20010103,180000,114.12,114.12,114.12,114.12,4
20010103,180100,114.12,114.12,114.11,114.11,4
20010103,180200,114.11,114.12,114.11,114.12,4
20010103,180300,114.14,114.14,114.14,114.14,4
20010103,180400,114.14,114.15,114.14,114.15,4
20010103,180500,114.15,114.16,114.15,114.16,4
20010103,180600,114.16,114.18,114.16,114.18,4
20010103,180700,114.18,114.19,114.18,114.19,4
20010103,180800,114.19,114.19,114.18,114.19,4
20010103,180900,114.19,114.19,114.19,114.19,4
20010103,181000,114.19,114.2,114.19,114.2,4
20010103,181100,114.2,114.22,114.2,114.22,4
20010103,181200,114.22,114.23,114.22,114.23,4
20010103,181300,114.23,114.23,114.17,114.18,4
20010103,181400,114.17,114.17,114.15,114.15,4
20010103,181500,114.15,114.15,114.15,114.15,4
20010103,181600,114.15,114.15,114.14,114.14,4
20010103,181700,114.14,114.14,114.13,114.13,4
20010103,181800,114.17,114.2,114.14,114.14,4
20010103,181900,114.08,114.09,114.08,114.08,4
20010103,182000,114.06,114.06,114.06,114.06,4
20010103,182100,114.03,114.08,114.03,114.08,4
20010103,182200,114.09,114.17,114.09,114.17,4
20010103,182300,114.2,114.2,114.18,114.19,4
20010103,182400,114.19,114.19,114.19,114.19,4
20010103,182500,114.23,114.3,114.23,114.3,4
20010103,182600,114.31,114.31,114.27,114.27,4
20010103,182700,114.28,114.28,114.25,114.25,4
20010103,182800,114.25,114.25,114.25,114.25,4
20010103,182900,114.25,114.29,114.25,114.29,4
20010103,183000,114.28,114.29,114.28,114.28,4
20010103,183100,114.29,114.31,114.29,114.31,4
20010103,183200,114.3,114.3,114.29,114.29,4
20010103,183300,114.28,114.28,114.27,114.27,4
20010103,183400,114.28,114.31,114.28,114.29,4
20010103,183500,114.29,114.29,114.22,114.23,4
20010103,183600,114.21,114.22,114.2,114.2,4
20010103,183700,114.2,114.21,114.2,114.21,4
20010103,183800,114.22,114.22,114.21,114.21,4
20010103,183900,114.2,114.2,114.17,114.17,4
20010103,184000,114.15,114.15,114.15,114.15,4
20010103,184100,114.15,114.15,114.14,114.14,4
20010103,184200,114.13,114.13,114.12,114.12,4
20010103,184300,114.13,114.14,114.12,114.12,4
20010103,184400,114.11,114.11,114.09,114.09,4
20010103,184500,114.1,114.1,114.09,114.09,4
20010103,184600,114.09,114.09,114.09,114.09,4
20010103,184700,114.09,114.11,114.09,114.09,4
20010103,184800,114.08,114.08,113.81,113.91,4
20010103,184900,113.86,113.86,113.81,113.85,4
20010103,185000,113.86,113.92,113.86,113.9,4
20010103,185100,113.89,113.94,113.89,113.93,4
20010103,185200,113.94,113.94,113.89,113.89,4
20010103,185300,113.87,113.87,113.84,113.84,4
20010103,185400,113.79,113.81,113.79,113.79,4
20010103,185500,113.81,113.81,113.81,113.81,4
20010103,185600,113.84,113.84,113.77,113.77,4
20010103,185700,113.75,113.75,113.75,113.75,4
20010103,185800,113.76,113.78,113.76,113.78,4
20010103,185900,113.79,113.81,113.75,113.75,4
20010103,190000,113.74,113.75,113.71,113.71,4
20010103,190100,113.7,113.7,113.69,113.69,4
20010103,190200,113.69,113.7,113.69,113.7,4
20010103,190300,113.7,113.7,113.67,113.67,4
20010103,190400,113.68,113.68,113.64,113.68,4
20010103,190500,113.69,113.71,113.68,113.7,4
20010103,190600,113.71,113.72,113.71,113.72,4
20010103,190700,113.72,113.72,113.72,113.72,4
20010103,190800,113.73,113.74,113.73,113.74,4
20010103,190900,113.72,113.73,113.72,113.73,4
20010103,191000,113.78,113.79,113.78,113.79,4
20010103,191100,113.79,113.81,113.79,113.8,4
20010103,191200,113.8,113.8,113.78,113.78,4
20010103,191300,113.78,113.78,113.78,113.78,4
20010103,191400,113.76,113.76,113.76,113.76,4
20010103,191600,113.75,113.75,113.75,113.75,4
20010103,191800,113.75,113.75,113.75,113.75,4
20010103,191900,113.75,113.75,113.72,113.72,4
20010103,192000,113.73,113.73,113.73,113.73,4
20010103,192200,113.7,113.7,113.69,113.69,4
20010103,192300,113.68,113.71,113.68,113.71,4
20010103,192400,113.72,113.73,113.72,113.73,4
20010103,192500,113.73,113.73,113.7,113.7,4
20010103,192600,113.72,113.72,113.7,113.7,4
20010103,192800,113.69,113.69,113.69,113.69,4
20010103,192900,113.7,113.75,113.7,113.74,4
20010103,193000,113.75,113.75,113.75,113.75,4
20010103,193100,113.75,113.75,113.75,113.75,4
20010103,193200,113.73,113.73,113.71,113.71,4
20010103,193400,113.72,113.72,113.72,113.72,4
20010103,193600,113.69,113.72,113.69,113.71,4
20010103,193700,113.7,113.7,113.69,113.69,4
20010103,193800,113.69,113.69,113.69,113.69,4
20010103,193900,113.69,113.69,113.69,113.69,4
20010103,194000,113.67,113.67,113.67,113.67,4
20010103,194100,113.66,113.67,113.66,113.67,4
20010103,194200,113.67,113.67,113.67,113.67,4
20010103,194300,113.67,113.67,113.67,113.67,4
20010103,194400,113.67,113.67,113.67,113.67,4
20010103,194600,113.67,113.67,113.67,113.67,4
20010103,194700,113.66,113.66,113.63,113.64,4
20010103,194800,113.64,113.64,113.64,113.64,4
20010103,194900,113.64,113.64,113.64,113.64,4
20010103,195000,113.62,113.62,113.61,113.61,4
20010103,195100,113.61,113.62,113.61,113.62,4
20010103,195200,113.62,113.64,113.62,113.64,4
20010103,195300,113.64,113.65,113.63,113.65,4
20010103,195400,113.65,113.65,113.65,113.65,4
20010103,195500,113.65,113.65,113.65,113.65,4
20010103,195600,113.65,113.65,113.64,113.64,4
20010103,195700,113.63,113.63,113.62,113.62,4
20010103,195800,113.61,113.61,113.61,113.61,4
20010103,195900,113.61,113.61,113.61,113.61,4
20010103,200000,113.61,113.61,113.61,113.61,4
20010103,200100,113.61,113.64,113.61,113.62,4
20010103,200200,113.62,113.62,113.61,113.61,4
20010103,200300,113.61,113.62,113.61,113.62,4
20010103,200400,113.62,113.62,113.62,113.62,4
20010103,200800,113.61,113.63,113.61,113.62,4
20010103,201100,113.64,113.64,113.64,113.64,4
20010103,201200,113.65,113.65,113.65,113.65,4
20010103,201300,113.65,113.65,113.65,113.65,4
20010103,201400,113.67,113.67,113.67,113.67,4
20010103,201500,113.67,113.67,113.67,113.67,4
20010103,201600,113.67,113.67,113.67,113.67,4
20010103,201800,113.67,113.67,113.67,113.67,4
20010103,201900,113.67,113.67,113.67,113.67,4
20010103,202100,113.67,113.67,113.67,113.67,4
20010103,202200,113.67,113.67,113.67,113.67,4
20010103,202300,113.65,113.65,113.64,113.64,4
20010103,202400,113.65,113.65,113.65,113.65,4
20010103,202500,113.64,113.64,113.64,113.64,4
20010103,202600,113.64,113.64,113.62,113.62,4
20010103,202700,113.61,113.62,113.61,113.62,4
20010103,202800,113.63,113.63,113.63,113.63,4
20010103,202900,113.61,113.61,113.61,113.61,4
20010103,203300,113.61,113.61,113.61,113.61,4
20010103,203500,113.61,113.61,113.61,113.61,4
20010103,203600,113.62,113.62,113.62,113.62,4
20010103,203700,113.62,113.62,113.62,113.62,4
20010103,203800,113.62,113.62,113.62,113.62,4
20010103,203900,113.61,113.61,113.61,113.61,4
20010103,204000,113.62,113.62,113.62,113.62,4
20010103,204100,113.64,113.64,113.64,113.64,4
20010103,204300,113.64,113.64,113.63,113.64,4
20010103,204400,113.64,113.64,113.64,113.64,4
