<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20010104,100600,114.27,114.27,114.26,114.26,4
20010104,100700,114.28,114.28,114.27,114.27,4
20010104,100800,114.26,114.28,114.26,114.28,4
20010104,100900,114.28,114.28,114.27,114.28,4
20010104,101000,114.27,114.3,114.27,114.29,4
20010104,101100,114.29,114.29,114.28,114.28,4
20010104,101200,114.29,114.31,114.29,114.31,4
20010104,101300,114.32,114.32,114.3,114.3,4
20010104,101400,114.3,114.3,114.28,114.29,4
20010104,101500,114.3,114.3,114.26,114.28,4
20010104,101600,114.28,114.29,114.27,114.28,4
20010104,101700,114.27,114.28,114.25,114.25,4
20010104,101800,114.24,114.26,114.24,114.25,4
20010104,101900,114.25,114.26,114.25,114.25,4
20010104,102000,114.26,114.26,114.24,114.25,4
20010104,102100,114.25,114.26,114.23,114.25,4
20010104,102200,114.25,114.25,114.22,114.22,4
20010104,102300,114.23,114.23,114.22,114.22,4
20010104,102400,114.24,114.25,114.22,114.24,4
20010104,102500,114.23,114.23,114.23,114.23,4
20010104,102600,114.22,114.28,114.21,114.28,4
20010104,102700,114.28,114.28,114.27,114.28,4
20010104,102800,114.27,114.28,114.25,114.25,4
20010104,102900,114.26,114.28,114.25,114.25,4
20010104,103000,114.24,114.25,114.24,114.25,4
20010104,103100,114.25,114.25,114.24,114.25,4
20010104,103200,114.25,114.25,114.21,114.22,4
20010104,103300,114.23,114.23,114.2,114.22,4
20010104,103400,114.22,114.24,114.2,114.22,4
20010104,103500,114.21,114.21,114.17,114.18,4
20010104,103600,114.19,114.19,114.17,114.17,4
20010104,103700,114.17,114.17,114.15,114.15,4
20010104,103800,114.14,114.14,114.12,114.14,4
20010104,103900,114.14,114.15,114.14,114.14,4
20010104,104000,114.15,114.15,114.14,114.14,4
20010104,104100,114.15,114.16,114.15,114.16,4
20010104,104200,114.16,114.17,114.16,114.17,4
20010104,104300,114.15,114.17,114.15,114.15,4
20010104,104400,114.15,114.17,114.15,114.17,4
20010104,104500,114.17,114.17,114.16,114.16,4
20010104,104600,114.17,114.17,114.16,114.17,4
20010104,104700,114.17,114.18,114.17,114.17,4
20010104,104800,114.18,114.19,114.18,114.19,4
20010104,104900,114.2,114.2,114.19,114.19,4
20010104,105000,114.2,114.25,114.2,114.25,4
20010104,105100,114.25,114.25,114.19,114.21,4
20010104,105200,114.22,114.22,114.22,114.22,4
20010104,105300,114.22,114.25,114.22,114.25,4
20010104,105400,114.25,114.25,114.25,114.25,4
20010104,105500,114.25,114.26,114.25,114.26,4
20010104,105600,114.26,114.27,114.26,114.27,4
20010104,105700,114.27,114.27,114.25,114.27,4
20010104,105800,114.28,114.28,114.27,114.27,4
20010104,105900,114.26,114.27,114.26,114.26,4
20010104,110000,114.26,114.26,114.26,114.26,4
20010104,110100,114.26,114.29,114.26,114.29,4
20010104,110200,114.29,114.33,114.29,114.33,4
20010104,110300,114.34,114.35,114.33,114.34,4
20010104,110400,114.34,114.36,114.34,114.36,4
20010104,110500,114.36,114.38,114.36,114.37,4
20010104,110600,114.37,114.45,114.37,114.44,4
20010104,110700,114.42,114.44,114.39,114.39,4
20010104,110800,114.4,114.4,114.37,114.38,4
20010104,110900,114.37,114.37,114.36,114.36,4
20010104,111000,114.36,114.36,114.36,114.36,4
20010104,111100,114.36,114.37,114.36,114.36,4
20010104,111200,114.36,114.36,114.36,114.36,4
20010104,111300,114.36,114.39,114.35,114.38,4
20010104,111400,114.37,114.39,114.37,114.38,4
20010104,111500,114.38,114.39,114.38,114.39,4
20010104,111600,114.39,114.39,114.37,114.37,4
20010104,111700,114.37,114.37,114.37,114.37,4
20010104,111800,114.37,114.37,114.35,114.36,4
20010104,111900,114.35,114.37,114.35,114.36,4
20010104,112000,114.36,114.37,114.35,114.36,4
20010104,112100,114.36,114.36,114.36,114.36,4
20010104,112200,114.36,114.36,114.35,114.36,4
20010104,112300,114.36,114.36,114.35,114.36,4
20010104,112400,114.36,114.36,114.31,114.31,4
20010104,112500,114.31,114.31,114.24,114.24,4
20010104,112600,114.22,114.22,114.21,114.21,4
20010104,112700,114.2,114.23,114.19,114.23,4
20010104,112800,114.23,114.23,114.2,114.22,4
20010104,112900,114.23,114.23,114.22,114.23,4
20010104,113000,114.23,114.24,114.23,114.24,4
20010104,113100,114.23,114.25,114.23,114.25,4
20010104,113200,114.25,114.25,114.24,114.24,4
20010104,113300,114.24,114.25,114.24,114.25,4
20010104,113400,114.24,114.25,114.24,114.25,4
20010104,113500,114.26,114.29,114.25,114.29,4
20010104,113600,114.29,114.3,114.28,114.3,4
20010104,113700,114.31,114.32,114.29,114.29,4
20010104,113800,114.3,114.31,114.3,114.3,4
20010104,113900,114.31,114.32,114.3,114.32,4
20010104,114000,114.32,114.36,114.32,114.36,4
20010104,114100,114.36,114.37,114.35,114.36,4
20010104,114200,114.35,114.35,114.33,114.33,4
20010104,114300,114.33,114.33,114.31,114.31,4
20010104,114400,114.31,114.33,114.31,114.33,4
20010104,114500,114.33,114.34,114.31,114.34,4
20010104,114600,114.34,114.34,114.29,114.3,4
20010104,114700,114.29,114.29,114.28,114.29,4
20010104,114800,114.28,114.3,114.28,114.3,4
20010104,114900,114.3,114.31,114.3,114.3,4
20010104,115000,114.29,114.32,114.29,114.32,4
20010104,115100,114.33,114.33,114.33,114.33,4
20010104,115200,114.33,114.35,114.31,114.31,4
20010104,115300,114.31,114.33,114.31,114.32,4
20010104,115400,114.33,114.33,114.3,114.3,4
20010104,115500,114.31,114.33,114.31,114.33,4
20010104,115600,114.34,114.34,114.34,114.34,4
20010104,115700,114.35,114.35,114.34,114.35,4
20010104,115800,114.34,114.34,114.33,114.33,4
20010104,115900,114.32,114.33,114.32,114.32,4
20010104,120000,114.31,114.31,114.31,114.31,4
20010104,120100,114.29,114.3,114.23,114.23,4
20010104,120200,114.24,114.25,114.21,114.22,4
20010104,120300,114.23,114.23,114.21,114.21,4
20010104,120400,114.22,114.23,114.21,114.23,4
20010104,120500,114.22,114.25,114.22,114.23,4
20010104,120600,114.23,114.25,114.23,114.24,4
20010104,120700,114.23,114.24,114.22,114.22,4
20010104,120800,114.22,114.26,114.22,114.26,4
20010104,120900,114.25,114.26,114.23,114.26,4
20010104,121000,114.26,114.26,114.25,114.25,4
20010104,121100,114.23,114.25,114.23,114.23,4
20010104,121200,114.25,114.25,114.23,114.23,4
20010104,121300,114.25,114.26,114.25,114.26,4
20010104,121400,114.25,114.26,114.25,114.25,4
20010104,121500,114.25,114.27,114.24,114.27,4
20010104,121600,114.28,114.28,114.27,114.27,4
20010104,121700,114.28,114.29,114.28,114.29,4
20010104,121800,114.29,114.29,114.28,114.29,4
20010104,121900,114.29,114.31,114.29,114.31,4
20010104,122000,114.31,114.33,114.31,114.31,4
20010104,122100,114.33,114.33,114.31,114.31,4
20010104,122200,114.34,114.34,114.28,114.28,4
20010104,122300,114.27,114.29,114.26,114.29,4
20010104,122400,114.29,114.33,114.29,114.33,4
20010104,122500,114.33,114.33,114.32,114.32,4
20010104,122600,114.31,114.32,114.3,114.31,4
20010104,122700,114.31,114.31,114.28,114.28,4
20010104,122800,114.29,114.31,114.29,114.31,4
20010104,122900,114.31,114.31,114.29,114.29,4
20010104,123000,114.3,114.31,114.29,114.31,4
20010104,123100,114.31,114.32,114.31,114.32,4
20010104,123200,114.33,114.36,114.31,114.36,4
20010104,123300,114.35,114.36,114.33,114.34,4
20010104,123400,114.34,114.37,114.34,114.37,4
20010104,123500,114.37,114.4,114.37,114.4,4
20010104,123600,114.41,114.44,114.41,114.44,4
20010104,123700,114.42,114.46,114.42,114.45,4
20010104,123800,114.44,114.48,114.44,114.48,4
20010104,123900,114.47,114.53,114.47,114.53,4
20010104,124000,114.55,114.56,114.53,114.53,4
20010104,124100,114.54,114.55,114.5,114.51,4
20010104,124200,114.5,114.51,114.48,114.48,4
20010104,124300,114.47,114.48,114.43,114.44,4
20010104,124400,114.45,114.45,114.42,114.42,4
20010104,124500,114.4,114.42,114.39,114.4,4
20010104,124600,114.4,114.4,114.4,114.4,4
20010104,124700,114.4,114.4,114.39,114.4,4
20010104,124800,114.4,114.42,114.4,114.42,4
20010104,124900,114.41,114.42,114.4,114.4,4
20010104,125000,114.4,114.4,114.37,114.37,4
20010104,125100,114.37,114.4,114.37,114.4,4
20010104,125200,114.4,114.4,114.39,114.39,4
20010104,125300,114.4,114.44,114.4,114.44,4
20010104,125400,114.43,114.45,114.43,114.45,4
20010104,125500,114.45,114.45,114.42,114.43,4
20010104,125600,114.42,114.44,114.41,114.42,4
20010104,125700,114.43,114.44,114.4,114.4,4
20010104,125800,114.4,114.41,114.39,114.4,4
20010104,125900,114.39,114.4,114.39,114.39,4
20010104,130000,114.39,114.4,114.39,114.4,4
20010104,130100,114.41,114.43,114.4,114.43,4
20010104,130200,114.44,114.47,114.44,114.47,4
20010104,130300,114.48,114.48,114.48,114.48,4
20010104,130400,114.48,114.51,114.48,114.51,4
20010104,130500,114.5,114.5,114.5,114.5,4
20010104,130600,114.5,114.5,114.5,114.5,4
20010104,130700,114.5,114.51,114.5,114.51,4
20010104,130800,114.52,114.53,114.51,114.52,4
20010104,130900,114.51,114.51,114.49,114.49,4
20010104,131000,114.5,114.54,114.5,114.5,4
20010104,131100,114.49,114.49,114.44,114.44,4
20010104,131200,114.44,114.47,114.44,114.47,4
20010104,131300,114.47,114.48,114.46,114.46,4
20010104,131400,114.45,114.45,114.42,114.42,4
20010104,131500,114.42,114.42,114.41,114.42,4
20010104,131600,114.43,114.44,114.42,114.43,4
20010104,131700,114.42,114.45,114.42,114.44,4
20010104,131800,114.43,114.47,114.43,114.47,4
20010104,131900,114.47,114.47,114.44,114.44,4
20010104,132000,114.44,114.44,114.42,114.42,4
20010104,132100,114.42,114.42,114.4,114.4,4
20010104,132200,114.42,114.42,114.39,114.39,4
20010104,132300,114.4,114.43,114.39,114.42,4
20010104,132400,114.42,114.47,114.41,114.47,4
20010104,132500,114.47,114.48,114.47,114.47,4
20010104,132600,114.47,114.47,114.44,114.45,4
20010104,132700,114.45,114.5,114.45,114.5,4
20010104,132800,114.49,114.5,114.47,114.47,4
20010104,132900,114.47,114.5,114.47,114.48,4
20010104,133000,114.48,114.5,114.48,114.5,4
20010104,133100,114.5,114.53,114.5,114.53,4
20010104,133200,114.53,114.54,114.51,114.51,4
20010104,133300,114.51,114.54,114.51,114.53,4
20010104,133400,114.52,114.53,114.5,114.5,4
20010104,133500,114.5,114.5,114.46,114.46,4
20010104,133600,114.47,114.5,114.47,114.48,4
20010104,133700,114.49,114.51,114.48,114.5,4
20010104,133800,114.51,114.53,114.51,114.51,4
20010104,133900,114.5,114.51,114.48,114.48,4
20010104,134000,114.48,114.48,114.45,114.46,4
20010104,134100,114.46,114.47,114.45,114.45,4
20010104,134200,114.45,114.45,114.42,114.42,4
20010104,134300,114.41,114.45,114.41,114.45,4
20010104,134400,114.46,114.47,114.45,114.46,4
20010104,134500,114.45,114.45,114.42,114.44,4
20010104,134600,114.44,114.47,114.42,114.47,4
20010104,134700,114.46,114.46,114.45,114.45,4
20010104,134800,114.46,114.46,114.44,114.45,4
20010104,134900,114.44,114.45,114.44,114.45,4
20010104,135000,114.46,114.47,114.45,114.47,4
20010104,135100,114.47,114.47,114.47,114.47,4
20010104,135200,114.47,114.48,114.47,114.47,4
20010104,135300,114.47,114.47,114.46,114.46,4
20010104,135400,114.47,114.49,114.46,114.49,4
20010104,135500,114.48,114.48,114.47,114.48,4
20010104,135600,114.49,114.49,114.48,114.48,4
20010104,135700,114.48,114.48,114.47,114.47,4
20010104,135800,114.48,114.48,114.47,114.47,4
20010104,135900,114.48,114.5,114.47,114.5,4
20010104,140000,114.5,114.51,114.5,114.51,4
20010104,140100,114.51,114.57,114.51,114.56,4
20010104,140200,114.57,114.61,114.57,114.61,4
20010104,140300,114.61,114.61,114.61,114.61,4
20010104,140400,114.61,114.62,114.61,114.62,4
20010104,140500,114.62,114.64,114.62,114.64,4
20010104,140600,114.64,114.64,114.61,114.61,4
20010104,140700,114.61,114.62,114.61,114.61,4
20010104,140800,114.61,114.64,114.61,114.61,4
20010104,140900,114.61,114.61,114.6,114.61,4
20010104,141000,114.61,114.61,114.6,114.6,4
20010104,141100,114.59,114.62,114.59,114.62,4
20010104,141200,114.63,114.68,114.62,114.66,4
20010104,141300,114.65,114.69,114.65,114.69,4
20010104,141400,114.69,114.69,114.67,114.67,4
20010104,141500,114.67,114.69,114.67,114.69,4
20010104,141600,114.7,114.73,114.7,114.71,4
20010104,141700,114.72,114.73,114.71,114.72,4
20010104,141800,114.71,114.77,114.71,114.77,4
20010104,141900,114.77,114.79,114.77,114.78,4
20010104,142000,114.79,114.79,114.75,114.75,4
20010104,142100,114.75,114.76,114.74,114.75,4
20010104,142200,114.75,114.75,114.72,114.74,4
20010104,142300,114.73,114.73,114.69,114.69,4
20010104,142400,114.7,114.7,114.67,114.67,4
20010104,142500,114.66,114.71,114.66,114.71,4
20010104,142600,114.72,114.73,114.7,114.72,4
20010104,142700,114.72,114.72,114.68,114.69,4
20010104,142800,114.68,114.68,114.67,114.67,4
20010104,142900,114.67,114.67,114.65,114.65,4
20010104,143000,114.65,114.67,114.65,114.65,4
20010104,143100,114.65,114.67,114.65,114.66,4
20010104,143200,114.66,114.67,114.66,114.67,4
20010104,143300,114.65,114.65,114.62,114.62,4
20010104,143400,114.62,114.62,114.62,114.62,4
20010104,143500,114.62,114.63,114.6,114.61,4
20010104,143600,114.61,114.61,114.59,114.59,4
20010104,143700,114.58,114.58,114.58,114.58,4
20010104,143800,114.58,114.6,114.58,114.59,4
20010104,143900,114.59,114.59,114.59,114.59,4
20010104,144000,114.61,114.61,114.61,114.61,4
20010104,144100,114.62,114.62,114.61,114.61,4
20010104,144200,114.61,114.64,114.61,114.64,4
20010104,144300,114.61,114.67,114.61,114.65,4
20010104,144400,114.65,114.67,114.65,114.67,4
20010104,144500,114.66,114.67,114.66,114.67,4
20010104,144600,114.68,114.68,114.67,114.67,4
20010104,144700,114.67,114.67,114.63,114.64,4
20010104,144800,114.62,114.62,114.62,114.62,4
20010104,144900,114.61,114.61,114.58,114.58,4
20010104,145000,114.58,114.59,114.58,114.59,4
20010104,145100,114.59,114.63,114.59,114.62,4
20010104,145200,114.64,114.68,114.64,114.67,4
20010104,145300,114.66,114.69,114.66,114.69,4
20010104,145400,114.7,114.72,114.69,114.69,4
20010104,145500,114.7,114.7,114.67,114.68,4
20010104,145600,114.69,114.72,114.69,114.71,4
20010104,145700,114.74,114.78,114.74,114.77,4
20010104,145800,114.76,114.76,114.73,114.74,4
20010104,145900,114.74,114.74,114.72,114.73,4
20010104,150000,114.73,114.73,114.72,114.72,4
20010104,150100,114.72,114.75,114.72,114.72,4
20010104,150200,114.72,114.72,114.71,114.72,4
20010104,150300,114.7,114.7,114.7,114.7,4
20010104,150400,114.7,114.72,114.7,114.72,4
20010104,150500,114.71,114.75,114.71,114.75,4
20010104,150600,114.76,114.76,114.75,114.76,4
20010104,150700,114.77,114.79,114.76,114.78,4
20010104,150800,114.79,114.86,114.79,114.86,4
20010104,150900,114.86,114.86,114.82,114.83,4
20010104,151000,114.83,114.84,114.82,114.84,4
20010104,151100,114.85,114.86,114.84,114.86,4
20010104,151200,114.89,114.89,114.89,114.89,4
20010104,151300,114.89,114.89,114.86,114.86,4
20010104,151400,114.85,114.86,114.83,114.83,4
20010104,151500,114.83,114.83,114.83,114.83,4
20010104,151600,114.83,114.84,114.83,114.84,4
20010104,151700,114.84,114.84,114.83,114.83,4
20010104,151800,114.83,114.83,114.83,114.83,4
20010104,151900,114.83,114.84,114.83,114.84,4
20010104,152000,114.84,114.84,114.84,114.84,4
20010104,152100,114.84,114.84,114.84,114.84,4
20010104,152200,114.84,114.84,114.84,114.84,4
20010104,152300,114.85,114.85,114.84,114.84,4
20010104,152400,114.84,114.86,114.84,114.86,4
20010104,152500,114.86,114.87,114.86,114.87,4
20010104,152600,114.92,114.93,114.92,114.92,4
20010104,152700,114.92,114.96,114.92,114.96,4
20010104,152800,114.97,115.07,114.96,115.06,4
20010104,152900,115.07,115.12,115.05,115.09,4
20010104,153000,115.1,115.23,115.1,115.2,4
20010104,153100,115.2,115.21,115.19,115.21,4
20010104,153200,115.22,115.24,115.22,115.22,4
20010104,153300,115.23,115.26,115.22,115.26,4
20010104,153400,115.25,115.25,115.22,115.24,4
20010104,153500,115.23,115.23,115.18,115.19,4
20010104,153600,115.22,115.28,115.22,115.25,4
20010104,153700,115.25,115.31,115.25,115.31,4
20010104,153800,115.3,115.3,115.26,115.28,4
20010104,153900,115.27,115.27,115.24,115.24,4
20010104,154000,115.25,115.25,115.22,115.22,4
20010104,154100,115.22,115.28,115.22,115.28,4
20010104,154200,115.29,115.32,115.29,115.31,4
20010104,154300,115.32,115.33,115.31,115.33,4
20010104,154400,115.33,115.33,115.33,115.33,4
20010104,154500,115.33,115.36,115.33,115.35,4
20010104,154600,115.34,115.36,115.32,115.34,4
20010104,154700,115.34,115.35,115.31,115.31,4
20010104,154800,115.31,115.33,115.31,115.33,4
20010104,154900,115.33,115.36,115.33,115.35,4
20010104,155000,115.36,115.36,115.35,115.35,4
20010104,155100,115.35,115.35,115.33,115.33,4
20010104,155200,115.33,115.39,115.33,115.39,4
20010104,155300,115.38,115.39,115.36,115.36,4
20010104,155400,115.35,115.38,115.35,115.38,4
20010104,155500,115.37,115.4,115.37,115.39,4
20010104,155600,115.39,115.42,115.39,115.41,4
20010104,155700,115.4,115.43,115.39,115.43,4
20010104,155800,115.42,115.42,115.36,115.36,4
20010104,155900,115.37,115.39,115.37,115.39,4
20010104,160000,115.39,115.4,115.39,115.39,4
20010104,160100,115.4,115.4,115.39,115.4,4
20010104,160200,115.4,115.43,115.4,115.43,4
20010104,160300,115.43,115.43,115.4,115.41,4
20010104,160400,115.41,115.44,115.41,115.44,4
20010104,160500,115.44,115.44,115.39,115.41,4
20010104,160600,115.4,115.42,115.4,115.42,4
20010104,160700,115.42,115.44,115.42,115.44,4
20010104,160800,115.43,115.43,115.42,115.42,4
20010104,160900,115.43,115.44,115.42,115.44,4
20010104,161000,115.43,115.46,115.43,115.46,4
20010104,161100,115.46,115.46,115.45,115.46,4
20010104,161200,115.47,115.47,115.44,115.44,4
20010104,161300,115.43,115.44,115.41,115.42,4
20010104,161400,115.4,115.42,115.38,115.39,4
20010104,161500,115.38,115.38,115.34,115.34,4
20010104,161600,115.34,115.39,115.34,115.39,4
20010104,161700,115.37,115.37,115.35,115.35,4
20010104,161800,115.35,115.35,115.33,115.34,4
20010104,161900,115.34,115.34,115.34,115.34,4
20010104,162000,115.34,115.35,115.33,115.33,4
20010104,162100,115.33,115.33,115.3,115.3,4
20010104,162200,115.3,115.31,115.3,115.31,4
20010104,162300,115.3,115.31,115.3,115.31,4
20010104,162400,115.31,115.33,115.31,115.32,4
20010104,162500,115.33,115.36,115.33,115.35,4
20010104,162600,115.36,115.36,115.35,115.35,4
20010104,162700,115.36,115.36,115.36,115.36,4
20010104,162800,115.36,115.36,115.36,115.36,4
20010104,162900,115.36,115.39,115.36,115.38,4
20010104,163000,115.37,115.37,115.36,115.36,4
20010104,163100,115.36,115.36,115.36,115.36,4
20010104,163200,115.36,115.36,115.36,115.36,4
20010104,163300,115.36,115.42,115.36,115.42,4
20010104,163400,115.41,115.42,115.4,115.42,4
20010104,163500,115.43,115.43,115.42,115.43,4
20010104,163600,115.42,115.49,115.42,115.48,4
20010104,163700,115.48,115.48,115.47,115.47,4
20010104,163800,115.47,115.48,115.45,115.47,4
20010104,163900,115.48,115.51,115.48,115.51,4
20010104,164000,115.5,115.5,115.49,115.5,4
20010104,164100,115.49,115.49,115.47,115.47,4
20010104,164200,115.46,115.46,115.44,115.45,4
20010104,164300,115.44,115.44,115.44,115.44,4
20010104,164400,115.44,115.45,115.44,115.45,4
20010104,164500,115.44,115.44,115.42,115.42,4
20010104,164600,115.42,115.43,115.42,115.43,4
20010104,164700,115.42,115.45,115.42,115.45,4
20010104,164800,115.45,115.45,115.44,115.44,4
20010104,164900,115.44,115.44,115.44,115.44,4
20010104,165000,115.44,115.45,115.44,115.44,4
20010104,165100,115.44,115.44,115.42,115.44,4
20010104,165200,115.44,115.44,115.44,115.44,4
20010104,165300,115.44,115.44,115.44,115.44,4
20010104,165400,115.44,115.45,115.44,115.44,4
20010104,165500,115.42,115.42,115.42,115.42,4
20010104,165600,115.42,115.42,115.42,115.42,4
20010104,165700,115.42,115.42,115.42,115.42,4
20010104,165800,115.42,115.42,115.4,115.42,4
20010104,170100,115.42,115.42,115.42,115.42,4
20010104,170200,115.42,115.42,115.42,115.42,4
20010104,170300,115.42,115.42,115.42,115.42,4
20010104,170400,115.42,115.44,115.42,115.44,4
20010104,170500,115.43,115.44,115.43,115.44,4
20010104,170600,115.45,115.45,115.44,115.44,4
20010104,170700,115.44,115.45,115.44,115.45,4
20010104,170800,115.47,115.5,115.47,115.5,4
20010104,170900,115.49,115.49,115.47,115.47,4
20010104,171000,115.46,115.5,115.46,115.48,4
20010104,171100,115.48,115.51,115.48,115.49,4
20010104,171200,115.48,115.5,115.47,115.47,4
20010104,171300,115.48,115.5,115.48,115.5,4
20010104,171400,115.5,115.5,115.5,115.5,4
20010104,171500,115.5,115.5,115.5,115.5,4
20010104,171600,115.51,115.51,115.5,115.51,4
20010104,171700,115.52,115.52,115.5,115.51,4
20010104,171800,115.53,115.54,115.51,115.54,4
20010104,171900,115.54,115.56,115.53,115.55,4
20010104,172000,115.55,115.56,115.55,115.56,4
20010104,172100,115.56,115.56,115.56,115.56,4
20010104,172200,115.55,115.56,115.52,115.52,4
20010104,172300,115.53,115.54,115.52,115.54,4
20010104,172400,115.54,115.54,115.53,115.53,4
20010104,172500,115.53,115.53,115.53,115.53,4
20010104,172600,115.53,115.53,115.53,115.53,4
20010104,172700,115.53,115.53,115.52,115.53,4
20010104,172800,115.53,115.53,115.53,115.53,4
20010104,172900,115.53,115.53,115.53,115.53,4
20010104,173000,115.53,115.53,115.53,115.53,4
20010104,173100,115.53,115.53,115.53,115.53,4
20010104,173200,115.53,115.56,115.53,115.56,4
20010104,173300,115.57,115.57,115.57,115.57,4
20010104,173500,115.58,115.58,115.58,115.58,4
20010104,173700,115.58,115.58,115.58,115.58,4
20010104,173800,115.56,115.58,115.56,115.58,4
20010104,173900,115.58,115.6,115.58,115.6,4
20010104,174000,115.59,115.59,115.56,115.56,4
20010104,174100,115.56,115.56,115.56,115.56,4
20010104,174200,115.56,115.56,115.56,115.56,4
20010104,174300,115.57,115.57,115.57,115.57,4
20010104,174400,115.56,115.56,115.54,115.56,4
20010104,174500,115.56,115.56,115.54,115.54,4
20010104,174600,115.54,115.54,115.53,115.53,4
20010104,174700,115.47,115.5,115.47,115.5,4
20010104,174800,115.51,115.53,115.51,115.52,4
20010104,174900,115.53,115.53,115.53,115.53,4
20010104,175000,115.52,115.52,115.5,115.5,4
20010104,175100,115.49,115.49,115.48,115.48,4
20010104,175200,115.48,115.5,115.48,115.5,4
20010104,175300,115.47,115.49,115.47,115.48,4
20010104,175400,115.48,115.48,115.47,115.47,4
20010104,175500,115.45,115.45,115.45,115.45,4
20010104,175600,115.46,115.48,115.46,115.48,4
20010104,175700,115.5,115.5,115.5,115.5,4
20010104,175800,115.5,115.5,115.47,115.47,4
20010104,175900,115.47,115.49,115.47,115.49,4
20010104,180000,115.48,115.48,115.47,115.47,4
20010104,180100,115.47,115.48,115.47,115.48,4
20010104,180200,115.47,115.47,115.47,115.47,4
20010104,180300,115.47,115.47,115.41,115.44,4
20010104,180400,115.44,115.44,115.44,115.44,4
20010104,180500,115.45,115.45,115.45,115.45,4
20010104,180600,115.46,115.48,115.46,115.47,4
20010104,180700,115.47,115.48,115.47,115.48,4
20010104,180800,115.48,115.48,115.48,115.48,4
20010104,180900,115.45,115.48,115.45,115.48,4
20010104,181000,115.47,115.48,115.47,115.48,4
20010104,181100,115.5,115.51,115.5,115.51,4
20010104,181200,115.5,115.5,115.5,115.5,4
20010104,181500,115.5,115.5,115.5,115.5,4
20010104,181600,115.5,115.5,115.5,115.5,4
20010104,181800,115.5,115.5,115.5,115.5,4
20010104,181900,115.5,115.5,115.5,115.5,4
20010104,182000,115.5,115.5,115.5,115.5,4
20010104,182100,115.5,115.5,115.5,115.5,4
20010104,182200,115.49,115.49,115.47,115.48,4
20010104,182300,115.47,115.48,115.47,115.48,4
20010104,182400,115.48,115.48,115.48,115.48,4
20010104,182500,115.48,115.48,115.47,115.47,4
20010104,182600,115.47,115.47,115.47,115.47,4
20010104,182700,115.47,115.47,115.47,115.47,4
20010104,182800,115.47,115.47,115.44,115.44,4
20010104,182900,115.44,115.46,115.44,115.45,4
20010104,183000,115.44,115.45,115.42,115.42,4
20010104,183100,115.4,115.4,115.4,115.4,4
20010104,183200,115.4,115.4,115.39,115.39,4
20010104,183400,115.4,115.4,115.4,115.4,4
20010104,183600,115.39,115.39,115.39,115.39,4
20010104,183700,115.39,115.39,115.39,115.39,4
20010104,183900,115.39,115.39,115.39,115.39,4
20010104,184100,115.39,115.39,115.34,115.34,4
20010104,184200,115.34,115.34,115.34,115.34,4
20010104,184300,115.34,115.34,115.34,115.34,4
20010104,184400,115.34,115.34,115.34,115.34,4
20010104,184600,115.4,115.41,115.39,115.4,4
20010104,184700,115.4,115.43,115.4,115.42,4
20010104,184800,115.42,115.42,115.42,115.42,4
20010104,184900,115.42,115.45,115.42,115.45,4
20010104,185000,115.48,115.51,115.48,115.5,4
20010104,185200,115.51,115.51,115.51,115.51,4
20010104,185300,115.51,115.53,115.51,115.53,4
20010104,185400,115.51,115.51,115.51,115.51,4
20010104,185500,115.51,115.51,115.5,115.5,4
20010104,185600,115.5,115.53,115.5,115.53,4
20010104,185700,115.53,115.53,115.51,115.52,4
20010104,185800,115.53,115.53,115.52,115.52,4
20010104,185900,115.52,115.52,115.51,115.51,4
20010104,190000,115.53,115.53,115.53,115.53,4
20010104,190100,115.53,115.54,115.5,115.5,4
20010104,190200,115.5,115.5,115.49,115.5,4
20010104,190300,115.48,115.48,115.48,115.48,4
20010104,190400,115.48,115.48,115.47,115.47,4
20010104,190500,115.48,115.49,115.48,115.48,4
20010104,190600,115.48,115.48,115.48,115.48,4
20010104,190700,115.48,115.48,115.47,115.47,4
20010104,190800,115.46,115.47,115.46,115.47,4
20010104,190900,115.47,115.5,115.47,115.5,4
20010104,191000,115.47,115.51,115.47,115.51,4
20010104,191100,115.5,115.5,115.48,115.49,4
20010104,191200,115.5,115.5,115.48,115.48,4
20010104,191300,115.5,115.5,115.5,115.5,4
20010104,191400,115.53,115.53,115.52,115.52,4
20010104,191600,115.54,115.56,115.54,115.56,4
20010104,191700,115.56,115.56,115.56,115.56,4
20010104,191800,115.56,115.56,115.56,115.56,4
20010104,191900,115.58,115.58,115.58,115.58,4
20010104,192100,115.56,115.56,115.56,115.56,4
20010104,192200,115.58,115.58,115.58,115.58,4
20010104,192300,115.58,115.58,115.56,115.56,4
20010104,192400,115.56,115.56,115.56,115.56,4
20010104,192500,115.54,115.54,115.54,115.54,4
20010104,192600,115.56,115.56,115.55,115.55,4
20010104,192700,115.54,115.54,115.54,115.54,4
20010104,192800,115.54,115.54,115.53,115.53,4
20010104,193000,115.53,115.53,115.53,115.53,4
20010104,193100,115.54,115.55,115.54,115.55,4
20010104,193200,115.56,115.59,115.56,115.59,4
20010104,193400,115.56,115.58,115.56,115.58,4
20010104,193600,115.58,115.58,115.58,115.58,4
20010104,193700,115.58,115.58,115.58,115.58,4
20010104,193800,115.58,115.58,115.58,115.58,4
20010104,193900,115.58,115.58,115.58,115.58,4
20010104,194000,115.56,115.56,115.56,115.56,4
