<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,Signal HA,Signal RSI,Signal SO,Signal Line Crossover,Centerline Crossover,Signal MACD
EURJPY,20010103,55600,108.91,108.91,108.91,108.91,4,-1,0,0,-1,-1,0
EURJPY,20010103,55700,108.91,108.91,108.91,108.91,4,-1,0,0,-1,-1,0
EURJPY,20010103,55800,108.91,108.91,108.91,108.91,4,-1,0,0,-1,-1,0
EURJPY,20010103,55900,108.91,108.91,108.91,108.91,4,-1,0,0,-1,-1,0
EURJPY,20010103,60000,108.9,108.9,108.9,108.9,4,-1,0,0,-1,-1,0
EURJPY,20010103,60100,108.9,108.9,108.9,108.9,4,-1,0,0,-1,-1,0
EURJPY,20010103,60200,108.9,108.9,108.89,108.89,4,-1,0,0,-1,-1,0
EURJPY,20010103,60300,108.89,108.89,108.89,108.89,4,-1,0,0,-1,-1,0
EURJPY,20010103,60400,108.89,108.89,108.89,108.89,4,-1,0,0,-1,-1,0
EURJPY,20010103,60500,108.89,108.89,108.88,108.88,4,-1,0,0,-1,-1,0
EURJPY,20010103,60600,108.88,108.89,108.88,108.89,4,0,1,1,-1,-1,0
EURJPY,20010103,60700,108.89,108.89,108.89,108.89,4,1,0,0,-1,-1,0
EURJPY,20010103,60800,108.89,108.89,108.89,108.89,4,1,0,0,-1,-1,0
EURJPY,20010103,60900,108.89,108.9,108.89,108.9,4,1,0,0,-1,-1,0
EURJPY,20010103,61000,108.9,108.9,108.9,108.9,4,1,0,0,1,-1,1
EURJPY,20010103,61100,108.89,108.89,108.89,108.89,4,-1,0,0,1,-1,0
EURJPY,20010103,61200,108.88,108.88,108.88,108.88,4,-1,0,0,-1,-1,-1
EURJPY,20010103,61300,108.87,108.87,108.87,108.87,4,-1,0,0,-1,-1,0
EURJPY,20010103,61400,108.87,108.88,108.87,108.88,4,0,1,1,-1,-1,0
EURJPY,20010103,61500,108.88,108.88,108.88,108.88,4,1,0,0,-1,-1,0
EURJPY,20010103,61600,108.89,108.9,108.89,108.9,4,1,0,0,1,-1,1
EURJPY,20010103,61700,108.9,108.92,108.9,108.92,4,1,0,0,1,-1,0
EURJPY,20010103,61800,108.93,108.94,108.93,108.94,4,1,0,0,1,-1,0
EURJPY,20010103,61900,108.95,108.97,108.95,108.96,4,1,0,-1,1,1,0
EURJPY,20010103,62000,108.96,108.96,108.96,108.96,4,1,0,0,1,1,0
EURJPY,20010103,62100,108.96,108.96,108.95,108.95,4,1,-1,0,1,1,0
EURJPY,20010103,62200,108.95,108.95,108.95,108.95,4,-1,0,0,1,1,0
EURJPY,20010103,62300,108.95,108.95,108.94,108.94,4,-1,0,0,1,1,0
EURJPY,20010103,62400,108.94,108.94,108.92,108.92,4,-1,0,0,1,1,0
EURJPY,20010103,62500,108.92,108.93,108.92,108.93,4,-1,0,0,1,1,0
EURJPY,20010103,62600,108.93,108.93,108.93,108.93,4,-1,0,0,1,1,0
EURJPY,20010103,62700,108.93,108.93,108.93,108.93,4,-1,0,0,1,1,0
EURJPY,20010103,62800,108.93,108.94,108.93,108.94,4,0,0,0,1,1,0
EURJPY,20010103,62900,108.94,108.94,108.93,108.93,4,0,0,0,1,1,0
EURJPY,20010103,63000,108.93,108.94,108.93,108.94,4,0,0,0,1,1,0
EURJPY,20010103,63100,108.94,108.95,108.94,108.95,4,1,0,0,1,1,0
EURJPY,20010103,63200,108.95,108.95,108.95,108.95,4,1,0,0,1,1,0
EURJPY,20010103,63300,108.95,108.95,108.95,108.95,4,1,0,0,1,1,0
EURJPY,20010103,63400,108.95,108.95,108.95,108.95,4,1,0,0,1,1,0
EURJPY,20010103,63500,108.94,108.94,108.93,108.93,4,-1,0,0,-1,1,-1
EURJPY,20010103,63600,108.93,108.93,108.93,108.93,4,-1,0,0,-1,1,0
EURJPY,20010103,63700,108.93,108.95,108.93,108.95,4,0,0,0,-1,1,0
EURJPY,20010103,63800,108.96,108.96,108.96,108.96,4,1,0,0,1,1,1
EURJPY,20010103,63900,108.96,108.96,108.94,108.95,4,0,0,0,1,1,0
EURJPY,20010103,64000,108.95,108.96,108.95,108.96,4,0,0,0,1,1,0
EURJPY,20010103,64100,108.96,108.96,108.96,108.96,4,1,0,0,1,1,0
EURJPY,20010103,64200,108.96,108.96,108.94,108.94,4,0,0,-1,-1,1,-1
EURJPY,20010103,64300,108.93,108.93,108.9,108.9,4,-1,0,0,-1,1,0
EURJPY,20010103,64400,108.91,108.93,108.91,108.93,4,-1,0,0,-1,1,0
EURJPY,20010103,64500,108.94,108.94,108.94,108.94,4,1,0,0,-1,1,0
EURJPY,20010103,64600,108.94,108.94,108.94,108.94,4,1,0,0,-1,1,0
EURJPY,20010103,64700,108.94,108.95,108.94,108.95,4,1,0,0,-1,1,0
EURJPY,20010103,64800,108.96,108.96,108.96,108.96,4,1,0,0,-1,1,0
EURJPY,20010103,64900,108.96,108.96,108.96,108.96,4,1,0,0,1,1,1
EURJPY,20010103,65000,108.97,108.98,108.97,108.98,4,1,0,0,1,1,0
EURJPY,20010103,65100,108.98,108.98,108.97,108.97,4,1,0,-1,1,1,0
EURJPY,20010103,65200,108.96,108.96,108.95,108.95,4,-1,0,0,1,1,0
EURJPY,20010103,65300,108.95,108.96,108.95,108.96,4,-1,0,0,1,1,0
EURJPY,20010103,65400,108.97,108.97,108.97,108.97,4,1,0,0,1,1,0
EURJPY,20010103,65500,108.96,108.96,108.96,108.96,4,-1,0,0,1,1,0
EURJPY,20010103,65600,108.96,108.97,108.94,108.94,4,0,0,0,-1,1,-1
EURJPY,20010103,65700,108.94,108.94,108.94,108.94,4,-1,0,0,-1,1,0
EURJPY,20010103,65800,108.94,108.94,108.94,108.94,4,-1,0,0,-1,1,0
EURJPY,20010103,65900,108.94,108.94,108.94,108.94,4,-1,0,0,-1,1,0
EURJPY,20010103,70000,108.94,108.94,108.93,108.93,4,-1,0,0,-1,1,0
EURJPY,20010103,70100,108.94,108.96,108.94,108.94,4,0,0,1,-1,-1,0
EURJPY,20010103,70200,108.94,108.94,108.94,108.94,4,-1,0,0,-1,-1,0
EURJPY,20010103,70300,108.94,108.94,108.91,108.92,4,0,0,0,-1,-1,0
EURJPY,20010103,70400,108.91,108.91,108.88,108.88,4,-1,0,0,-1,-1,0
EURJPY,20010103,70500,108.87,108.87,108.82,108.82,4,-1,0,0,-1,-1,0
EURJPY,20010103,70600,108.81,108.81,108.76,108.76,4,-1,0,0,-1,-1,0
EURJPY,20010103,70700,108.77,108.79,108.76,108.76,4,-1,0,0,-1,-1,0
EURJPY,20010103,70800,108.75,108.75,108.7,108.7,4,-1,0,0,-1,-1,0
EURJPY,20010103,70900,108.68,108.71,108.67,108.69,4,-1,0,1,-1,-1,0
EURJPY,20010103,71000,108.68,108.68,108.65,108.65,4,-1,0,0,-1,-1,0
EURJPY,20010103,71100,108.65,108.66,108.57,108.57,4,-1,0,0,-1,-1,0
EURJPY,20010103,71200,108.58,108.61,108.58,108.61,4,-1,0,1,-1,-1,0
EURJPY,20010103,71300,108.6,108.64,108.6,108.64,4,0,0,0,-1,-1,0
EURJPY,20010103,71400,108.65,108.68,108.65,108.68,4,1,1,0,-1,-1,0
EURJPY,20010103,71500,108.67,108.67,108.67,108.67,4,1,0,0,-1,-1,0
EURJPY,20010103,71600,108.66,108.66,108.64,108.64,4,0,0,0,-1,-1,0
EURJPY,20010103,71700,108.63,108.64,108.62,108.62,4,-1,0,0,-1,-1,0
EURJPY,20010103,71800,108.61,108.61,108.58,108.6,4,-1,0,0,-1,-1,0
EURJPY,20010103,71900,108.59,108.6,108.58,108.6,4,-1,0,1,-1,-1,0
EURJPY,20010103,72000,108.59,108.59,108.55,108.55,4,-1,0,0,-1,-1,0
EURJPY,20010103,72100,108.56,108.59,108.54,108.54,4,0,0,0,-1,-1,0
EURJPY,20010103,72200,108.53,108.53,108.5,108.51,4,-1,0,1,-1,-1,0
EURJPY,20010103,72300,108.5,108.5,108.49,108.5,4,-1,0,0,-1,-1,0
EURJPY,20010103,72400,108.5,108.5,108.49,108.49,4,-1,0,0,-1,-1,0
EURJPY,20010103,72500,108.5,108.51,108.5,108.51,4,0,0,1,-1,-1,0
EURJPY,20010103,72600,108.51,108.53,108.51,108.53,4,1,0,0,-1,-1,0
EURJPY,20010103,72700,108.54,108.56,108.54,108.54,4,1,1,0,1,-1,1
EURJPY,20010103,72800,108.53,108.53,108.53,108.53,4,1,0,0,1,-1,0
EURJPY,20010103,72900,108.54,108.56,108.54,108.56,4,1,0,0,1,-1,0
EURJPY,20010103,73000,108.56,108.56,108.55,108.55,4,1,0,0,1,-1,0
EURJPY,20010103,73100,108.54,108.54,108.51,108.51,4,-1,0,0,1,-1,0
EURJPY,20010103,73200,108.52,108.52,108.49,108.49,4,-1,0,0,1,-1,0
EURJPY,20010103,73300,108.48,108.53,108.47,108.51,4,0,1,1,1,-1,0
EURJPY,20010103,73400,108.5,108.5,108.48,108.49,4,-1,0,0,1,-1,0
EURJPY,20010103,73500,108.48,108.48,108.41,108.41,4,-1,0,0,1,-1,0
EURJPY,20010103,73600,108.4,108.41,108.4,108.41,4,-1,0,0,-1,-1,-1
EURJPY,20010103,73700,108.4,108.43,108.37,108.43,4,0,0,1,-1,-1,0
EURJPY,20010103,73800,108.42,108.43,108.41,108.41,4,0,0,0,-1,-1,0
EURJPY,20010103,73900,108.4,108.43,108.4,108.43,4,0,1,0,1,-1,1
EURJPY,20010103,74000,108.44,108.44,108.44,108.44,4,1,0,0,1,-1,0
EURJPY,20010103,74100,108.45,108.47,108.44,108.46,4,1,0,0,1,-1,0
EURJPY,20010103,74200,108.47,108.48,108.46,108.48,4,1,0,0,1,-1,0
EURJPY,20010103,74300,108.48,108.48,108.47,108.47,4,1,0,0,1,-1,0
EURJPY,20010103,74400,108.46,108.46,108.43,108.43,4,-1,0,0,1,-1,0
EURJPY,20010103,74500,108.44,108.45,108.42,108.42,4,-1,0,0,1,-1,0
EURJPY,20010103,74600,108.41,108.43,108.41,108.43,4,-1,0,0,1,-1,0
EURJPY,20010103,74700,108.44,108.47,108.44,108.47,4,1,0,0,1,-1,0
EURJPY,20010103,74800,108.46,108.48,108.46,108.47,4,1,0,0,1,-1,0
EURJPY,20010103,74900,108.46,108.5,108.46,108.5,4,1,0,0,1,-1,0
EURJPY,20010103,75000,108.49,108.49,108.48,108.49,4,1,0,-1,1,-1,0
EURJPY,20010103,75100,108.5,108.5,108.48,108.48,4,1,0,0,1,-1,0
EURJPY,20010103,75200,108.49,108.49,108.49,108.49,4,1,0,0,1,-1,0
EURJPY,20010103,75300,108.48,108.48,108.46,108.48,4,0,0,-1,1,-1,0
EURJPY,20010103,75400,108.49,108.54,108.48,108.54,4,0,0,0,1,-1,0
EURJPY,20010103,75500,108.53,108.56,108.53,108.56,4,1,0,0,1,-1,0
EURJPY,20010103,75600,108.56,108.6,108.56,108.6,4,1,0,0,1,1,0
EURJPY,20010103,75700,108.61,108.64,108.61,108.64,4,1,0,0,1,1,0
EURJPY,20010103,75800,108.63,108.69,108.62,108.68,4,1,0,-1,1,1,0
EURJPY,20010103,75900,108.69,108.75,108.69,108.73,4,1,0,0,1,1,0
EURJPY,20010103,80000,108.74,108.77,108.74,108.75,4,1,0,0,1,1,0
EURJPY,20010103,80100,108.76,108.8,108.76,108.79,4,1,0,0,1,1,0
EURJPY,20010103,80200,108.8,108.85,108.8,108.84,4,1,0,0,1,1,0
EURJPY,20010103,80300,108.85,108.89,108.85,108.89,4,1,0,0,1,1,0
EURJPY,20010103,80400,108.88,108.94,108.88,108.94,4,1,0,0,1,1,0
EURJPY,20010103,80500,108.96,108.96,108.92,108.92,4,1,0,-1,1,1,0
EURJPY,20010103,80600,108.93,108.94,108.91,108.91,4,1,0,0,1,1,0
EURJPY,20010103,80700,108.9,108.92,108.9,108.92,4,0,0,0,1,1,0
EURJPY,20010103,80800,108.93,108.99,108.93,108.94,4,0,0,-1,1,1,0
EURJPY,20010103,80900,108.93,108.97,108.92,108.97,4,0,0,0,1,1,0
EURJPY,20010103,81000,108.98,109.09,108.98,109.09,4,1,0,0,1,1,0
EURJPY,20010103,81100,109.1,109.18,109.1,109.18,4,1,0,0,1,1,0
EURJPY,20010103,81200,109.22,109.22,109.19,109.21,4,1,0,-1,1,1,0
EURJPY,20010103,81300,109.2,109.2,109.14,109.14,4,1,0,0,1,1,0
EURJPY,20010103,81400,109.15,109.18,109.15,109.17,4,0,0,0,1,1,0
EURJPY,20010103,81500,109.16,109.16,109.13,109.13,4,0,0,0,1,1,0
EURJPY,20010103,81600,109.12,109.15,109.12,109.14,4,-1,0,0,1,1,0
EURJPY,20010103,81700,109.14,109.18,109.14,109.17,4,0,0,0,1,1,0
EURJPY,20010103,81800,109.19,109.2,109.15,109.15,4,0,0,-1,1,1,0
EURJPY,20010103,81900,109.14,109.15,109.11,109.11,4,-1,-1,0,-1,1,-1
EURJPY,20010103,82000,109.1,109.11,109.09,109.11,4,-1,0,0,-1,1,0
EURJPY,20010103,82100,109.11,109.11,109.08,109.09,4,-1,0,0,-1,1,0
EURJPY,20010103,82200,109.1,109.11,109.08,109.11,4,0,0,0,-1,1,0
EURJPY,20010103,82300,109.12,109.12,109.09,109.11,4,0,0,0,-1,1,0
EURJPY,20010103,82400,109.1,109.13,109.1,109.13,4,0,0,0,-1,1,0
EURJPY,20010103,82500,109.12,109.14,109.12,109.12,4,0,0,0,-1,1,0
EURJPY,20010103,82600,109.13,109.13,109.1,109.11,4,0,0,0,-1,1,0
EURJPY,20010103,82700,109.11,109.12,109.11,109.11,4,0,0,0,-1,1,0
EURJPY,20010103,82800,109.1,109.1,109.03,109.04,4,-1,0,0,-1,1,0
EURJPY,20010103,82900,109.05,109.06,109.02,109.02,4,-1,0,0,-1,1,0
EURJPY,20010103,83000,109.01,109.04,109.01,109.01,4,-1,0,0,-1,1,0
EURJPY,20010103,83100,109.02,109.03,109,109.02,4,-1,0,1,-1,1,0
EURJPY,20010103,83200,109.01,109.03,108.99,109.03,4,0,0,0,-1,1,0
EURJPY,20010103,83300,109.02,109.03,109,109.03,4,0,0,0,-1,1,0
EURJPY,20010103,83400,109.04,109.06,109.04,109.06,4,1,0,0,-1,1,0
EURJPY,20010103,83500,109.07,109.1,109.07,109.07,4,1,0,0,-1,1,0
EURJPY,20010103,83600,109.06,109.08,109.06,109.08,4,1,0,0,-1,1,0
EURJPY,20010103,83700,109.09,109.1,109.08,109.08,4,1,0,0,-1,1,0
EURJPY,20010103,83800,109.1,109.11,109.08,109.08,4,0,0,0,-1,1,0
EURJPY,20010103,83900,109.09,109.1,109.08,109.08,4,0,0,0,-1,1,0
EURJPY,20010103,84000,109.09,109.13,109.09,109.13,4,1,0,0,-1,1,0
EURJPY,20010103,84100,109.12,109.17,109.12,109.12,4,0,0,0,-1,1,0
EURJPY,20010103,84200,109.11,109.11,109.08,109.08,4,-1,0,0,-1,1,0
EURJPY,20010103,84300,109.07,109.08,109.06,109.08,4,-1,0,0,-1,1,0
EURJPY,20010103,84400,109.09,109.17,109.09,109.16,4,0,0,0,-1,1,0
EURJPY,20010103,84500,109.15,109.16,109.14,109.14,4,1,0,0,1,1,1
EURJPY,20010103,84600,109.15,109.16,109.14,109.16,4,1,0,0,1,1,0
EURJPY,20010103,84700,109.17,109.18,109.17,109.17,4,1,0,0,1,1,0
EURJPY,20010103,84800,109.18,109.18,109.11,109.11,4,0,0,-1,1,1,0
EURJPY,20010103,84900,109.12,109.12,109.09,109.09,4,-1,0,0,-1,1,-1
EURJPY,20010103,85000,109.08,109.08,109.06,109.06,4,-1,0,0,-1,1,0
EURJPY,20010103,85100,109.05,109.05,109.04,109.04,4,-1,0,0,-1,1,0
EURJPY,20010103,85200,109.05,109.09,109.05,109.09,4,0,0,1,-1,1,0
EURJPY,20010103,85300,109.1,109.14,109.1,109.14,4,1,0,0,-1,1,0
EURJPY,20010103,85400,109.15,109.21,109.15,109.2,4,1,0,0,1,1,1
EURJPY,20010103,85500,109.19,109.19,109.15,109.15,4,1,0,0,1,1,0
EURJPY,20010103,85600,109.14,109.15,109.14,109.15,4,-1,0,0,1,1,0
EURJPY,20010103,85700,109.16,109.17,109.14,109.14,4,0,0,0,1,1,0
EURJPY,20010103,85800,109.13,109.21,109.13,109.21,4,0,0,0,1,1,0
EURJPY,20010103,85900,109.22,109.23,109.2,109.2,4,1,0,0,1,1,0
EURJPY,20010103,90000,109.19,109.2,109.18,109.2,4,0,0,-1,1,1,0
EURJPY,20010103,90100,109.19,109.19,109.18,109.18,4,0,0,0,1,1,0
EURJPY,20010103,90200,109.18,109.18,109.16,109.16,4,-1,0,0,1,1,0
EURJPY,20010103,90300,109.15,109.15,109.13,109.13,4,-1,0,0,-1,1,-1
EURJPY,20010103,90400,109.12,109.12,109.1,109.11,4,-1,0,0,-1,1,0
EURJPY,20010103,90500,109.11,109.11,109.1,109.1,4,-1,0,0,-1,1,0
EURJPY,20010103,90600,109.08,109.08,109.06,109.06,4,-1,0,0,-1,1,0
EURJPY,20010103,90700,109.05,109.05,109.02,109.05,4,-1,0,0,-1,-1,0
EURJPY,20010103,90800,109.06,109.07,109.05,109.06,4,0,0,0,-1,-1,0
EURJPY,20010103,90900,109.05,109.05,109.01,109.02,4,-1,0,0,-1,-1,0
EURJPY,20010103,91000,109.01,109.08,109.01,109.08,4,0,0,1,-1,-1,0
EURJPY,20010103,91100,109.09,109.15,109.09,109.15,4,1,0,0,-1,-1,0
EURJPY,20010103,91200,109.16,109.16,109.14,109.14,4,1,0,0,-1,-1,0
EURJPY,20010103,91300,109.13,109.13,109.12,109.12,4,1,0,0,-1,-1,0
EURJPY,20010103,91400,109.11,109.12,109.11,109.11,4,-1,0,0,-1,-1,0
EURJPY,20010103,91500,109.12,109.14,109.12,109.13,4,0,0,0,1,1,1
EURJPY,20010103,91600,109.12,109.12,109.11,109.11,4,-1,0,0,1,-1,0
EURJPY,20010103,91700,109.11,109.12,109.11,109.12,4,0,0,0,1,1,0
EURJPY,20010103,91800,109.13,109.13,109.13,109.13,4,1,0,0,1,1,0
EURJPY,20010103,92000,109.13,109.13,109.13,109.13,4,1,0,0,1,1,0
EURJPY,20010103,92100,109.14,109.16,109.14,109.16,4,1,0,0,1,1,0
EURJPY,20010103,92200,109.15,109.17,109.15,109.17,4,1,0,0,1,1,0
EURJPY,20010103,92300,109.17,109.2,109.17,109.2,4,1,0,0,1,1,0
EURJPY,20010103,92400,109.21,109.25,109.21,109.24,4,1,0,-1,1,1,0
EURJPY,20010103,92500,109.23,109.23,109.22,109.22,4,1,0,0,1,1,0
EURJPY,20010103,92600,109.21,109.21,109.21,109.21,4,-1,0,0,1,1,0
EURJPY,20010103,92700,109.23,109.23,109.23,109.23,4,1,0,0,1,1,0
EURJPY,20010103,92800,109.23,109.24,109.23,109.24,4,1,0,0,1,1,0
EURJPY,20010103,92900,109.25,109.26,109.25,109.25,4,1,0,0,1,1,0
EURJPY,20010103,93200,109.31,109.31,109.31,109.31,4,1,0,0,1,1,0
EURJPY,20010103,93300,109.3,109.3,109.25,109.25,4,0,-1,-1,1,1,0
EURJPY,20010103,93400,109.22,109.23,109.22,109.23,4,-1,0,0,1,1,0
EURJPY,20010103,93500,109.22,109.22,109.22,109.22,4,-1,0,0,1,1,0
EURJPY,20010103,93600,109.22,109.22,109.21,109.21,4,-1,0,0,-1,1,-1
EURJPY,20010103,93700,109.21,109.23,109.21,109.23,4,0,0,0,-1,1,0
EURJPY,20010103,93800,109.23,109.25,109.23,109.25,4,1,0,0,-1,1,0
EURJPY,20010103,93900,109.25,109.25,109.25,109.25,4,1,0,0,-1,1,0
EURJPY,20010103,94000,109.25,109.27,109.25,109.27,4,1,0,0,-1,1,0
EURJPY,20010103,94100,109.28,109.35,109.28,109.34,4,1,0,0,1,1,1
EURJPY,20010103,94200,109.35,109.35,109.35,109.35,4,1,0,0,1,1,0
EURJPY,20010103,94300,109.34,109.34,109.33,109.33,4,1,-1,-1,1,1,0
EURJPY,20010103,94400,109.33,109.33,109.32,109.32,4,0,0,0,1,1,0
EURJPY,20010103,94500,109.32,109.32,109.32,109.32,4,-1,0,0,1,1,0
EURJPY,20010103,94600,109.32,109.32,109.3,109.31,4,0,0,0,1,1,0
EURJPY,20010103,94700,109.32,109.33,109.3,109.3,4,0,0,0,1,1,0
EURJPY,20010103,94800,109.3,109.3,109.29,109.3,4,-1,0,0,-1,1,-1
EURJPY,20010103,94900,109.31,109.32,109.31,109.32,4,1,0,0,-1,1,0
EURJPY,20010103,95000,109.31,109.31,109.31,109.31,4,-1,0,0,-1,1,0
EURJPY,20010103,95100,109.31,109.33,109.31,109.33,4,0,0,0,-1,1,0
EURJPY,20010103,95500,109.29,109.32,109.29,109.32,4,0,0,0,-1,1,0
EURJPY,20010103,95600,109.38,109.42,109.38,109.42,4,1,0,0,1,1,1
EURJPY,20010103,95700,109.41,109.41,109.39,109.39,4,1,-1,-1,1,1,0
EURJPY,20010103,95800,109.38,109.39,109.37,109.39,4,0,0,0,1,1,0
EURJPY,20010103,95900,109.39,109.39,109.37,109.37,4,0,0,0,1,1,0
EURJPY,20010103,100000,109.37,109.39,109.37,109.39,4,0,0,0,1,1,0
EURJPY,20010103,100100,109.39,109.39,109.37,109.37,4,0,0,0,1,1,0
EURJPY,20010103,100200,109.38,109.42,109.38,109.42,4,0,0,0,1,1,0
EURJPY,20010103,100300,109.42,109.42,109.42,109.42,4,1,0,0,1,1,0
EURJPY,20010103,100400,109.4,109.4,109.36,109.36,4,-1,0,-1,-1,1,-1
EURJPY,20010103,100600,109.36,109.39,109.36,109.38,4,-1,0,0,-1,1,0
EURJPY,20010103,100700,109.39,109.39,109.38,109.38,4,0,0,0,-1,1,0
EURJPY,20010103,100900,109.36,109.36,109.35,109.35,4,-1,0,0,-1,1,0
EURJPY,20010103,101200,109.36,109.36,109.31,109.31,4,-1,0,0,-1,1,0
EURJPY,20010103,101300,109.31,109.31,109.3,109.31,4,-1,0,0,-1,1,0
EURJPY,20010103,101400,109.32,109.34,109.32,109.34,4,0,0,0,-1,1,0
EURJPY,20010103,101500,109.35,109.35,109.3,109.3,4,0,0,0,-1,1,0
EURJPY,20010103,101600,109.29,109.29,109.27,109.27,4,-1,0,0,-1,1,0
EURJPY,20010103,101700,109.26,109.26,109.24,109.24,4,-1,0,0,-1,-1,0
EURJPY,20010103,101800,109.24,109.25,109.19,109.19,4,-1,0,0,-1,-1,0
EURJPY,20010103,101900,109.2,109.21,109.19,109.19,4,-1,0,0,-1,-1,0
EURJPY,20010103,102000,109.18,109.24,109.18,109.24,4,0,0,1,-1,-1,0
EURJPY,20010103,102100,109.25,109.26,109.25,109.26,4,1,0,0,-1,-1,0
EURJPY,20010103,102200,109.25,109.25,109.21,109.21,4,0,0,0,-1,-1,0
EURJPY,20010103,102300,109.22,109.22,109.21,109.21,4,-1,0,0,-1,-1,0
EURJPY,20010103,102400,109.22,109.22,109.2,109.21,4,0,0,0,-1,-1,0
EURJPY,20010103,102500,109.19,109.21,109.19,109.2,4,-1,0,0,-1,-1,0
EURJPY,20010103,102600,109.21,109.23,109.21,109.22,4,0,0,1,-1,-1,0
EURJPY,20010103,102700,109.23,109.24,109.22,109.24,4,1,0,0,-1,-1,0
EURJPY,20010103,102800,109.23,109.23,109.19,109.2,4,0,0,0,-1,-1,0
