<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,Signal HA,Signal RSI,Signal SO,Signal Line Crossover,Centerline Crossover,Signal MACD
EURJPY,20010103,3700,108.81,108.81,108.8,108.8,4,-1,0,0,-1,1,-1
EURJPY,20010103,3800,108.8,108.81,108.8,108.81,4,0,0,0,-1,1,0
EURJPY,20010103,3900,108.82,108.82,108.81,108.81,4,1,0,0,-1,1,0
EURJPY,20010103,4000,108.81,108.81,108.81,108.81,4,-1,0,0,-1,1,0
EURJPY,20010103,4100,108.82,108.82,108.82,108.82,4,1,0,0,1,1,1
EURJPY,20010103,4200,108.82,108.83,108.82,108.82,4,0,0,0,1,1,0
EURJPY,20010103,4300,108.82,108.82,108.82,108.82,4,1,0,0,1,1,0
EURJPY,20010103,4400,108.81,108.81,108.76,108.76,4,-1,0,0,-1,1,-1
EURJPY,20010103,4500,108.76,108.76,108.76,108.76,4,-1,0,0,-1,-1,0
EURJPY,20010103,4600,108.76,108.76,108.76,108.76,4,-1,0,0,-1,-1,0
EURJPY,20010103,4700,108.76,108.76,108.73,108.73,4,-1,0,0,-1,-1,0
EURJPY,20010103,4800,108.72,108.72,108.72,108.72,4,-1,0,0,-1,-1,0
EURJPY,20010103,4900,108.71,108.71,108.7,108.7,4,-1,0,0,-1,-1,0
EURJPY,20010103,5000,108.7,108.71,108.7,108.71,4,-1,0,1,-1,-1,0
EURJPY,20010103,5100,108.71,108.71,108.71,108.71,4,-1,0,0,-1,-1,0
EURJPY,20010103,5200,108.71,108.72,108.71,108.72,4,0,1,0,-1,-1,0
EURJPY,20010103,5300,108.72,108.72,108.71,108.71,4,0,0,0,-1,-1,0
EURJPY,20010103,5400,108.7,108.7,108.68,108.68,4,-1,0,0,-1,-1,0
EURJPY,20010103,5500,108.68,108.69,108.68,108.69,4,-1,0,1,-1,-1,0
EURJPY,20010103,5600,108.69,108.7,108.68,108.7,4,0,1,0,-1,-1,0
EURJPY,20010103,5700,108.71,108.71,108.7,108.7,4,1,0,0,-1,-1,0
EURJPY,20010103,5800,108.7,108.7,108.7,108.7,4,1,0,0,-1,-1,0
EURJPY,20010103,5900,108.7,108.7,108.7,108.7,4,1,0,0,-1,-1,0
EURJPY,20010103,10000,108.7,108.7,108.7,108.7,4,1,0,0,-1,-1,0
EURJPY,20010103,10100,108.7,108.7,108.7,108.7,4,1,0,0,1,-1,1
EURJPY,20010103,10200,108.7,108.7,108.7,108.7,4,1,0,0,1,-1,0
EURJPY,20010103,10300,108.7,108.7,108.69,108.69,4,0,0,0,1,-1,0
EURJPY,20010103,10400,108.69,108.69,108.69,108.69,4,-1,0,0,1,-1,0
EURJPY,20010103,10500,108.69,108.69,108.69,108.69,4,-1,0,0,1,-1,0
EURJPY,20010103,10600,108.69,108.69,108.69,108.69,4,-1,0,0,1,-1,0
EURJPY,20010103,10700,108.69,108.69,108.69,108.69,4,-1,0,0,1,-1,0
EURJPY,20010103,10800,108.7,108.72,108.7,108.72,4,1,0,0,1,-1,0
EURJPY,20010103,10900,108.72,108.72,108.72,108.72,4,1,0,0,1,-1,0
EURJPY,20010103,11000,108.72,108.74,108.72,108.74,4,1,0,0,1,-1,0
EURJPY,20010103,11100,108.74,108.74,108.74,108.74,4,1,0,0,1,-1,0
EURJPY,20010103,11200,108.74,108.74,108.74,108.74,4,1,0,0,1,-1,0
EURJPY,20010103,11300,108.74,108.75,108.74,108.75,4,1,0,0,1,-1,0
EURJPY,20010103,11400,108.75,108.75,108.75,108.75,4,1,0,0,1,1,0
EURJPY,20010103,11500,108.75,108.75,108.75,108.75,4,1,0,0,1,1,0
EURJPY,20010103,11600,108.75,108.75,108.75,108.75,4,1,0,0,1,1,0
EURJPY,20010103,11700,108.75,108.75,108.73,108.73,4,0,0,-1,1,1,0
EURJPY,20010103,11800,108.74,108.75,108.74,108.75,4,0,0,0,1,1,0
EURJPY,20010103,11900,108.74,108.76,108.74,108.76,4,0,0,0,1,1,0
EURJPY,20010103,12000,108.76,108.76,108.76,108.76,4,1,0,0,1,1,0
EURJPY,20010103,12100,108.76,108.76,108.76,108.76,4,1,0,0,1,1,0
EURJPY,20010103,12200,108.76,108.78,108.76,108.78,4,1,0,0,1,1,0
EURJPY,20010103,12300,108.78,108.78,108.78,108.78,4,1,0,0,1,1,0
EURJPY,20010103,12400,108.78,108.79,108.78,108.79,4,1,0,0,1,1,0
EURJPY,20010103,12500,108.79,108.81,108.79,108.81,4,1,0,0,1,1,0
EURJPY,20010103,12600,108.82,108.82,108.81,108.81,4,1,0,-1,1,1,0
EURJPY,20010103,12700,108.82,108.82,108.82,108.82,4,1,0,0,1,1,0
EURJPY,20010103,12800,108.81,108.81,108.81,108.81,4,-1,0,-1,1,1,0
EURJPY,20010103,12900,108.81,108.81,108.81,108.81,4,-1,0,0,1,1,0
EURJPY,20010103,13000,108.81,108.81,108.81,108.81,4,-1,0,0,1,1,0
EURJPY,20010103,13100,108.82,108.83,108.82,108.83,4,1,0,0,1,1,0
EURJPY,20010103,13200,108.83,108.83,108.82,108.82,4,1,0,-1,1,1,0
EURJPY,20010103,13300,108.82,108.83,108.82,108.83,4,0,0,0,1,1,0
EURJPY,20010103,13400,108.83,108.83,108.83,108.83,4,1,0,0,1,1,0
EURJPY,20010103,13500,108.83,108.83,108.83,108.83,4,1,0,0,1,1,0
EURJPY,20010103,13600,108.83,108.83,108.83,108.83,4,1,0,0,1,1,0
EURJPY,20010103,13700,108.83,108.83,108.83,108.83,4,1,0,0,1,1,0
EURJPY,20010103,13800,108.83,108.83,108.83,108.83,4,1,0,0,-1,1,-1
EURJPY,20010103,13900,108.82,108.82,108.82,108.82,4,-1,-1,-1,-1,1,0
EURJPY,20010103,14000,108.82,108.82,108.81,108.81,4,-1,0,0,-1,1,0
EURJPY,20010103,14100,108.81,108.81,108.81,108.81,4,-1,0,0,-1,1,0
EURJPY,20010103,14200,108.81,108.82,108.81,108.82,4,0,0,1,-1,1,0
EURJPY,20010103,14300,108.82,108.82,108.82,108.82,4,1,0,0,-1,1,0
EURJPY,20010103,14400,108.82,108.82,108.82,108.82,4,1,0,0,-1,1,0
EURJPY,20010103,14500,108.82,108.82,108.82,108.82,4,1,0,0,-1,1,0
EURJPY,20010103,14600,108.82,108.82,108.81,108.81,4,0,0,0,-1,1,0
EURJPY,20010103,14700,108.81,108.81,108.81,108.81,4,-1,0,0,-1,1,0
EURJPY,20010103,14800,108.81,108.81,108.81,108.81,4,-1,0,0,-1,1,0
EURJPY,20010103,14900,108.81,108.81,108.81,108.81,4,-1,0,0,-1,1,0
EURJPY,20010103,15000,108.81,108.81,108.81,108.81,4,-1,0,0,-1,1,0
EURJPY,20010103,15100,108.8,108.8,108.79,108.79,4,-1,0,0,-1,1,0
EURJPY,20010103,15200,108.8,108.81,108.8,108.81,4,0,0,1,-1,1,0
EURJPY,20010103,15300,108.81,108.81,108.81,108.81,4,1,0,0,-1,1,0
EURJPY,20010103,15400,108.81,108.82,108.81,108.82,4,1,0,0,-1,1,0
EURJPY,20010103,15500,108.82,108.82,108.81,108.81,4,0,0,0,-1,1,0
EURJPY,20010103,15600,108.81,108.81,108.8,108.8,4,-1,0,0,-1,1,0
EURJPY,20010103,15700,108.8,108.8,108.8,108.8,4,-1,0,0,-1,1,0
EURJPY,20010103,15800,108.8,108.8,108.8,108.8,4,-1,0,0,-1,1,0
EURJPY,20010103,15900,108.8,108.8,108.8,108.8,4,-1,0,0,-1,1,0
EURJPY,20010103,20000,108.8,108.8,108.77,108.77,4,-1,0,0,-1,-1,0
EURJPY,20010103,20100,108.77,108.77,108.76,108.76,4,-1,0,0,-1,-1,0
EURJPY,20010103,20200,108.76,108.76,108.76,108.76,4,-1,0,0,-1,-1,0
EURJPY,20010103,20300,108.76,108.76,108.74,108.74,4,-1,0,0,-1,-1,0
EURJPY,20010103,20400,108.75,108.75,108.75,108.75,4,-1,1,1,-1,-1,0
EURJPY,20010103,20500,108.75,108.75,108.75,108.75,4,-1,0,0,-1,-1,0
EURJPY,20010103,20600,108.76,108.76,108.76,108.76,4,1,0,0,-1,-1,0
EURJPY,20010103,20700,108.75,108.75,108.73,108.74,4,-1,0,0,-1,-1,0
EURJPY,20010103,20800,108.73,108.73,108.73,108.73,4,-1,0,0,-1,-1,0
EURJPY,20010103,20900,108.74,108.74,108.74,108.74,4,1,1,1,-1,-1,0
EURJPY,20010103,21000,108.73,108.73,108.73,108.73,4,-1,0,0,-1,-1,0
EURJPY,20010103,21100,108.73,108.73,108.73,108.73,4,-1,0,0,-1,-1,0
EURJPY,20010103,21200,108.73,108.73,108.73,108.73,4,-1,0,0,-1,-1,0
EURJPY,20010103,21300,108.73,108.73,108.73,108.73,4,-1,0,0,-1,-1,0
EURJPY,20010103,21400,108.73,108.73,108.73,108.73,4,-1,0,0,-1,-1,0
EURJPY,20010103,21500,108.73,108.77,108.73,108.77,4,0,0,1,1,-1,1
EURJPY,20010103,21600,108.78,108.78,108.78,108.78,4,1,0,0,1,-1,0
EURJPY,20010103,21700,108.78,108.78,108.78,108.78,4,1,0,0,1,-1,0
EURJPY,20010103,21800,108.78,108.78,108.78,108.78,4,1,0,0,1,-1,0
EURJPY,20010103,21900,108.78,108.78,108.78,108.78,4,1,0,0,1,-1,0
EURJPY,20010103,22000,108.78,108.78,108.78,108.78,4,1,0,0,1,-1,0
EURJPY,20010103,22100,108.78,108.78,108.78,108.78,4,1,0,0,1,-1,0
EURJPY,20010103,22200,108.78,108.81,108.78,108.81,4,1,0,0,1,1,0
EURJPY,20010103,22300,108.82,108.84,108.82,108.84,4,1,0,0,1,1,0
EURJPY,20010103,22400,108.84,108.84,108.84,108.84,4,1,0,0,1,1,0
EURJPY,20010103,22500,108.84,108.84,108.83,108.83,4,1,-1,-1,1,1,0
EURJPY,20010103,22600,108.83,108.83,108.83,108.83,4,1,0,0,1,1,0
EURJPY,20010103,22700,108.83,108.83,108.82,108.82,4,0,0,0,1,1,0
EURJPY,20010103,22800,108.82,108.82,108.81,108.81,4,-1,0,0,1,1,0
EURJPY,20010103,22900,108.82,108.82,108.82,108.82,4,-1,0,0,1,1,0
EURJPY,20010103,23000,108.82,108.82,108.82,108.82,4,-1,0,0,1,1,0
EURJPY,20010103,23100,108.81,108.81,108.8,108.8,4,-1,0,0,1,1,0
EURJPY,20010103,23200,108.79,108.79,108.78,108.78,4,-1,0,0,-1,1,-1
EURJPY,20010103,23300,108.78,108.78,108.78,108.78,4,-1,0,0,-1,1,0
EURJPY,20010103,23400,108.79,108.79,108.75,108.75,4,0,0,0,-1,1,0
EURJPY,20010103,23500,108.76,108.76,108.76,108.76,4,-1,0,1,-1,-1,0
EURJPY,20010103,23600,108.77,108.79,108.77,108.79,4,1,0,0,-1,-1,0
EURJPY,20010103,23700,108.79,108.81,108.79,108.81,4,1,0,0,-1,1,0
EURJPY,20010103,23800,108.81,108.81,108.81,108.81,4,1,0,0,-1,1,0
EURJPY,20010103,23900,108.82,108.82,108.82,108.82,4,1,0,0,1,1,1
EURJPY,20010103,24000,108.82,108.83,108.82,108.83,4,1,0,0,1,1,0
EURJPY,20010103,24100,108.82,108.82,108.82,108.82,4,1,0,-1,1,1,0
EURJPY,20010103,24200,108.82,108.82,108.8,108.8,4,0,0,0,1,1,0
EURJPY,20010103,24300,108.81,108.81,108.8,108.8,4,-1,0,0,1,1,0
EURJPY,20010103,24400,108.79,108.81,108.79,108.81,4,0,0,0,1,1,0
EURJPY,20010103,24500,108.81,108.84,108.81,108.84,4,1,0,0,1,1,0
EURJPY,20010103,24600,108.84,108.85,108.84,108.85,4,1,0,0,1,1,0
EURJPY,20010103,24700,108.85,108.86,108.85,108.86,4,1,0,0,1,1,0
EURJPY,20010103,24800,108.86,108.86,108.84,108.84,4,0,0,-1,1,1,0
EURJPY,20010103,24900,108.85,108.87,108.85,108.86,4,0,0,0,1,1,0
EURJPY,20010103,25000,108.87,108.87,108.87,108.87,4,1,0,0,1,1,0
EURJPY,20010103,25100,108.86,108.86,108.86,108.86,4,-1,0,-1,1,1,0
EURJPY,20010103,25200,108.86,108.86,108.86,108.86,4,-1,0,0,1,1,0
EURJPY,20010103,25300,108.86,108.86,108.86,108.86,4,-1,0,0,1,1,0
EURJPY,20010103,25400,108.86,108.86,108.86,108.86,4,-1,0,0,1,1,0
EURJPY,20010103,25500,108.86,108.86,108.86,108.86,4,-1,0,0,1,1,0
EURJPY,20010103,25600,108.86,108.87,108.86,108.87,4,0,0,0,1,1,0
EURJPY,20010103,25700,108.87,108.87,108.86,108.86,4,0,0,-1,1,1,0
EURJPY,20010103,25800,108.86,108.87,108.86,108.87,4,0,0,0,1,1,0
EURJPY,20010103,25900,108.86,108.86,108.86,108.86,4,-1,0,-1,-1,1,-1
EURJPY,20010103,30000,108.86,108.87,108.86,108.87,4,0,0,0,-1,1,0
EURJPY,20010103,30100,108.87,108.88,108.87,108.88,4,1,0,0,1,1,1
EURJPY,20010103,30200,108.88,108.88,108.88,108.88,4,1,0,0,1,1,0
EURJPY,20010103,30300,108.88,108.88,108.88,108.88,4,1,0,0,1,1,0
EURJPY,20010103,30400,108.88,108.88,108.88,108.88,4,1,0,0,-1,1,-1
EURJPY,20010103,30500,108.88,108.88,108.88,108.88,4,1,0,0,-1,1,0
EURJPY,20010103,30600,108.88,108.88,108.87,108.88,4,0,0,0,-1,1,0
EURJPY,20010103,30700,108.88,108.88,108.87,108.87,4,0,0,-1,-1,1,0
EURJPY,20010103,30800,108.87,108.87,108.87,108.87,4,-1,0,0,-1,1,0
EURJPY,20010103,30900,108.87,108.87,108.87,108.87,4,-1,0,0,-1,1,0
EURJPY,20010103,31000,108.87,108.87,108.87,108.87,4,-1,0,0,-1,1,0
EURJPY,20010103,31100,108.87,108.87,108.86,108.86,4,-1,0,0,-1,1,0
EURJPY,20010103,31200,108.86,108.86,108.86,108.86,4,-1,0,0,-1,1,0
EURJPY,20010103,31300,108.86,108.86,108.86,108.86,4,-1,0,0,-1,1,0
EURJPY,20010103,31400,108.87,108.87,108.87,108.87,4,1,0,1,-1,1,0
EURJPY,20010103,31500,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,31600,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,31700,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,31800,108.87,108.87,108.86,108.86,4,0,0,0,-1,1,0
EURJPY,20010103,31900,108.86,108.87,108.86,108.87,4,0,0,0,-1,1,0
EURJPY,20010103,32000,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,32100,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,32200,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,32300,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,32400,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,32500,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,32600,108.88,108.89,108.86,108.86,4,0,0,-1,-1,1,0
EURJPY,20010103,32700,108.86,108.86,108.86,108.86,4,-1,0,0,-1,1,0
EURJPY,20010103,32800,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,32900,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,33000,108.87,108.88,108.87,108.88,4,1,0,0,-1,1,0
EURJPY,20010103,33100,108.92,108.93,108.88,108.88,4,1,0,0,1,1,1
EURJPY,20010103,33200,108.87,108.87,108.87,108.87,4,-1,0,0,1,1,0
EURJPY,20010103,33300,108.87,108.87,108.87,108.87,4,-1,0,0,-1,1,-1
EURJPY,20010103,33400,108.87,108.87,108.87,108.87,4,-1,0,1,-1,1,0
EURJPY,20010103,33500,108.88,108.89,108.88,108.88,4,1,0,0,1,1,1
EURJPY,20010103,33600,108.88,108.88,108.88,108.88,4,1,0,0,1,1,0
EURJPY,20010103,33700,108.88,108.88,108.88,108.88,4,1,0,0,1,1,0
EURJPY,20010103,33900,108.88,108.88,108.87,108.87,4,0,0,0,-1,1,-1
EURJPY,20010103,34000,108.87,108.87,108.87,108.87,4,-1,0,0,-1,1,0
EURJPY,20010103,34400,108.86,108.86,108.86,108.86,4,-1,0,0,-1,1,0
EURJPY,20010103,34500,108.86,108.86,108.86,108.86,4,-1,0,0,-1,1,0
EURJPY,20010103,34600,108.86,108.87,108.86,108.87,4,0,0,1,-1,1,0
EURJPY,20010103,34700,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,34800,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,34900,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,35000,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,35100,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,35300,108.87,108.87,108.87,108.87,4,1,0,0,-1,1,0
EURJPY,20010103,35400,108.87,108.89,108.87,108.89,4,1,0,0,1,1,1
EURJPY,20010103,35500,108.89,108.89,108.89,108.89,4,1,0,0,1,1,0
EURJPY,20010103,35600,108.89,108.89,108.89,108.89,4,1,0,0,1,1,0
EURJPY,20010103,35700,108.89,108.89,108.89,108.89,4,1,0,0,1,1,0
EURJPY,20010103,35800,108.89,108.89,108.89,108.89,4,1,0,0,1,1,0
EURJPY,20010103,35900,108.89,108.91,108.89,108.91,4,1,0,0,1,1,0
EURJPY,20010103,40000,108.91,108.91,108.91,108.91,4,1,0,0,1,1,0
EURJPY,20010103,40100,108.91,108.91,108.91,108.91,4,1,0,0,1,1,0
EURJPY,20010103,40200,108.91,108.91,108.91,108.91,4,1,0,0,1,1,0
EURJPY,20010103,40300,108.91,108.92,108.91,108.92,4,1,0,0,1,1,0
EURJPY,20010103,40400,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,40500,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,40600,108.93,108.93,108.93,108.93,4,1,0,0,1,1,0
EURJPY,20010103,40700,108.93,108.93,108.92,108.92,4,0,0,-1,1,1,0
EURJPY,20010103,40800,108.92,108.92,108.92,108.92,4,-1,0,0,1,1,0
EURJPY,20010103,40900,108.93,108.94,108.93,108.94,4,1,0,0,1,1,0
EURJPY,20010103,41000,108.94,108.94,108.94,108.94,4,1,0,0,1,1,0
EURJPY,20010103,41100,108.94,108.94,108.94,108.94,4,1,0,0,1,1,0
EURJPY,20010103,41200,108.94,108.94,108.93,108.93,4,0,-1,-1,1,1,0
EURJPY,20010103,41300,108.93,108.93,108.93,108.93,4,-1,0,0,1,1,0
EURJPY,20010103,41400,108.93,108.93,108.93,108.93,4,-1,0,0,-1,1,-1
EURJPY,20010103,41500,108.93,108.93,108.93,108.93,4,-1,0,0,-1,1,0
EURJPY,20010103,41600,108.93,108.93,108.93,108.93,4,-1,0,0,-1,1,0
EURJPY,20010103,41700,108.93,108.93,108.93,108.93,4,-1,0,0,-1,1,0
EURJPY,20010103,41800,108.93,108.93,108.9,108.9,4,-1,0,0,-1,1,0
EURJPY,20010103,41900,108.9,108.9,108.9,108.9,4,-1,0,0,-1,1,0
EURJPY,20010103,42000,108.9,108.9,108.9,108.9,4,-1,0,0,-1,1,0
EURJPY,20010103,42100,108.9,108.9,108.9,108.9,4,-1,0,0,-1,1,0
EURJPY,20010103,42200,108.9,108.9,108.9,108.9,4,-1,0,0,-1,1,0
EURJPY,20010103,42300,108.9,108.9,108.9,108.9,4,-1,0,0,-1,1,0
EURJPY,20010103,42400,108.9,108.9,108.9,108.9,4,-1,0,0,-1,-1,0
EURJPY,20010103,42500,108.9,108.9,108.89,108.9,4,0,0,1,-1,-1,0
EURJPY,20010103,42600,108.91,108.91,108.91,108.91,4,1,0,0,-1,-1,0
EURJPY,20010103,42700,108.91,108.91,108.91,108.91,4,1,0,0,-1,-1,0
EURJPY,20010103,42800,108.91,108.91,108.91,108.91,4,1,0,0,-1,-1,0
EURJPY,20010103,42900,108.91,108.91,108.91,108.91,4,1,0,0,-1,-1,0
EURJPY,20010103,43000,108.91,108.91,108.91,108.91,4,1,0,0,-1,-1,0
EURJPY,20010103,43100,108.91,108.91,108.91,108.91,4,1,0,0,-1,-1,0
EURJPY,20010103,43200,108.91,108.91,108.91,108.91,4,1,0,0,-1,1,0
EURJPY,20010103,43300,108.91,108.91,108.91,108.91,4,1,0,0,-1,1,0
EURJPY,20010103,43400,108.91,108.91,108.9,108.9,4,0,0,-1,-1,-1,0
EURJPY,20010103,43500,108.89,108.89,108.89,108.89,4,-1,0,0,-1,-1,0
EURJPY,20010103,43600,108.89,108.89,108.89,108.89,4,-1,0,0,-1,-1,0
EURJPY,20010103,43700,108.89,108.89,108.89,108.89,4,-1,0,0,-1,-1,0
EURJPY,20010103,43800,108.89,108.89,108.89,108.89,4,-1,0,0,-1,-1,0
EURJPY,20010103,43900,108.89,108.89,108.89,108.89,4,-1,0,0,-1,-1,0
EURJPY,20010103,44000,108.89,108.89,108.89,108.89,4,-1,0,0,-1,-1,0
EURJPY,20010103,44100,108.9,108.9,108.9,108.9,4,1,1,1,-1,-1,0
EURJPY,20010103,44200,108.9,108.9,108.9,108.9,4,1,0,0,-1,-1,0
EURJPY,20010103,44300,108.9,108.9,108.9,108.9,4,1,0,0,1,-1,1
EURJPY,20010103,44400,108.9,108.91,108.9,108.9,4,0,0,0,1,-1,0
EURJPY,20010103,44500,108.89,108.9,108.89,108.9,4,-1,0,0,1,-1,0
EURJPY,20010103,44600,108.9,108.91,108.9,108.91,4,1,0,0,1,-1,0
EURJPY,20010103,44700,108.91,108.91,108.91,108.91,4,1,0,0,1,-1,0
EURJPY,20010103,44800,108.91,108.91,108.91,108.91,4,1,0,0,1,1,0
EURJPY,20010103,44900,108.91,108.92,108.91,108.92,4,1,0,0,1,1,0
EURJPY,20010103,45000,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,45100,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,45200,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,45300,108.93,108.93,108.93,108.93,4,1,0,0,1,1,0
EURJPY,20010103,45400,108.93,108.93,108.93,108.93,4,1,0,0,1,1,0
EURJPY,20010103,45500,108.92,108.92,108.92,108.92,4,-1,-1,-1,1,1,0
EURJPY,20010103,45600,108.92,108.92,108.92,108.92,4,-1,0,0,1,1,0
EURJPY,20010103,45700,108.92,108.92,108.92,108.92,4,-1,0,0,1,1,0
EURJPY,20010103,45800,108.92,108.92,108.92,108.92,4,-1,0,0,1,1,0
EURJPY,20010103,45900,108.92,108.92,108.91,108.91,4,-1,0,0,-1,1,-1
EURJPY,20010103,50000,108.91,108.91,108.91,108.91,4,-1,0,0,-1,1,0
EURJPY,20010103,50100,108.91,108.91,108.91,108.91,4,-1,0,0,-1,1,0
EURJPY,20010103,50200,108.91,108.91,108.91,108.91,4,-1,0,0,-1,1,0
EURJPY,20010103,50300,108.91,108.91,108.91,108.91,4,-1,0,0,-1,1,0
EURJPY,20010103,50400,108.91,108.91,108.91,108.91,4,-1,0,0,-1,1,0
EURJPY,20010103,50500,108.91,108.91,108.91,108.91,4,-1,0,0,-1,1,0
EURJPY,20010103,50600,108.92,108.92,108.92,108.92,4,1,0,1,-1,1,0
EURJPY,20010103,50700,108.92,108.92,108.92,108.92,4,1,0,0,-1,1,0
EURJPY,20010103,50800,108.92,108.92,108.92,108.92,4,1,0,0,1,1,1
EURJPY,20010103,50900,108.92,108.92,108.91,108.91,4,0,0,0,-1,1,-1
EURJPY,20010103,51000,108.91,108.92,108.91,108.92,4,0,0,0,-1,1,0
EURJPY,20010103,51100,108.92,108.92,108.92,108.92,4,1,0,0,1,1,1
EURJPY,20010103,51200,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,51300,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,51400,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,51500,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,51600,108.92,108.92,108.91,108.91,4,0,0,-1,-1,1,-1
EURJPY,20010103,51700,108.91,108.91,108.91,108.91,4,-1,0,0,-1,1,0
EURJPY,20010103,51800,108.91,108.91,108.91,108.91,4,-1,0,0,-1,1,0
EURJPY,20010103,51900,108.92,108.92,108.9,108.9,4,0,0,0,-1,-1,0
EURJPY,20010103,52000,108.9,108.9,108.9,108.9,4,-1,0,0,-1,-1,0
EURJPY,20010103,52100,108.91,108.91,108.91,108.91,4,1,0,1,-1,-1,0
EURJPY,20010103,52200,108.91,108.92,108.91,108.92,4,1,0,0,-1,-1,0
EURJPY,20010103,52300,108.92,108.92,108.91,108.91,4,0,0,0,-1,-1,0
EURJPY,20010103,52400,108.9,108.91,108.9,108.91,4,-1,0,0,-1,-1,0
EURJPY,20010103,52500,108.92,108.92,108.91,108.92,4,1,0,0,1,-1,1
EURJPY,20010103,52600,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,52700,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,52800,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,52900,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,53000,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,53200,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,53300,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,53400,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,53500,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,53600,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,53700,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,53800,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,53900,108.92,108.92,108.92,108.92,4,1,0,0,1,1,0
EURJPY,20010103,54000,108.92,108.92,108.92,108.92,4,1,0,-1,1,1,0
EURJPY,20010103,54100,108.93,108.93,108.93,108.93,4,1,0,0,1,1,0
EURJPY,20010103,54200,108.92,108.93,108.92,108.93,4,0,0,0,1,1,0
EURJPY,20010103,54300,108.93,108.93,108.93,108.93,4,1,0,0,1,1,0
EURJPY,20010103,54400,108.93,108.93,108.93,108.93,4,1,0,0,1,1,0
EURJPY,20010103,54500,108.94,108.94,108.94,108.94,4,1,0,0,1,1,0
EURJPY,20010103,54600,108.94,108.94,108.94,108.94,4,1,0,0,1,1,0
EURJPY,20010103,54700,108.94,108.94,108.94,108.94,4,1,0,0,1,1,0
EURJPY,20010103,54800,108.94,108.94,108.93,108.93,4,0,-1,-1,1,1,0
EURJPY,20010103,54900,108.93,108.93,108.93,108.93,4,-1,0,0,1,1,0
EURJPY,20010103,55000,108.93,108.93,108.92,108.92,4,-1,0,0,-1,1,-1
EURJPY,20010103,55100,108.91,108.91,108.91,108.91,4,-1,0,0,-1,1,0
EURJPY,20010103,55200,108.91,108.91,108.91,108.91,4,-1,0,0,-1,1,0
EURJPY,20010103,55300,108.91,108.91,108.91,108.91,4,-1,0,0,-1,-1,0
EURJPY,20010103,55400,108.91,108.91,108.91,108.91,4,-1,0,0,-1,-1,0
EURJPY,20010103,55500,108.91,108.91,108.91,108.91,4,-1,0,0,-1,-1,0
