<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,Signal HA
USDJPY,20010104,24400,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,24500,113.81,113.81,113.79,113.79,4,0.0
USDJPY,20010104,24600,113.78,113.78,113.77,113.78,4,-1.0
USDJPY,20010104,24700,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,24800,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,24900,113.78,113.81,113.78,113.81,4,0.0
USDJPY,20010104,25000,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,25100,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,25200,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,25300,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,25400,113.81,113.81,113.79,113.79,4,0.0
USDJPY,20010104,25500,113.79,113.79,113.78,113.78,4,-1.0
USDJPY,20010104,25600,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,25700,113.76,113.77,113.76,113.77,4,-1.0
USDJPY,20010104,25800,113.77,113.77,113.75,113.75,4,-1.0
USDJPY,20010104,25900,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,30000,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,30100,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,30200,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,30300,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,30400,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,30500,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,30600,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,30700,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,30800,113.75,113.75,113.69,113.69,4,-1.0
USDJPY,20010104,30900,113.69,113.69,113.69,113.69,4,-1.0
USDJPY,20010104,31000,113.69,113.7,113.69,113.7,4,-1.0
USDJPY,20010104,31100,113.7,113.7,113.7,113.7,4,-1.0
USDJPY,20010104,31200,113.71,113.72,113.71,113.72,4,1.0
USDJPY,20010104,31300,113.72,113.73,113.72,113.73,4,1.0
USDJPY,20010104,31400,113.73,113.73,113.72,113.72,4,1.0
USDJPY,20010104,31500,113.72,113.72,113.72,113.72,4,-1.0
USDJPY,20010104,31600,113.72,113.72,113.72,113.72,4,-1.0
USDJPY,20010104,31700,113.72,113.73,113.72,113.73,4,0.0
USDJPY,20010104,31800,113.73,113.73,113.73,113.73,4,1.0
USDJPY,20010104,31900,113.73,113.73,113.73,113.73,4,1.0
USDJPY,20010104,32000,113.73,113.74,113.73,113.74,4,1.0
USDJPY,20010104,32100,113.74,113.75,113.74,113.75,4,1.0
USDJPY,20010104,32200,113.75,113.75,113.75,113.75,4,1.0
USDJPY,20010104,32300,113.75,113.78,113.75,113.78,4,1.0
USDJPY,20010104,32400,113.78,113.78,113.78,113.78,4,1.0
USDJPY,20010104,32500,113.78,113.78,113.78,113.78,4,1.0
USDJPY,20010104,32600,113.78,113.78,113.78,113.78,4,1.0
USDJPY,20010104,32700,113.78,113.78,113.78,113.78,4,1.0
USDJPY,20010104,32800,113.78,113.78,113.76,113.76,4,0.0
USDJPY,20010104,32900,113.76,113.76,113.76,113.76,4,-1.0
USDJPY,20010104,33000,113.76,113.76,113.75,113.75,4,-1.0
USDJPY,20010104,33100,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,33200,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,33300,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,33400,113.75,113.76,113.75,113.76,4,0.0
USDJPY,20010104,33500,113.76,113.76,113.76,113.76,4,1.0
USDJPY,20010104,33600,113.76,113.76,113.76,113.76,4,1.0
USDJPY,20010104,33700,113.76,113.76,113.76,113.76,4,1.0
USDJPY,20010104,33800,113.76,113.76,113.76,113.76,4,1.0
USDJPY,20010104,33900,113.76,113.76,113.76,113.76,4,1.0
USDJPY,20010104,34000,113.77,113.79,113.77,113.79,4,1.0
USDJPY,20010104,34100,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,34200,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,34300,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,34400,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,34500,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,34600,113.79,113.81,113.79,113.81,4,1.0
USDJPY,20010104,34700,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,34800,113.81,113.81,113.79,113.79,4,0.0
USDJPY,20010104,34900,113.79,113.79,113.79,113.79,4,-1.0
USDJPY,20010104,35000,113.79,113.8,113.79,113.8,4,0.0
USDJPY,20010104,35100,113.8,113.81,113.8,113.81,4,1.0
USDJPY,20010104,35200,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,35300,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,35400,113.8,113.8,113.78,113.78,4,-1.0
USDJPY,20010104,35500,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,35600,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,35700,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,35800,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,35900,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,40000,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,40100,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,40200,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,40300,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,40400,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,40500,113.79,113.79,113.78,113.79,4,0.0
USDJPY,20010104,40600,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,40700,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,40800,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,41000,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,41100,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,41200,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,41300,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,41400,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,41500,113.79,113.79,113.78,113.78,4,0.0
USDJPY,20010104,41600,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,41700,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,41800,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,41900,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,42000,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,42100,113.78,113.78,113.76,113.76,4,-1.0
USDJPY,20010104,42200,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,42300,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,42400,113.76,113.76,113.76,113.76,4,1.0
USDJPY,20010104,42500,113.75,113.75,113.74,113.74,4,-1.0
USDJPY,20010104,42600,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,42700,113.76,113.78,113.76,113.77,4,1.0
USDJPY,20010104,42800,113.77,113.78,113.77,113.78,4,1.0
USDJPY,20010104,42900,113.78,113.78,113.78,113.78,4,1.0
USDJPY,20010104,43000,113.78,113.79,113.78,113.79,4,1.0
USDJPY,20010104,43100,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,43200,113.79,113.79,113.78,113.78,4,0.0
USDJPY,20010104,43300,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,43400,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,43500,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,43600,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,43700,113.77,113.77,113.76,113.76,4,-1.0
USDJPY,20010104,43800,113.76,113.76,113.76,113.76,4,-1.0
USDJPY,20010104,43900,113.76,113.78,113.76,113.78,4,0.0
USDJPY,20010104,44000,113.78,113.78,113.78,113.78,4,1.0
USDJPY,20010104,44100,113.78,113.78,113.78,113.78,4,1.0
USDJPY,20010104,44200,113.78,113.78,113.78,113.78,4,1.0
USDJPY,20010104,44300,113.78,113.78,113.78,113.78,4,1.0
USDJPY,20010104,44500,113.77,113.77,113.76,113.76,4,-1.0
USDJPY,20010104,44600,113.75,113.75,113.74,113.75,4,-1.0
USDJPY,20010104,44700,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,44800,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,44900,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,45000,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,45100,113.75,113.76,113.75,113.76,4,0.0
USDJPY,20010104,45200,113.76,113.76,113.76,113.76,4,1.0
USDJPY,20010104,45300,113.76,113.76,113.76,113.76,4,1.0
USDJPY,20010104,45400,113.76,113.77,113.76,113.77,4,1.0
USDJPY,20010104,45500,113.77,113.77,113.77,113.77,4,1.0
USDJPY,20010104,45600,113.77,113.77,113.77,113.77,4,1.0
USDJPY,20010104,45700,113.77,113.77,113.77,113.77,4,1.0
USDJPY,20010104,45800,113.77,113.79,113.77,113.79,4,1.0
USDJPY,20010104,45900,113.79,113.79,113.78,113.78,4,1.0
USDJPY,20010104,50000,113.78,113.78,113.78,113.78,4,1.0
USDJPY,20010104,50100,113.78,113.78,113.78,113.78,4,1.0
USDJPY,20010104,50200,113.78,113.78,113.78,113.78,4,1.0
USDJPY,20010104,50300,113.78,113.78,113.78,113.78,4,1.0
USDJPY,20010104,50400,113.78,113.79,113.78,113.79,4,1.0
USDJPY,20010104,50500,113.79,113.8,113.79,113.8,4,1.0
USDJPY,20010104,50600,113.8,113.8,113.79,113.79,4,1.0
USDJPY,20010104,50700,113.79,113.79,113.79,113.79,4,-1.0
USDJPY,20010104,50800,113.79,113.8,113.79,113.8,4,0.0
USDJPY,20010104,50900,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,51000,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,51100,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,51200,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,51300,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,51400,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,51500,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,51600,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,51700,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,51800,113.81,113.83,113.81,113.83,4,1.0
USDJPY,20010104,51900,113.83,113.83,113.82,113.82,4,1.0
USDJPY,20010104,52000,113.83,113.83,113.82,113.83,4,1.0
USDJPY,20010104,52100,113.83,113.83,113.83,113.83,4,1.0
USDJPY,20010104,52200,113.82,113.82,113.82,113.82,4,-1.0
USDJPY,20010104,52300,113.82,113.82,113.81,113.81,4,-1.0
USDJPY,20010104,52400,113.81,113.81,113.81,113.81,4,-1.0
USDJPY,20010104,52500,113.81,113.83,113.81,113.83,4,0.0
USDJPY,20010104,52600,113.83,113.83,113.83,113.83,4,1.0
USDJPY,20010104,52700,113.83,113.83,113.83,113.83,4,1.0
USDJPY,20010104,52800,113.83,113.83,113.83,113.83,4,1.0
USDJPY,20010104,52900,113.83,113.83,113.83,113.83,4,1.0
USDJPY,20010104,53000,113.83,113.83,113.82,113.83,4,0.0
USDJPY,20010104,53100,113.83,113.84,113.83,113.84,4,1.0
USDJPY,20010104,53200,113.84,113.84,113.83,113.83,4,0.0
USDJPY,20010104,53300,113.83,113.83,113.83,113.83,4,-1.0
USDJPY,20010104,53400,113.84,113.84,113.84,113.84,4,1.0
USDJPY,20010104,53500,113.85,113.85,113.85,113.85,4,1.0
USDJPY,20010104,53600,113.85,113.85,113.84,113.85,4,0.0
USDJPY,20010104,53700,113.84,113.84,113.83,113.83,4,-1.0
USDJPY,20010104,53800,113.83,113.85,113.83,113.85,4,0.0
USDJPY,20010104,53900,113.84,113.85,113.83,113.84,4,0.0
USDJPY,20010104,54000,113.85,113.85,113.85,113.85,4,1.0
USDJPY,20010104,54100,113.85,113.85,113.85,113.85,4,1.0
USDJPY,20010104,54200,113.85,113.86,113.85,113.86,4,1.0
USDJPY,20010104,54300,113.86,113.86,113.86,113.86,4,1.0
USDJPY,20010104,54400,113.86,113.86,113.84,113.84,4,0.0
USDJPY,20010104,54500,113.84,113.84,113.84,113.84,4,-1.0
USDJPY,20010104,54600,113.84,113.84,113.84,113.84,4,-1.0
USDJPY,20010104,54700,113.84,113.84,113.83,113.84,4,0.0
USDJPY,20010104,54800,113.83,113.83,113.83,113.83,4,-1.0
USDJPY,20010104,54900,113.83,113.84,113.83,113.84,4,0.0
USDJPY,20010104,55000,113.84,113.84,113.84,113.84,4,1.0
USDJPY,20010104,55100,113.84,113.84,113.84,113.84,4,1.0
USDJPY,20010104,55200,113.84,113.84,113.84,113.84,4,1.0
USDJPY,20010104,55300,113.84,113.84,113.84,113.84,4,1.0
USDJPY,20010104,55400,113.83,113.83,113.83,113.83,4,-1.0
USDJPY,20010104,55500,113.82,113.82,113.81,113.82,4,-1.0
USDJPY,20010104,55600,113.82,113.82,113.81,113.81,4,-1.0
USDJPY,20010104,55700,113.81,113.81,113.81,113.81,4,-1.0
USDJPY,20010104,55800,113.79,113.79,113.78,113.78,4,-1.0
USDJPY,20010104,55900,113.78,113.78,113.76,113.78,4,-1.0
USDJPY,20010104,60000,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,60100,113.78,113.8,113.78,113.79,4,0.0
USDJPY,20010104,60200,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,60300,113.78,113.79,113.78,113.78,4,0.0
USDJPY,20010104,60400,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,60500,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,60600,113.79,113.79,113.79,113.79,4,1.0
USDJPY,20010104,60700,113.79,113.79,113.78,113.78,4,0.0
USDJPY,20010104,60800,113.78,113.79,113.78,113.79,4,0.0
USDJPY,20010104,60900,113.79,113.79,113.78,113.78,4,0.0
USDJPY,20010104,61000,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,61100,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,61200,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,61300,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,61400,113.78,113.78,113.76,113.76,4,-1.0
USDJPY,20010104,61500,113.76,113.76,113.75,113.75,4,-1.0
USDJPY,20010104,61600,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,61700,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,61800,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,61900,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,62000,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,62100,113.76,113.76,113.76,113.76,4,1.0
USDJPY,20010104,62200,113.76,113.76,113.76,113.76,4,1.0
USDJPY,20010104,62300,113.76,113.76,113.75,113.76,4,0.0
USDJPY,20010104,62400,113.76,113.79,113.76,113.79,4,1.0
USDJPY,20010104,62500,113.79,113.79,113.78,113.78,4,1.0
USDJPY,20010104,62600,113.78,113.81,113.78,113.81,4,1.0
USDJPY,20010104,62700,113.79,113.81,113.79,113.81,4,1.0
USDJPY,20010104,62800,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,62900,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,63000,113.81,113.82,113.81,113.82,4,1.0
USDJPY,20010104,63100,113.82,113.82,113.82,113.82,4,1.0
USDJPY,20010104,63200,113.83,113.83,113.83,113.83,4,1.0
USDJPY,20010104,63300,113.83,113.83,113.83,113.83,4,1.0
USDJPY,20010104,63400,113.83,113.83,113.83,113.83,4,1.0
USDJPY,20010104,63500,113.82,113.82,113.81,113.81,4,-1.0
USDJPY,20010104,63600,113.81,113.81,113.81,113.81,4,-1.0
USDJPY,20010104,63700,113.81,113.81,113.79,113.79,4,-1.0
USDJPY,20010104,63800,113.79,113.79,113.79,113.79,4,-1.0
USDJPY,20010104,63900,113.79,113.8,113.79,113.79,4,0.0
USDJPY,20010104,64000,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,64100,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,64200,113.78,113.78,113.78,113.78,4,-1.0
USDJPY,20010104,64300,113.78,113.78,113.75,113.75,4,-1.0
USDJPY,20010104,64400,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,64500,113.75,113.75,113.75,113.75,4,-1.0
USDJPY,20010104,64600,113.75,113.75,113.72,113.72,4,-1.0
USDJPY,20010104,64700,113.72,113.72,113.69,113.69,4,-1.0
USDJPY,20010104,64800,113.69,113.7,113.69,113.7,4,-1.0
USDJPY,20010104,64900,113.7,113.7,113.7,113.7,4,-1.0
USDJPY,20010104,65000,113.7,113.7,113.7,113.7,4,-1.0
USDJPY,20010104,65100,113.7,113.7,113.7,113.7,4,-1.0
USDJPY,20010104,65200,113.7,113.72,113.7,113.72,4,0.0
USDJPY,20010104,65300,113.72,113.75,113.72,113.75,4,1.0
USDJPY,20010104,65400,113.75,113.78,113.75,113.77,4,1.0
USDJPY,20010104,65500,113.78,113.81,113.77,113.81,4,1.0
USDJPY,20010104,65600,113.79,113.82,113.79,113.82,4,1.0
USDJPY,20010104,65700,113.82,113.83,113.82,113.82,4,1.0
USDJPY,20010104,65800,113.82,113.84,113.82,113.84,4,1.0
USDJPY,20010104,65900,113.84,113.84,113.84,113.84,4,1.0
USDJPY,20010104,70000,113.84,113.84,113.84,113.84,4,1.0
USDJPY,20010104,70100,113.82,113.83,113.82,113.83,4,-1.0
USDJPY,20010104,70200,113.82,113.83,113.82,113.83,4,0.0
USDJPY,20010104,70300,113.83,113.83,113.82,113.82,4,0.0
USDJPY,20010104,70400,113.81,113.83,113.81,113.83,4,0.0
USDJPY,20010104,70500,113.82,113.83,113.82,113.83,4,0.0
USDJPY,20010104,70700,113.81,113.81,113.79,113.79,4,-1.0
USDJPY,20010104,70800,113.79,113.79,113.78,113.78,4,-1.0
USDJPY,20010104,70900,113.79,113.81,113.79,113.81,4,0.0
USDJPY,20010104,71000,113.81,113.81,113.81,113.81,4,1.0
USDJPY,20010104,71100,113.81,113.85,113.8,113.85,4,0.0
USDJPY,20010104,71200,113.84,113.86,113.84,113.84,4,1.0
USDJPY,20010104,71300,113.83,113.86,113.83,113.86,4,0.0
USDJPY,20010104,71400,113.85,113.85,113.84,113.85,4,1.0
USDJPY,20010104,71500,113.88,113.89,113.86,113.89,4,1.0
USDJPY,20010104,71600,113.9,113.9,113.86,113.88,4,0.0
USDJPY,20010104,71700,113.88,113.94,113.88,113.94,4,1.0
USDJPY,20010104,71800,113.94,113.94,113.93,113.94,4,1.0
USDJPY,20010104,71900,113.94,113.94,113.92,113.92,4,1.0
USDJPY,20010104,72000,113.93,113.93,113.91,113.91,4,0.0
USDJPY,20010104,72100,113.9,113.9,113.88,113.88,4,-1.0
USDJPY,20010104,72200,113.89,113.93,113.89,113.93,4,0.0
USDJPY,20010104,72300,113.93,113.94,113.91,113.91,4,0.0
USDJPY,20010104,72400,113.92,113.92,113.9,113.9,4,0.0
USDJPY,20010104,72500,113.91,113.91,113.89,113.9,4,0.0
USDJPY,20010104,72600,113.89,113.91,113.89,113.91,4,0.0
USDJPY,20010104,72700,113.9,113.9,113.88,113.89,4,0.0
USDJPY,20010104,72800,113.89,113.89,113.86,113.86,4,-1.0
USDJPY,20010104,72900,113.86,113.87,113.86,113.86,4,-1.0
USDJPY,20010104,73000,113.86,113.87,113.84,113.85,4,-1.0
USDJPY,20010104,73100,113.86,113.86,113.85,113.86,4,0.0
USDJPY,20010104,73200,113.86,113.86,113.85,113.86,4,0.0
USDJPY,20010104,73300,113.86,113.86,113.86,113.86,4,1.0
USDJPY,20010104,73400,113.85,113.86,113.84,113.86,4,0.0
USDJPY,20010104,73500,113.85,113.89,113.85,113.89,4,0.0
USDJPY,20010104,73600,113.88,113.91,113.88,113.91,4,1.0
USDJPY,20010104,73700,113.92,113.92,113.9,113.92,4,1.0
USDJPY,20010104,73800,113.91,113.91,113.9,113.9,4,1.0
USDJPY,20010104,73900,113.89,113.9,113.87,113.89,4,0.0
USDJPY,20010104,74000,113.9,113.9,113.89,113.89,4,0.0
USDJPY,20010104,74100,113.89,113.89,113.86,113.86,4,-1.0
USDJPY,20010104,74200,113.85,113.89,113.85,113.89,4,0.0
USDJPY,20010104,74300,113.89,113.92,113.89,113.92,4,1.0
USDJPY,20010104,74400,113.92,113.92,113.91,113.91,4,1.0
USDJPY,20010104,74500,113.9,113.9,113.88,113.88,4,-1.0
USDJPY,20010104,74600,113.88,113.89,113.86,113.87,4,-1.0
USDJPY,20010104,74700,113.87,113.87,113.84,113.84,4,-1.0
USDJPY,20010104,74800,113.85,113.87,113.85,113.86,4,-1.0
USDJPY,20010104,74900,113.86,113.86,113.82,113.82,4,-1.0
USDJPY,20010104,75000,113.82,113.84,113.82,113.84,4,-1.0
USDJPY,20010104,75100,113.85,113.86,113.84,113.86,4,0.0
USDJPY,20010104,75200,113.87,113.9,113.87,113.9,4,1.0
USDJPY,20010104,75300,113.9,113.9,113.89,113.9,4,1.0
USDJPY,20010104,75400,113.89,113.92,113.88,113.92,4,0.0
USDJPY,20010104,75500,113.92,113.98,113.92,113.98,4,1.0
USDJPY,20010104,75600,113.99,114.03,113.98,114.02,4,1.0
USDJPY,20010104,75700,114.01,114.16,114.01,114.13,4,1.0
USDJPY,20010104,75800,114.14,114.15,114.11,114.14,4,1.0
USDJPY,20010104,75900,114.13,114.13,114.11,114.12,4,1.0
USDJPY,20010104,80000,114.11,114.13,114.1,114.13,4,0.0
USDJPY,20010104,80100,114.11,114.11,114.08,114.1,4,0.0
USDJPY,20010104,80200,114.11,114.12,114.1,114.11,4,0.0
USDJPY,20010104,80300,114.12,114.16,114.12,114.16,4,1.0
USDJPY,20010104,80400,114.18,114.26,114.18,114.26,4,1.0
USDJPY,20010104,80500,114.27,114.39,114.27,114.39,4,1.0
USDJPY,20010104,80600,114.38,114.39,114.28,114.28,4,1.0
USDJPY,20010104,80700,114.29,114.3,114.27,114.28,4,0.0
USDJPY,20010104,80800,114.28,114.28,114.25,114.25,4,-1.0
USDJPY,20010104,80900,114.24,114.24,114.19,114.19,4,-1.0
USDJPY,20010104,81000,114.18,114.2,114.18,114.18,4,-1.0
USDJPY,20010104,81100,114.19,114.19,114.17,114.17,4,-1.0
USDJPY,20010104,81200,114.18,114.21,114.18,114.21,4,0.0
USDJPY,20010104,81300,114.22,114.29,114.22,114.29,4,1.0
USDJPY,20010104,81400,114.34,114.35,114.29,114.29,4,1.0
USDJPY,20010104,81500,114.28,114.3,114.24,114.29,4,0.0
USDJPY,20010104,81600,114.29,114.31,114.26,114.31,4,0.0
USDJPY,20010104,81700,114.3,114.32,114.29,114.29,4,0.0
USDJPY,20010104,81800,114.3,114.3,114.26,114.26,4,0.0
USDJPY,20010104,81900,114.25,114.28,114.25,114.28,4,-1.0
USDJPY,20010104,82000,114.27,114.27,114.25,114.26,4,-1.0
USDJPY,20010104,82100,114.25,114.28,114.25,114.28,4,0.0
USDJPY,20010104,82200,114.28,114.28,114.25,114.25,4,0.0
USDJPY,20010104,82300,114.25,114.28,114.24,114.27,4,0.0
USDJPY,20010104,82400,114.28,114.28,114.25,114.25,4,0.0
USDJPY,20010104,82500,114.25,114.28,114.25,114.28,4,0.0
USDJPY,20010104,82600,114.29,114.31,114.27,114.31,4,1.0
USDJPY,20010104,82700,114.3,114.33,114.29,114.33,4,1.0
USDJPY,20010104,82800,114.33,114.33,114.32,114.33,4,1.0
USDJPY,20010104,82900,114.32,114.34,114.29,114.34,4,0.0
USDJPY,20010104,83000,114.34,114.39,114.34,114.39,4,1.0
USDJPY,20010104,83100,114.39,114.4,114.38,114.4,4,1.0
USDJPY,20010104,83200,114.4,114.42,114.39,114.41,4,1.0
USDJPY,20010104,83300,114.41,114.48,114.41,114.46,4,1.0
USDJPY,20010104,83400,114.47,114.47,114.44,114.45,4,1.0
USDJPY,20010104,83500,114.45,114.45,114.42,114.44,4,0.0
USDJPY,20010104,83600,114.42,114.44,114.42,114.44,4,0.0
USDJPY,20010104,83700,114.44,114.45,114.43,114.44,4,0.0
USDJPY,20010104,83800,114.45,114.47,114.44,114.44,4,0.0
USDJPY,20010104,83900,114.44,114.44,114.42,114.44,4,0.0
USDJPY,20010104,84000,114.45,114.46,114.44,114.44,4,0.0
USDJPY,20010104,84100,114.44,114.49,114.44,114.49,4,0.0
USDJPY,20010104,84200,114.48,114.54,114.48,114.53,4,1.0
USDJPY,20010104,84300,114.53,114.53,114.5,114.5,4,1.0
USDJPY,20010104,84400,114.49,114.53,114.49,114.53,4,0.0
USDJPY,20010104,84500,114.53,114.56,114.52,114.56,4,1.0
USDJPY,20010104,84600,114.58,114.58,114.56,114.58,4,1.0
USDJPY,20010104,84700,114.58,114.58,114.53,114.53,4,0.0
USDJPY,20010104,84800,114.53,114.53,114.49,114.49,4,-1.0
USDJPY,20010104,84900,114.48,114.5,114.48,114.5,4,-1.0
USDJPY,20010104,85000,114.5,114.5,114.49,114.5,4,-1.0
USDJPY,20010104,85100,114.51,114.51,114.5,114.5,4,0.0
USDJPY,20010104,85200,114.5,114.5,114.48,114.5,4,0.0
USDJPY,20010104,85300,114.52,114.56,114.5,114.56,4,1.0
USDJPY,20010104,85400,114.55,114.56,114.54,114.54,4,1.0
USDJPY,20010104,85500,114.55,114.62,114.55,114.61,4,1.0
USDJPY,20010104,85600,114.61,114.61,114.61,114.61,4,1.0
USDJPY,20010104,85700,114.6,114.61,114.57,114.61,4,0.0
USDJPY,20010104,85800,114.61,114.61,114.59,114.6,4,0.0
USDJPY,20010104,85900,114.59,114.6,114.58,114.6,4,0.0
USDJPY,20010104,90000,114.59,114.61,114.59,114.59,4,0.0
USDJPY,20010104,90100,114.58,114.59,114.56,114.58,4,0.0
USDJPY,20010104,90200,114.58,114.58,114.57,114.58,4,-1.0
USDJPY,20010104,90300,114.58,114.6,114.58,114.58,4,0.0
USDJPY,20010104,90400,114.59,114.62,114.59,114.61,4,1.0
USDJPY,20010104,90500,114.63,114.64,114.59,114.59,4,0.0
USDJPY,20010104,90600,114.6,114.6,114.57,114.57,4,-1.0
USDJPY,20010104,90700,114.56,114.63,114.55,114.63,4,0.0
USDJPY,20010104,90800,114.64,114.64,114.61,114.61,4,1.0
USDJPY,20010104,90900,114.61,114.67,114.6,114.67,4,0.0
USDJPY,20010104,91000,114.66,114.67,114.65,114.67,4,1.0
USDJPY,20010104,91100,114.66,114.67,114.65,114.67,4,1.0
USDJPY,20010104,91200,114.66,114.66,114.62,114.62,4,0.0
USDJPY,20010104,91300,114.64,114.64,114.61,114.64,4,0.0
USDJPY,20010104,91400,114.64,114.64,114.62,114.64,4,0.0
USDJPY,20010104,91500,114.64,114.64,114.64,114.64,4,1.0
USDJPY,20010104,91600,114.64,114.64,114.63,114.63,4,0.0
USDJPY,20010104,91700,114.63,114.64,114.62,114.62,4,0.0
USDJPY,20010104,91800,114.61,114.62,114.61,114.62,4,-1.0
USDJPY,20010104,91900,114.62,114.62,114.6,114.6,4,-1.0
USDJPY,20010104,92000,114.61,114.61,114.61,114.61,4,-1.0
