<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,26 ema,12 ema,MACD,Signal Line,Signal Line Crossover,Centerline Crossover,Signal MACD
USDJPY,20010102,232600,114.38,114.38,114.38,114.38,4,114.410304761905,114.39719330026738,-0.013111461637620891,-0.009316902301634162,-1,-1,0
USDJPY,20010102,232700,114.38,114.38,114.38,114.38,4,114.40805996472685,114.39454817714932,-0.013511787577527912,-0.010155879356812912,-1,-1,0
USDJPY,20010102,232800,114.37,114.37,114.37,114.37,4,114.40524070808041,114.39077153451096,-0.01446917356945221,-0.011018538199340771,-1,-1,0
USDJPY,20010102,232900,114.37,114.38,114.37,114.38,4,114.40337102600039,114.38911437535543,-0.014256650644952629,-0.011666160688463142,-1,-1,0
USDJPY,20010102,233000,114.38,114.38,114.38,114.38,4,114.40163983888924,114.38771216376229,-0.01392767512695059,-0.012118463576160633,-1,-1,0
USDJPY,20010102,233100,114.38,114.38,114.38,114.38,4,114.40003688786041,114.38652567702962,-0.013511210830785103,-0.012397013027085528,-1,-1,0
USDJPY,20010102,233400,114.38,114.39,114.38,114.39,4,114.39929341468556,114.38706018825583,-0.012233226429728461,-0.012364255707614114,1,-1,1
USDJPY,20010102,233500,114.4,114.4,114.4,114.4,4,114.39934575433847,114.38905092852417,-0.010294825814298747,-0.01195036972895104,1,-1,0
USDJPY,20010102,233600,114.41,114.41,114.41,114.41,4,114.40013495772081,114.39227386259736,-0.007861095123445239,-0.01113251480784988,1,-1,0
USDJPY,20010102,233700,114.4,114.4,114.4,114.4,4,114.4001249608526,114.39346249912086,-0.0066624617317359025,-0.010238504192627085,1,-1,0
USDJPY,20010102,233800,114.39,114.4,114.39,114.4,4,114.40011570449315,114.39446826848689,-0.005647436006256612,-0.009320290555352991,1,-1,0
USDJPY,20010102,233900,114.4,114.4,114.39,114.39,4,114.3993663930492,114.39378084256583,-0.005585550483374391,-0.008573342540957271,1,-1,0
USDJPY,20010102,234000,114.39,114.39,114.39,114.39,4,114.39867258615666,114.39319917447878,-0.005473411677883178,-0.007953356368342452,1,-1,0
USDJPY,20010102,234100,114.39,114.39,114.39,114.39,4,114.39803017236727,114.39270699378973,-0.0053231785775409435,-0.007427320810182151,1,-1,0
USDJPY,20010102,234200,114.39,114.39,114.39,114.39,4,114.39743534478451,114.39229053320669,-0.005144811577821429,-0.006970818963710007,1,-1,0
USDJPY,20010102,234600,114.41,114.41,114.41,114.41,4,114.39836605998565,114.3950150665595,-0.0033509934261530816,-0.0062468538561986225,1,-1,0
USDJPY,20010102,234700,114.41,114.41,114.41,114.41,4,114.39922783332005,114.39732044093495,-0.001907392385106732,-0.005378961561980244,1,-1,0
USDJPY,20010102,234800,114.4,114.4,114.4,114.4,4,114.3992850308519,114.39773268079111,-0.001552350060791241,-0.004613639261742444,1,-1,0
USDJPY,20010102,235100,114.4,114.4,114.4,114.4,4,114.39933799152953,114.39808149913094,-0.001256492398596265,-0.003942209889113208,1,-1,0
USDJPY,20010102,235200,114.4,114.41,114.4,114.41,4,114.40012776993476,114.39991511464925,-0.00021265528550884483,-0.0031962989683923353,1,-1,0
USDJPY,20010102,235300,114.41,114.41,114.4,114.4,4,114.40011830549514,114.39992817393397,-0.00019013156116898244,-0.002595065486947665,1,-1,0
USDJPY,20010102,235400,114.4,114.4,114.4,114.4,4,114.40010954212514,114.39993922409798,-0.00017031802715905542,-0.002110115994989943,1,-1,0
USDJPY,20010102,235500,114.4,114.42,114.4,114.42,4,114.40158290937514,114.40302549731368,0.001442587938541351,-0.0013995752082836843,1,1,0
USDJPY,20010102,235600,114.42,114.43,114.42,114.43,4,114.40368787905105,114.40717542080388,0.0034875417528326125,-0.0004221518160604249,1,1,0
USDJPY,20010102,235700,114.43,114.43,114.43,114.43,4,114.40563692504728,114.41068689452636,0.005049969479088645,0.000672272442969389,1,1,0
USDJPY,20010103,0,114.42,114.42,114.42,114.42,4,114.40670085652526,114.41211967998385,0.005418823458583688,0.0016215826460922488,1,1,0
USDJPY,20010103,300,114.4,114.4,114.4,114.4,4,114.40620449678266,114.41025511383248,0.004050617049813354,0.0021073895268364697,1,1,0
USDJPY,20010103,400,114.41,114.43,114.41,114.43,4,114.40796712665062,114.41329278862749,0.005325661976868901,0.002751044016842956,1,1,0
USDJPY,20010103,500,114.43,114.43,114.43,114.43,4,114.40959919134316,114.41586312883864,0.006263937495475602,0.003453622712569485,1,1,0
USDJPY,20010103,600,114.43,114.43,114.43,114.43,4,114.41111036235478,114.41803803209423,0.006927669739454245,0.004148432117946438,1,1,0
USDJPY,20010103,800,114.42,114.42,114.42,114.42,4,114.4117688540322,114.4183398733105,0.006571019278297285,0.004632949550016608,1,1,0
USDJPY,20010103,900,114.43,114.44,114.43,114.44,4,114.41386005002981,114.4216722004935,0.0078121504636925465,0.005268789732751796,1,1,0
USDJPY,20010103,1000,114.43,114.43,114.43,114.43,4,114.41505560187946,114.42295340041758,0.007897798538124334,0.0057945914938263045,1,1,0
USDJPY,20010103,1100,114.42,114.44,114.42,114.44,4,114.41690333507357,114.42557595419949,0.008672619125917436,0.006370197020244531,1,1,0
USDJPY,20010103,1200,114.43,114.43,114.43,114.43,4,114.41787345840146,114.42625657663034,0.008383118228877606,0.0067727812619711465,1,1,0
USDJPY,20010103,1300,114.43,114.43,114.43,114.43,4,114.4187717207421,114.42683248791798,0.008060767175877004,0.007030378444752319,1,1,0
USDJPY,20010103,1400,114.43,114.44,114.43,114.44,4,114.42034418587231,114.42885825900751,0.008514073135202693,0.007327117382842394,1,1,0
USDJPY,20010103,1600,114.44,114.44,114.44,114.44,4,114.42180017210399,114.43057237300636,0.008772200902370741,0.007616134086748064,1,1,0
USDJPY,20010103,1700,114.44,114.44,114.42,114.42,4,114.42166682602222,114.4289458540823,0.007279028060082737,0.007548712881414999,-1,1,-1
USDJPY,20010103,1800,114.42,114.42,114.42,114.42,4,114.42154335742798,114.42756956883888,0.006026211410897986,0.007244212587311597,-1,1,0
USDJPY,20010103,1900,114.42,114.42,114.39,114.39,4,114.41920681243332,114.42178963517135,0.0025828227380344515,0.006311934617456168,-1,1,0
USDJPY,20010103,2000,114.38,114.38,114.36,114.38,4,114.41630260410493,114.4153604605296,-0.0009421435753296237,0.00486111897889901,-1,-1,0
USDJPY,20010103,2100,114.38,114.38,114.38,114.38,4,114.41361352231938,114.40992038967889,-0.0036931326404925358,0.0031502686550207008,-1,-1,0
USDJPY,20010103,2200,114.38,114.38,114.38,114.38,4,114.4111236317772,114.4053172528052,-0.005806378971996651,0.0013589391296172308,-1,-1,0
