<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,%K,%D,Signal SO
EURJPY,20010103,20100,108.77,108.77,108.76,108.76,4,0.0,11.111111111105847,0.0
EURJPY,20010103,20200,108.76,108.76,108.76,108.76,4,0.0,0.0,0.0
EURJPY,20010103,20300,108.76,108.76,108.74,108.74,4,0.0,0.0,0.0
EURJPY,20010103,20400,108.75,108.75,108.75,108.75,4,12.500000000006661,4.166666666668887,1.0
EURJPY,20010103,20500,108.75,108.75,108.75,108.75,4,12.500000000006661,8.333333333337775,0.0
EURJPY,20010103,20600,108.76,108.76,108.76,108.76,4,25.000000000013323,16.66666666667555,0.0
EURJPY,20010103,20700,108.75,108.75,108.73,108.74,4,11.111111111102339,16.20370370370744,0.0
EURJPY,20010103,20800,108.73,108.73,108.73,108.73,4,0.0,12.037037037038553,0.0
EURJPY,20010103,20900,108.74,108.74,108.74,108.74,4,12.499999999988898,7.870370370363745,1.0
EURJPY,20010103,21000,108.73,108.73,108.73,108.73,4,0.0,4.166666666662966,0.0
EURJPY,20010103,21100,108.73,108.73,108.73,108.73,4,0.0,4.166666666662966,0.0
EURJPY,20010103,21200,108.73,108.73,108.73,108.73,4,0.0,0.0,0.0
EURJPY,20010103,21300,108.73,108.73,108.73,108.73,4,0.0,0.0,0.0
EURJPY,20010103,21400,108.73,108.73,108.73,108.73,4,0.0,0.0,0.0
EURJPY,20010103,21500,108.73,108.77,108.73,108.77,4,100.0,33.333333333333336,1.0
EURJPY,20010103,21600,108.78,108.78,108.78,108.78,4,100.0,66.66666666666667,0.0
EURJPY,20010103,21700,108.78,108.78,108.78,108.78,4,100.0,100.0,0.0
EURJPY,20010103,21800,108.78,108.78,108.78,108.78,4,100.0,100.0,0.0
EURJPY,20010103,21900,108.78,108.78,108.78,108.78,4,100.0,100.0,0.0
EURJPY,20010103,22000,108.78,108.78,108.78,108.78,4,100.0,100.0,0.0
EURJPY,20010103,22100,108.78,108.78,108.78,108.78,4,100.0,100.0,0.0
EURJPY,20010103,22200,108.78,108.81,108.78,108.81,4,100.0,100.0,0.0
EURJPY,20010103,22300,108.82,108.84,108.82,108.84,4,100.0,100.0,0.0
EURJPY,20010103,22400,108.84,108.84,108.84,108.84,4,100.0,100.0,0.0
EURJPY,20010103,22500,108.84,108.84,108.83,108.83,4,90.90909090908622,96.9696969696954,-1.0
EURJPY,20010103,22600,108.83,108.83,108.83,108.83,4,90.90909090908622,93.93939393939081,0.0
EURJPY,20010103,22700,108.83,108.83,108.82,108.82,4,81.81818181817242,87.87878787878162,0.0
EURJPY,20010103,22800,108.82,108.82,108.81,108.81,4,72.72727272727155,81.81818181817674,0.0
EURJPY,20010103,22900,108.82,108.82,108.82,108.82,4,66.66666666665088,73.73737373736496,0.0
EURJPY,20010103,23000,108.82,108.82,108.82,108.82,4,66.66666666665088,68.68686868685778,0.0
EURJPY,20010103,23100,108.81,108.81,108.8,108.8,4,33.33333333332544,55.555555555542405,0.0
EURJPY,20010103,23200,108.79,108.79,108.78,108.78,4,0.0,33.33333333332544,0.0
EURJPY,20010103,23300,108.78,108.78,108.78,108.78,4,0.0,11.11111111110848,0.0
EURJPY,20010103,23400,108.79,108.79,108.75,108.75,4,0.0,0.0,0.0
EURJPY,20010103,23500,108.76,108.76,108.76,108.76,4,11.111111111116374,3.703703703705458,1.0
EURJPY,20010103,23600,108.77,108.79,108.77,108.79,4,44.44444444444971,18.518518518522026,0.0
EURJPY,20010103,23700,108.79,108.81,108.79,108.81,4,66.66666666666667,40.74074074074425,0.0
EURJPY,20010103,23800,108.81,108.81,108.81,108.81,4,66.66666666666667,59.25925925926102,0.0
EURJPY,20010103,23900,108.82,108.82,108.82,108.82,4,87.49999999999334,73.61111111110888,0.0
EURJPY,20010103,24000,108.82,108.83,108.82,108.83,4,100.0,84.72222222222,0.0
EURJPY,20010103,24100,108.82,108.82,108.82,108.82,4,87.49999999999334,91.66666666666224,-1.0
EURJPY,20010103,24200,108.82,108.82,108.8,108.8,4,62.499999999997776,83.33333333333037,0.0
EURJPY,20010103,24300,108.81,108.81,108.8,108.8,4,62.499999999997776,70.83333333332963,0.0
EURJPY,20010103,24400,108.79,108.81,108.79,108.81,4,75.00000000000445,66.66666666666667,0.0
EURJPY,20010103,24500,108.81,108.84,108.81,108.84,4,100.0,79.16666666666741,0.0
EURJPY,20010103,24600,108.84,108.85,108.84,108.85,4,100.0,91.66666666666815,0.0
EURJPY,20010103,24700,108.85,108.86,108.85,108.86,4,100.0,100.0,0.0
EURJPY,20010103,24800,108.86,108.86,108.84,108.84,4,80.00000000000284,93.33333333333428,-1.0
EURJPY,20010103,24900,108.85,108.87,108.85,108.86,4,89.99999999999574,89.99999999999953,0.0
EURJPY,20010103,25000,108.87,108.87,108.87,108.87,4,100.0,89.99999999999953,0.0
EURJPY,20010103,25100,108.86,108.86,108.86,108.86,4,87.49999999999334,92.49999999999636,-1.0
EURJPY,20010103,25200,108.86,108.86,108.86,108.86,4,87.49999999999334,91.66666666666224,0.0
EURJPY,20010103,25300,108.86,108.86,108.86,108.86,4,87.49999999999334,87.49999999999334,0.0
EURJPY,20010103,25400,108.86,108.86,108.86,108.86,4,87.49999999999334,87.49999999999334,0.0
EURJPY,20010103,25500,108.86,108.86,108.86,108.86,4,87.49999999999334,87.49999999999334,0.0
EURJPY,20010103,25600,108.86,108.87,108.86,108.87,4,100.0,91.66666666666224,0.0
EURJPY,20010103,25700,108.87,108.87,108.86,108.86,4,87.49999999999334,91.66666666666224,-1.0
EURJPY,20010103,25800,108.86,108.87,108.86,108.87,4,100.0,95.83333333333111,0.0
EURJPY,20010103,25900,108.86,108.86,108.86,108.86,4,66.66666666665088,84.72222222221474,-1.0
EURJPY,20010103,30000,108.86,108.87,108.86,108.87,4,100.0,88.88888888888363,0.0
EURJPY,20010103,30100,108.87,108.88,108.87,108.88,4,100.0,88.88888888888363,0.0
EURJPY,20010103,30200,108.88,108.88,108.88,108.88,4,100.0,100.0,0.0
EURJPY,20010103,30300,108.88,108.88,108.88,108.88,4,100.0,100.0,0.0
EURJPY,20010103,30400,108.88,108.88,108.88,108.88,4,100.0,100.0,0.0
EURJPY,20010103,30500,108.88,108.88,108.88,108.88,4,100.0,100.0,0.0
EURJPY,20010103,30600,108.88,108.88,108.87,108.88,4,100.0,100.0,0.0
EURJPY,20010103,30700,108.88,108.88,108.87,108.87,4,50.00000000003553,83.33333333334518,-1.0
EURJPY,20010103,30800,108.87,108.87,108.87,108.87,4,50.00000000003553,66.66666666669035,0.0
EURJPY,20010103,30900,108.87,108.87,108.87,108.87,4,50.00000000003553,50.00000000003553,0.0
EURJPY,20010103,31000,108.87,108.87,108.87,108.87,4,50.00000000003553,50.00000000003553,0.0
EURJPY,20010103,31100,108.87,108.87,108.86,108.86,4,0.0,33.33333333335702,0.0
EURJPY,20010103,31200,108.86,108.86,108.86,108.86,4,0.0,16.66666666667851,0.0
EURJPY,20010103,31300,108.86,108.86,108.86,108.86,4,0.0,0.0,0.0
EURJPY,20010103,31400,108.87,108.87,108.87,108.87,4,50.00000000003553,16.66666666667851,1.0
EURJPY,20010103,31500,108.87,108.87,108.87,108.87,4,50.00000000003553,33.33333333335702,0.0
EURJPY,20010103,31600,108.87,108.87,108.87,108.87,4,50.00000000003553,50.00000000003553,0.0
EURJPY,20010103,31700,108.87,108.87,108.87,108.87,4,50.00000000003553,50.00000000003553,0.0
EURJPY,20010103,31800,108.87,108.87,108.86,108.86,4,0.0,33.33333333335702,0.0
EURJPY,20010103,31900,108.86,108.87,108.86,108.87,4,50.00000000003553,33.33333333335702,0.0
EURJPY,20010103,32000,108.87,108.87,108.87,108.87,4,50.00000000003553,33.33333333335702,0.0
EURJPY,20010103,32100,108.87,108.87,108.87,108.87,4,100.0,66.66666666669035,0.0
EURJPY,20010103,32200,108.87,108.87,108.87,108.87,4,100.0,83.33333333334518,0.0
EURJPY,20010103,32300,108.87,108.87,108.87,108.87,4,100.0,100.0,0.0
EURJPY,20010103,32400,108.87,108.87,108.87,108.87,4,100.0,100.0,0.0
EURJPY,20010103,32500,108.87,108.87,108.87,108.87,4,100.0,100.0,0.0
EURJPY,20010103,32600,108.88,108.89,108.86,108.86,4,0.0,66.66666666666667,-1.0
EURJPY,20010103,32700,108.86,108.86,108.86,108.86,4,0.0,33.333333333333336,0.0
EURJPY,20010103,32800,108.87,108.87,108.87,108.87,4,33.333333333349124,11.111111111116374,0.0
EURJPY,20010103,32900,108.87,108.87,108.87,108.87,4,33.333333333349124,22.222222222232748,0.0
EURJPY,20010103,33000,108.87,108.88,108.87,108.88,4,66.66666666665088,44.44444444444971,0.0
EURJPY,20010103,33100,108.92,108.93,108.88,108.88,4,28.571428571419872,42.857142857139955,0.0
EURJPY,20010103,33200,108.87,108.87,108.87,108.87,4,14.285714285720086,36.50793650793028,0.0
EURJPY,20010103,33300,108.87,108.87,108.87,108.87,4,14.285714285720086,19.047619047620017,0.0
EURJPY,20010103,33400,108.87,108.87,108.87,108.87,4,14.285714285720086,14.285714285720085,1.0
EURJPY,20010103,33500,108.88,108.89,108.88,108.88,4,28.571428571419872,19.047619047620014,0.0
EURJPY,20010103,33600,108.88,108.88,108.88,108.88,4,28.571428571419872,23.809523809519945,0.0
EURJPY,20010103,33700,108.88,108.88,108.88,108.88,4,28.571428571419872,28.571428571419872,0.0
EURJPY,20010103,33900,108.88,108.88,108.87,108.87,4,14.285714285720086,23.809523809519945,0.0
EURJPY,20010103,34000,108.87,108.87,108.87,108.87,4,14.285714285720086,19.047619047620017,0.0
EURJPY,20010103,34400,108.86,108.86,108.86,108.86,4,0.0,9.52380952381339,0.0
EURJPY,20010103,34500,108.86,108.86,108.86,108.86,4,0.0,4.761904761906695,0.0
EURJPY,20010103,34600,108.86,108.87,108.86,108.87,4,14.285714285720086,4.761904761906695,1.0
EURJPY,20010103,34700,108.87,108.87,108.87,108.87,4,14.285714285720086,9.52380952381339,0.0
EURJPY,20010103,34800,108.87,108.87,108.87,108.87,4,14.285714285720086,14.285714285720085,0.0
EURJPY,20010103,34900,108.87,108.87,108.87,108.87,4,33.333333333349124,20.634920634929767,0.0
EURJPY,20010103,35000,108.87,108.87,108.87,108.87,4,33.333333333349124,26.984126984139447,0.0
EURJPY,20010103,35100,108.87,108.87,108.87,108.87,4,33.333333333349124,33.333333333349124,0.0
EURJPY,20010103,35300,108.87,108.87,108.87,108.87,4,33.333333333349124,33.333333333349124,0.0
EURJPY,20010103,35400,108.87,108.89,108.87,108.89,4,100.0,55.55555555556608,0.0
EURJPY,20010103,35500,108.89,108.89,108.89,108.89,4,100.0,77.77777777778304,0.0
EURJPY,20010103,35600,108.89,108.89,108.89,108.89,4,100.0,100.0,0.0
EURJPY,20010103,35700,108.89,108.89,108.89,108.89,4,100.0,100.0,0.0
EURJPY,20010103,35800,108.89,108.89,108.89,108.89,4,100.0,100.0,0.0
EURJPY,20010103,35900,108.89,108.91,108.89,108.91,4,100.0,100.0,0.0
EURJPY,20010103,40000,108.91,108.91,108.91,108.91,4,100.0,100.0,0.0
EURJPY,20010103,40100,108.91,108.91,108.91,108.91,4,100.0,100.0,0.0
EURJPY,20010103,40200,108.91,108.91,108.91,108.91,4,100.0,100.0,0.0
EURJPY,20010103,40300,108.91,108.92,108.91,108.92,4,100.0,100.0,0.0
EURJPY,20010103,40400,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,40500,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,40600,108.93,108.93,108.93,108.93,4,100.0,100.0,0.0
EURJPY,20010103,40700,108.93,108.93,108.92,108.92,4,83.33333333332544,94.4444444444418,-1.0
EURJPY,20010103,40800,108.92,108.92,108.92,108.92,4,74.99999999999112,86.11111111110552,0.0
EURJPY,20010103,40900,108.93,108.94,108.93,108.94,4,100.0,86.11111111110552,0.0
EURJPY,20010103,41000,108.94,108.94,108.94,108.94,4,100.0,91.66666666666372,0.0
EURJPY,20010103,41100,108.94,108.94,108.94,108.94,4,100.0,100.0,0.0
EURJPY,20010103,41200,108.94,108.94,108.93,108.93,4,80.00000000001705,93.33333333333901,-1.0
EURJPY,20010103,41300,108.93,108.93,108.93,108.93,4,66.66666666669825,82.22222222223843,0.0
EURJPY,20010103,41400,108.93,108.93,108.93,108.93,4,66.66666666669825,71.11111111113784,0.0
EURJPY,20010103,41500,108.93,108.93,108.93,108.93,4,66.66666666669825,66.66666666669825,0.0
EURJPY,20010103,41600,108.93,108.93,108.93,108.93,4,66.66666666669825,66.66666666669825,0.0
EURJPY,20010103,41700,108.93,108.93,108.93,108.93,4,50.00000000003553,61.111111111144005,0.0
EURJPY,20010103,41800,108.93,108.93,108.9,108.9,4,0.0,38.88888888891126,0.0
EURJPY,20010103,41900,108.9,108.9,108.9,108.9,4,0.0,16.66666666667851,0.0
EURJPY,20010103,42000,108.9,108.9,108.9,108.9,4,0.0,0.0,0.0
EURJPY,20010103,42100,108.9,108.9,108.9,108.9,4,0.0,0.0,0.0
EURJPY,20010103,42200,108.9,108.9,108.9,108.9,4,0.0,0.0,0.0
EURJPY,20010103,42300,108.9,108.9,108.9,108.9,4,0.0,0.0,0.0
EURJPY,20010103,42400,108.9,108.9,108.9,108.9,4,0.0,0.0,0.0
EURJPY,20010103,42500,108.9,108.9,108.89,108.9,4,20.00000000001137,6.666666666670456,1.0
EURJPY,20010103,42600,108.91,108.91,108.91,108.91,4,49.999999999982236,23.3333333333312,0.0
EURJPY,20010103,42700,108.91,108.91,108.91,108.91,4,49.999999999982236,39.99999999999195,0.0
EURJPY,20010103,42800,108.91,108.91,108.91,108.91,4,49.999999999982236,49.999999999982236,0.0
EURJPY,20010103,42900,108.91,108.91,108.91,108.91,4,49.999999999982236,49.999999999982236,0.0
EURJPY,20010103,43000,108.91,108.91,108.91,108.91,4,49.999999999982236,49.999999999982236,0.0
EURJPY,20010103,43100,108.91,108.91,108.91,108.91,4,49.999999999982236,49.999999999982236,0.0
EURJPY,20010103,43200,108.91,108.91,108.91,108.91,4,100.0,66.66666666665482,0.0
EURJPY,20010103,43300,108.91,108.91,108.91,108.91,4,100.0,83.33333333332742,0.0
EURJPY,20010103,43400,108.91,108.91,108.9,108.9,4,50.00000000003553,83.33333333334518,-1.0
EURJPY,20010103,43500,108.89,108.89,108.89,108.89,4,0.0,50.000000000011845,0.0
EURJPY,20010103,43600,108.89,108.89,108.89,108.89,4,0.0,16.66666666667851,0.0
EURJPY,20010103,43700,108.89,108.89,108.89,108.89,4,0.0,0.0,0.0
EURJPY,20010103,43800,108.89,108.89,108.89,108.89,4,0.0,0.0,0.0
EURJPY,20010103,43900,108.89,108.89,108.89,108.89,4,0.0,0.0,0.0
EURJPY,20010103,44000,108.89,108.89,108.89,108.89,4,0.0,0.0,0.0
EURJPY,20010103,44100,108.9,108.9,108.9,108.9,4,50.00000000003553,16.66666666667851,1.0
EURJPY,20010103,44200,108.9,108.9,108.9,108.9,4,50.00000000003553,33.33333333335702,0.0
EURJPY,20010103,44300,108.9,108.9,108.9,108.9,4,50.00000000003553,50.00000000003553,0.0
EURJPY,20010103,44400,108.9,108.91,108.9,108.9,4,50.00000000003553,50.00000000003553,0.0
EURJPY,20010103,44500,108.89,108.9,108.89,108.9,4,50.00000000003553,50.00000000003553,0.0
EURJPY,20010103,44600,108.9,108.91,108.9,108.91,4,100.0,66.66666666669035,0.0
EURJPY,20010103,44700,108.91,108.91,108.91,108.91,4,100.0,83.33333333334518,0.0
EURJPY,20010103,44800,108.91,108.91,108.91,108.91,4,100.0,100.0,0.0
EURJPY,20010103,44900,108.91,108.92,108.91,108.92,4,100.0,100.0,0.0
EURJPY,20010103,45000,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,45100,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,45200,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,45300,108.93,108.93,108.93,108.93,4,100.0,100.0,0.0
EURJPY,20010103,45400,108.93,108.93,108.93,108.93,4,100.0,100.0,0.0
EURJPY,20010103,45500,108.92,108.92,108.92,108.92,4,74.99999999999112,91.66666666666372,-1.0
EURJPY,20010103,45600,108.92,108.92,108.92,108.92,4,74.99999999999112,83.33333333332742,0.0
EURJPY,20010103,45700,108.92,108.92,108.92,108.92,4,74.99999999999112,74.99999999999112,0.0
EURJPY,20010103,45800,108.92,108.92,108.92,108.92,4,74.99999999999112,74.99999999999112,0.0
EURJPY,20010103,45900,108.92,108.92,108.91,108.91,4,33.33333333330175,61.11111111109466,0.0
EURJPY,20010103,50000,108.91,108.91,108.91,108.91,4,0.0,36.11111111109762,0.0
EURJPY,20010103,50100,108.91,108.91,108.91,108.91,4,0.0,11.111111111100584,0.0
EURJPY,20010103,50200,108.91,108.91,108.91,108.91,4,0.0,0.0,0.0
EURJPY,20010103,50300,108.91,108.91,108.91,108.91,4,0.0,0.0,0.0
EURJPY,20010103,50400,108.91,108.91,108.91,108.91,4,0.0,0.0,0.0
EURJPY,20010103,50500,108.91,108.91,108.91,108.91,4,0.0,0.0,0.0
EURJPY,20010103,50600,108.92,108.92,108.92,108.92,4,50.0,16.666666666666668,1.0
EURJPY,20010103,50700,108.92,108.92,108.92,108.92,4,50.0,33.333333333333336,0.0
EURJPY,20010103,50800,108.92,108.92,108.92,108.92,4,100.0,66.66666666666667,0.0
EURJPY,20010103,50900,108.92,108.92,108.91,108.91,4,0.0,50.0,0.0
EURJPY,20010103,51000,108.91,108.92,108.91,108.92,4,100.0,66.66666666666667,0.0
EURJPY,20010103,51100,108.92,108.92,108.92,108.92,4,100.0,66.66666666666667,0.0
EURJPY,20010103,51200,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,51300,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,51400,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,51500,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,51600,108.92,108.92,108.91,108.91,4,0.0,66.66666666666667,-1.0
EURJPY,20010103,51700,108.91,108.91,108.91,108.91,4,0.0,33.333333333333336,0.0
EURJPY,20010103,51800,108.91,108.91,108.91,108.91,4,0.0,0.0,0.0
EURJPY,20010103,51900,108.92,108.92,108.9,108.9,4,0.0,0.0,0.0
EURJPY,20010103,52000,108.9,108.9,108.9,108.9,4,0.0,0.0,0.0
EURJPY,20010103,52100,108.91,108.91,108.91,108.91,4,49.99999999996447,16.666666666654823,1.0
EURJPY,20010103,52200,108.91,108.92,108.91,108.92,4,100.0,49.999999999988155,0.0
EURJPY,20010103,52300,108.92,108.92,108.91,108.91,4,49.99999999996447,66.66666666664298,0.0
EURJPY,20010103,52400,108.9,108.91,108.9,108.91,4,49.99999999996447,66.66666666664298,0.0
EURJPY,20010103,52500,108.92,108.92,108.91,108.92,4,100.0,66.66666666664298,0.0
EURJPY,20010103,52600,108.92,108.92,108.92,108.92,4,100.0,83.33333333332149,0.0
EURJPY,20010103,52700,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,52800,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,52900,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,53000,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,53200,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,53300,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,53400,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,53500,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,53600,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,53700,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,53800,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,53900,108.92,108.92,108.92,108.92,4,100.0,100.0,0.0
EURJPY,20010103,54000,108.92,108.92,108.92,108.92,4,0.0,66.66666666666667,-1.0
EURJPY,20010103,54100,108.93,108.93,108.93,108.93,4,100.0,66.66666666666667,0.0
EURJPY,20010103,54200,108.92,108.93,108.92,108.93,4,100.0,66.66666666666667,0.0
EURJPY,20010103,54300,108.93,108.93,108.93,108.93,4,100.0,100.0,0.0
EURJPY,20010103,54400,108.93,108.93,108.93,108.93,4,100.0,100.0,0.0
EURJPY,20010103,54500,108.94,108.94,108.94,108.94,4,100.0,100.0,0.0
EURJPY,20010103,54600,108.94,108.94,108.94,108.94,4,100.0,100.0,0.0
EURJPY,20010103,54700,108.94,108.94,108.94,108.94,4,100.0,100.0,0.0
EURJPY,20010103,54800,108.94,108.94,108.93,108.93,4,50.00000000003553,83.33333333334518,-1.0
EURJPY,20010103,54900,108.93,108.93,108.93,108.93,4,50.00000000003553,66.66666666669035,0.0
EURJPY,20010103,55000,108.93,108.93,108.92,108.92,4,0.0,33.33333333335702,0.0
EURJPY,20010103,55100,108.91,108.91,108.91,108.91,4,0.0,16.66666666667851,0.0
EURJPY,20010103,55200,108.91,108.91,108.91,108.91,4,0.0,0.0,0.0
EURJPY,20010103,55300,108.91,108.91,108.91,108.91,4,0.0,0.0,0.0
EURJPY,20010103,55400,108.91,108.91,108.91,108.91,4,0.0,0.0,0.0
EURJPY,20010103,55500,108.91,108.91,108.91,108.91,4,0.0,0.0,0.0
EURJPY,20010103,55600,108.91,108.91,108.91,108.91,4,0.0,0.0,0.0
EURJPY,20010103,55700,108.91,108.91,108.91,108.91,4,0.0,0.0,0.0
EURJPY,20010103,55800,108.91,108.91,108.91,108.91,4,0.0,0.0,0.0
EURJPY,20010103,55900,108.91,108.91,108.91,108.91,4,0.0,0.0,0.0
EURJPY,20010103,60000,108.9,108.9,108.9,108.9,4,0.0,0.0,0.0
EURJPY,20010103,60100,108.9,108.9,108.9,108.9,4,0.0,0.0,0.0
EURJPY,20010103,60200,108.9,108.9,108.89,108.89,4,0.0,0.0,0.0
EURJPY,20010103,60300,108.89,108.89,108.89,108.89,4,0.0,0.0,0.0
EURJPY,20010103,60400,108.89,108.89,108.89,108.89,4,0.0,0.0,0.0
EURJPY,20010103,60500,108.89,108.89,108.88,108.88,4,0.0,0.0,0.0
EURJPY,20010103,60600,108.88,108.89,108.88,108.89,4,33.333333333349124,11.111111111116374,1.0
EURJPY,20010103,60700,108.89,108.89,108.89,108.89,4,33.333333333349124,22.222222222232748,0.0
EURJPY,20010103,60800,108.89,108.89,108.89,108.89,4,33.333333333349124,33.333333333349124,0.0
EURJPY,20010103,60900,108.89,108.9,108.89,108.9,4,66.66666666669825,44.444444444465496,0.0
EURJPY,20010103,61000,108.9,108.9,108.9,108.9,4,66.66666666669825,55.55555555558188,0.0
EURJPY,20010103,61100,108.89,108.89,108.89,108.89,4,33.333333333349124,55.55555555558187,0.0
EURJPY,20010103,61200,108.88,108.88,108.88,108.88,4,0.0,33.333333333349124,0.0
EURJPY,20010103,61300,108.87,108.87,108.87,108.87,4,0.0,11.111111111116374,0.0
EURJPY,20010103,61400,108.87,108.88,108.87,108.88,4,33.33333333330175,11.111111111100584,1.0
EURJPY,20010103,61500,108.88,108.88,108.88,108.88,4,33.33333333330175,22.222222222201168,0.0
EURJPY,20010103,61600,108.89,108.9,108.89,108.9,4,100.0,55.555555555534504,0.0
EURJPY,20010103,61700,108.9,108.92,108.9,108.92,4,100.0,77.77777777776726,0.0
EURJPY,20010103,61800,108.93,108.94,108.93,108.94,4,100.0,100.0,0.0
EURJPY,20010103,61900,108.95,108.97,108.95,108.96,4,89.99999999999432,96.66666666666477,-1.0
EURJPY,20010103,62000,108.96,108.96,108.96,108.96,4,89.99999999999432,93.33333333332955,0.0
EURJPY,20010103,62100,108.96,108.96,108.95,108.95,4,80.00000000000284,86.66666666666383,0.0
EURJPY,20010103,62200,108.95,108.95,108.95,108.95,4,80.00000000000284,83.33333333333333,0.0
EURJPY,20010103,62300,108.95,108.95,108.94,108.94,4,69.99999999999716,76.66666666666761,0.0
EURJPY,20010103,62400,108.94,108.94,108.92,108.92,4,50.0,66.66666666666667,0.0
EURJPY,20010103,62500,108.92,108.93,108.92,108.93,4,60.000000000005684,60.000000000000945,0.0
EURJPY,20010103,62600,108.93,108.93,108.93,108.93,4,60.000000000005684,56.66666666667046,0.0
EURJPY,20010103,62700,108.93,108.93,108.93,108.93,4,60.000000000005684,60.000000000005684,0.0
EURJPY,20010103,62800,108.93,108.94,108.93,108.94,4,66.66666666666667,62.222222222226016,0.0
EURJPY,20010103,62900,108.94,108.94,108.93,108.93,4,50.00000000000888,58.888888888893746,0.0
EURJPY,20010103,63000,108.93,108.94,108.93,108.94,4,57.14285714285134,57.93650793650897,0.0
EURJPY,20010103,63100,108.94,108.95,108.94,108.95,4,60.000000000005684,55.71428571428864,0.0
EURJPY,20010103,63200,108.95,108.95,108.95,108.95,4,60.000000000005684,59.047619047620906,0.0
EURJPY,20010103,63300,108.95,108.95,108.95,108.95,4,75.00000000001776,65.0000000000097,0.0
EURJPY,20010103,63400,108.95,108.95,108.95,108.95,4,75.00000000001776,70.00000000001374,0.0
EURJPY,20010103,63500,108.94,108.94,108.93,108.93,4,33.333333333349124,61.11111111112822,0.0
EURJPY,20010103,63600,108.93,108.93,108.93,108.93,4,33.333333333349124,47.22222222223866,0.0
EURJPY,20010103,63700,108.93,108.95,108.93,108.95,4,100.0,55.55555555556608,0.0
EURJPY,20010103,63800,108.96,108.96,108.96,108.96,4,100.0,77.77777777778304,0.0
EURJPY,20010103,63900,108.96,108.96,108.94,108.95,4,66.66666666668246,88.88888888889414,0.0
EURJPY,20010103,64000,108.95,108.96,108.95,108.96,4,100.0,88.88888888889414,0.0
EURJPY,20010103,64100,108.96,108.96,108.96,108.96,4,100.0,88.88888888889414,0.0
EURJPY,20010103,64200,108.96,108.96,108.94,108.94,4,33.33333333331754,77.77777777777251,-1.0
EURJPY,20010103,64300,108.93,108.93,108.9,108.9,4,0.0,44.44444444443918,0.0
EURJPY,20010103,64400,108.91,108.93,108.91,108.93,4,50.000000000011845,27.777777777776464,0.0
EURJPY,20010103,64500,108.94,108.94,108.94,108.94,4,66.66666666666667,38.888888888892836,0.0
EURJPY,20010103,64600,108.94,108.94,108.94,108.94,4,66.66666666666667,61.111111111115065,0.0
EURJPY,20010103,64700,108.94,108.95,108.94,108.95,4,83.33333333334518,72.22222222222616,0.0
EURJPY,20010103,64800,108.96,108.96,108.96,108.96,4,100.0,83.33333333333728,0.0
EURJPY,20010103,64900,108.96,108.96,108.96,108.96,4,100.0,94.4444444444484,0.0
EURJPY,20010103,65000,108.97,108.98,108.97,108.98,4,100.0,100.0,0.0
EURJPY,20010103,65100,108.98,108.98,108.97,108.97,4,87.49999999999334,95.83333333333111,-1.0
EURJPY,20010103,65200,108.96,108.96,108.95,108.95,4,62.499999999997776,83.33333333333037,0.0
EURJPY,20010103,65300,108.95,108.96,108.95,108.96,4,74.99999999998667,74.9999999999926,0.0
EURJPY,20010103,65400,108.97,108.97,108.97,108.97,4,87.49999999999334,74.9999999999926,0.0
EURJPY,20010103,65500,108.96,108.96,108.96,108.96,4,74.99999999998667,79.16666666665556,0.0
EURJPY,20010103,65600,108.96,108.97,108.94,108.94,4,49.99999999999112,70.83333333332371,0.0
EURJPY,20010103,65700,108.94,108.94,108.94,108.94,4,42.857142857139955,55.95238095237258,0.0
EURJPY,20010103,65800,108.94,108.94,108.94,108.94,4,0.0,30.952380952377023,0.0
EURJPY,20010103,65900,108.94,108.94,108.94,108.94,4,0.0,14.285714285713318,0.0
