<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,%K,%D,Signal SO
EURJPY,20010102,234200,108.79,108.79,108.79,108.79,4,50.000000000017764,58.33333333334222,0.0
EURJPY,20010102,234400,108.79,108.79,108.78,108.78,4,25.000000000008882,41.66666666668147,0.0
EURJPY,20010102,234500,108.78,108.78,108.78,108.78,4,25.000000000008882,33.33333333334517,0.0
EURJPY,20010102,234600,108.79,108.79,108.79,108.79,4,50.000000000017764,33.33333333334517,0.0
EURJPY,20010102,234700,108.8,108.8,108.8,108.8,4,74.99999999999112,50.00000000000592,0.0
EURJPY,20010102,234800,108.79,108.79,108.79,108.79,4,50.000000000017764,58.33333333334222,0.0
EURJPY,20010102,234900,108.78,108.79,108.78,108.79,4,33.333333333349124,52.77777777778601,0.0
EURJPY,20010102,235100,108.79,108.79,108.77,108.77,4,0.0,27.77777777778896,0.0
EURJPY,20010102,235200,108.77,108.78,108.77,108.78,4,25.000000000008882,19.444444444452667,0.0
EURJPY,20010102,235300,108.78,108.79,108.78,108.79,4,50.000000000017764,25.000000000008882,0.0
EURJPY,20010102,235400,108.79,108.79,108.78,108.78,4,33.333333333349124,36.11111111112526,0.0
EURJPY,20010102,235500,108.78,108.79,108.78,108.79,4,66.66666666669825,50.000000000021714,0.0
EURJPY,20010102,235600,108.8,108.8,108.8,108.8,4,100.0,66.66666666668246,0.0
EURJPY,20010102,235700,108.8,108.81,108.8,108.81,4,100.0,88.88888888889942,0.0
EURJPY,20010102,235800,108.81,108.81,108.81,108.81,4,100.0,100.0,0.0
EURJPY,20010102,235900,108.81,108.81,108.81,108.81,4,100.0,100.0,0.0
EURJPY,20010103,0,108.81,108.81,108.81,108.81,4,100.0,100.0,0.0
EURJPY,20010103,300,108.79,108.79,108.79,108.79,4,50.000000000017764,83.33333333333925,-1.0
EURJPY,20010103,400,108.79,108.8,108.79,108.8,4,74.99999999999112,75.00000000000296,0.0
EURJPY,20010103,500,108.81,108.81,108.81,108.81,4,100.0,75.00000000000296,0.0
EURJPY,20010103,600,108.81,108.81,108.81,108.81,4,100.0,91.66666666666372,0.0
EURJPY,20010103,700,108.81,108.81,108.81,108.81,4,100.0,100.0,0.0
EURJPY,20010103,800,108.81,108.81,108.8,108.8,4,66.66666666665088,88.88888888888363,-1.0
EURJPY,20010103,900,108.81,108.81,108.81,108.81,4,100.0,88.88888888888363,0.0
EURJPY,20010103,1000,108.81,108.81,108.81,108.81,4,100.0,88.88888888888363,0.0
EURJPY,20010103,1100,108.81,108.81,108.81,108.81,4,100.0,100.0,0.0
EURJPY,20010103,1200,108.81,108.81,108.8,108.8,4,49.99999999996447,83.33333333332149,-1.0
EURJPY,20010103,1300,108.8,108.81,108.8,108.81,4,100.0,83.33333333332149,0.0
EURJPY,20010103,1400,108.81,108.82,108.81,108.82,4,100.0,83.33333333332149,0.0
EURJPY,20010103,1500,108.82,108.82,108.82,108.82,4,100.0,100.0,0.0
EURJPY,20010103,1600,108.82,108.82,108.82,108.82,4,100.0,100.0,0.0
EURJPY,20010103,1700,108.81,108.81,108.8,108.8,4,33.33333333331754,77.77777777777251,-1.0
EURJPY,20010103,1800,108.8,108.8,108.8,108.8,4,0.0,44.44444444443918,0.0
EURJPY,20010103,1900,108.8,108.8,108.78,108.78,4,0.0,11.111111111105847,0.0
EURJPY,20010103,2000,108.77,108.77,108.74,108.75,4,12.500000000006661,4.166666666668887,1.0
EURJPY,20010103,2100,108.76,108.76,108.76,108.76,4,25.000000000013323,12.50000000000666,0.0
EURJPY,20010103,2200,108.76,108.76,108.76,108.76,4,25.000000000013323,20.833333333344434,0.0
EURJPY,20010103,2300,108.77,108.77,108.77,108.77,4,37.500000000002224,29.166666666676292,0.0
EURJPY,20010103,2400,108.78,108.78,108.78,108.78,4,50.00000000000888,37.50000000000814,0.0
EURJPY,20010103,2500,108.78,108.8,108.78,108.8,4,75.00000000000445,54.16666666667186,0.0
EURJPY,20010103,2600,108.8,108.81,108.8,108.81,4,87.5000000000111,70.83333333334149,0.0
EURJPY,20010103,2700,108.81,108.81,108.8,108.81,4,87.5000000000111,83.33333333334222,0.0
EURJPY,20010103,2800,108.81,108.82,108.81,108.82,4,100.0,91.66666666667406,0.0
EURJPY,20010103,2900,108.82,108.82,108.81,108.81,4,87.5000000000111,91.66666666667406,-1.0
EURJPY,20010103,3000,108.81,108.82,108.81,108.82,4,100.0,95.83333333333702,0.0
EURJPY,20010103,3100,108.82,108.84,108.82,108.84,4,100.0,95.83333333333702,0.0
EURJPY,20010103,3200,108.83,108.83,108.83,108.83,4,89.99999999999574,96.66666666666525,-1.0
EURJPY,20010103,3300,108.83,108.83,108.81,108.81,4,70.00000000000142,86.66666666666572,0.0
EURJPY,20010103,3400,108.81,108.81,108.81,108.81,4,62.499999999997776,74.16666666666498,0.0
EURJPY,20010103,3500,108.81,108.81,108.81,108.81,4,62.499999999997776,64.99999999999899,0.0
EURJPY,20010103,3600,108.81,108.81,108.81,108.81,4,57.142857142860045,60.714285714285204,0.0
EURJPY,20010103,3700,108.81,108.81,108.8,108.8,4,33.33333333332544,50.992063492061085,0.0
EURJPY,20010103,3800,108.8,108.81,108.8,108.81,4,50.0,46.82539682539516,0.0
EURJPY,20010103,3900,108.82,108.82,108.81,108.81,4,25.000000000008882,36.11111111111144,0.0
EURJPY,20010103,4000,108.81,108.81,108.81,108.81,4,25.000000000008882,33.333333333339255,0.0
EURJPY,20010103,4100,108.82,108.82,108.82,108.82,4,49.999999999982236,33.333333333333336,0.0
EURJPY,20010103,4200,108.82,108.83,108.82,108.82,4,49.999999999982236,41.66666666665778,0.0
EURJPY,20010103,4300,108.82,108.82,108.82,108.82,4,49.999999999982236,49.999999999982236,0.0
EURJPY,20010103,4400,108.81,108.81,108.76,108.76,4,0.0,33.33333333332149,0.0
EURJPY,20010103,4500,108.76,108.76,108.76,108.76,4,0.0,16.666666666660745,0.0
EURJPY,20010103,4600,108.76,108.76,108.76,108.76,4,0.0,0.0,0.0
EURJPY,20010103,4700,108.76,108.76,108.73,108.73,4,0.0,0.0,0.0
EURJPY,20010103,4800,108.72,108.72,108.72,108.72,4,0.0,0.0,0.0
EURJPY,20010103,4900,108.71,108.71,108.7,108.7,4,0.0,0.0,0.0
EURJPY,20010103,5000,108.7,108.71,108.7,108.71,4,7.6923076923009654,2.5641025641003217,1.0
EURJPY,20010103,5100,108.71,108.71,108.71,108.71,4,7.6923076923009654,5.128205128200643,0.0
EURJPY,20010103,5200,108.71,108.72,108.71,108.72,4,15.384615384612863,10.256410256404932,0.0
EURJPY,20010103,5300,108.72,108.72,108.71,108.71,4,7.6923076923009654,10.256410256404932,0.0
EURJPY,20010103,5400,108.7,108.7,108.68,108.68,4,0.0,7.69230769230461,0.0
EURJPY,20010103,5500,108.68,108.69,108.68,108.69,4,6.666666666660983,4.786324786320649,1.0
EURJPY,20010103,5600,108.69,108.7,108.68,108.7,4,14.285714285712835,6.9841269841246065,0.0
EURJPY,20010103,5700,108.71,108.71,108.7,108.7,4,15.384615384612863,12.112332112328893,0.0
EURJPY,20010103,5800,108.7,108.7,108.7,108.7,4,24.99999999999556,18.22344322344042,0.0
EURJPY,20010103,5900,108.7,108.7,108.7,108.7,4,24.99999999999556,21.794871794867998,0.0
EURJPY,20010103,10000,108.7,108.7,108.7,108.7,4,24.99999999999556,24.999999999995556,0.0
EURJPY,20010103,10100,108.7,108.7,108.7,108.7,4,50.0,33.33333333333037,0.0
EURJPY,20010103,10200,108.7,108.7,108.7,108.7,4,50.0,41.666666666665186,0.0
EURJPY,20010103,10300,108.7,108.7,108.69,108.69,4,24.999999999982236,41.666666666660745,0.0
EURJPY,20010103,10400,108.69,108.69,108.69,108.69,4,24.999999999982236,33.33333333332149,0.0
EURJPY,20010103,10500,108.69,108.69,108.69,108.69,4,24.999999999982236,24.999999999982236,0.0
EURJPY,20010103,10600,108.69,108.69,108.69,108.69,4,24.999999999982236,24.999999999982236,0.0
EURJPY,20010103,10700,108.69,108.69,108.69,108.69,4,33.33333333331754,27.777777777760672,0.0
EURJPY,20010103,10800,108.7,108.72,108.7,108.72,4,100.0,52.777777777766595,0.0
EURJPY,20010103,10900,108.72,108.72,108.72,108.72,4,100.0,77.77777777777251,0.0
EURJPY,20010103,11000,108.72,108.74,108.72,108.74,4,100.0,100.0,0.0
EURJPY,20010103,11100,108.74,108.74,108.74,108.74,4,100.0,100.0,0.0
EURJPY,20010103,11200,108.74,108.74,108.74,108.74,4,100.0,100.0,0.0
EURJPY,20010103,11300,108.74,108.75,108.74,108.75,4,100.0,100.0,0.0
EURJPY,20010103,11400,108.75,108.75,108.75,108.75,4,100.0,100.0,0.0
EURJPY,20010103,11500,108.75,108.75,108.75,108.75,4,100.0,100.0,0.0
EURJPY,20010103,11600,108.75,108.75,108.75,108.75,4,100.0,100.0,0.0
EURJPY,20010103,11700,108.75,108.75,108.73,108.73,4,66.66666666667456,88.88888888889153,-1.0
EURJPY,20010103,11800,108.74,108.75,108.74,108.75,4,100.0,88.88888888889153,0.0
EURJPY,20010103,11900,108.74,108.76,108.74,108.76,4,100.0,88.88888888889153,0.0
EURJPY,20010103,12000,108.76,108.76,108.76,108.76,4,100.0,100.0,0.0
EURJPY,20010103,12100,108.76,108.76,108.76,108.76,4,100.0,100.0,0.0
EURJPY,20010103,12200,108.76,108.78,108.76,108.78,4,100.0,100.0,0.0
EURJPY,20010103,12300,108.78,108.78,108.78,108.78,4,100.0,100.0,0.0
EURJPY,20010103,12400,108.78,108.79,108.78,108.79,4,100.0,100.0,0.0
EURJPY,20010103,12500,108.79,108.81,108.79,108.81,4,100.0,100.0,0.0
EURJPY,20010103,12600,108.82,108.82,108.81,108.81,4,88.88888888889767,96.29629629629922,-1.0
EURJPY,20010103,12700,108.82,108.82,108.82,108.82,4,100.0,96.29629629629922,0.0
EURJPY,20010103,12800,108.81,108.81,108.81,108.81,4,88.88888888889767,92.59259259259845,-1.0
EURJPY,20010103,12900,108.81,108.81,108.81,108.81,4,88.88888888889767,92.59259259259845,0.0
EURJPY,20010103,13000,108.81,108.81,108.81,108.81,4,88.88888888889767,88.88888888889767,0.0
EURJPY,20010103,13100,108.82,108.83,108.82,108.83,4,100.0,92.59259259259845,0.0
EURJPY,20010103,13200,108.83,108.83,108.82,108.82,4,88.88888888888363,92.59259259259376,-1.0
EURJPY,20010103,13300,108.82,108.83,108.82,108.83,4,100.0,96.29629629629454,0.0
EURJPY,20010103,13400,108.83,108.83,108.83,108.83,4,100.0,96.29629629629454,0.0
EURJPY,20010103,13500,108.83,108.83,108.83,108.83,4,100.0,100.0,0.0
EURJPY,20010103,13600,108.83,108.83,108.83,108.83,4,100.0,100.0,0.0
EURJPY,20010103,13700,108.83,108.83,108.83,108.83,4,100.0,100.0,0.0
EURJPY,20010103,13800,108.83,108.83,108.83,108.83,4,100.0,100.0,0.0
EURJPY,20010103,13900,108.82,108.82,108.82,108.82,4,49.99999999996447,83.33333333332149,-1.0
EURJPY,20010103,14000,108.82,108.82,108.81,108.81,4,0.0,49.999999999988155,0.0
EURJPY,20010103,14100,108.81,108.81,108.81,108.81,4,0.0,16.666666666654823,0.0
EURJPY,20010103,14200,108.81,108.82,108.81,108.82,4,49.99999999996447,16.666666666654823,1.0
EURJPY,20010103,14300,108.82,108.82,108.82,108.82,4,49.99999999996447,33.333333333309646,0.0
EURJPY,20010103,14400,108.82,108.82,108.82,108.82,4,49.99999999996447,49.99999999996447,0.0
EURJPY,20010103,14500,108.82,108.82,108.82,108.82,4,49.99999999996447,49.99999999996447,0.0
EURJPY,20010103,14600,108.82,108.82,108.81,108.81,4,0.0,33.333333333309646,0.0
EURJPY,20010103,14700,108.81,108.81,108.81,108.81,4,0.0,16.666666666654823,0.0
EURJPY,20010103,14800,108.81,108.81,108.81,108.81,4,0.0,0.0,0.0
EURJPY,20010103,14900,108.81,108.81,108.81,108.81,4,0.0,0.0,0.0
EURJPY,20010103,15000,108.81,108.81,108.81,108.81,4,0.0,0.0,0.0
EURJPY,20010103,15100,108.8,108.8,108.79,108.79,4,0.0,0.0,0.0
EURJPY,20010103,15200,108.8,108.81,108.8,108.81,4,66.66666666668246,22.222222222227487,1.0
EURJPY,20010103,15300,108.81,108.81,108.81,108.81,4,66.66666666668246,44.44444444445497,0.0
EURJPY,20010103,15400,108.81,108.82,108.81,108.82,4,100.0,77.7777777777883,0.0
EURJPY,20010103,15500,108.82,108.82,108.81,108.81,4,66.66666666668246,77.7777777777883,0.0
EURJPY,20010103,15600,108.81,108.81,108.8,108.8,4,33.33333333331754,66.66666666666667,0.0
EURJPY,20010103,15700,108.8,108.8,108.8,108.8,4,33.33333333331754,44.44444444443918,0.0
EURJPY,20010103,15800,108.8,108.8,108.8,108.8,4,33.33333333331754,33.33333333331754,0.0
EURJPY,20010103,15900,108.8,108.8,108.8,108.8,4,33.33333333331754,33.33333333331754,0.0
EURJPY,20010103,20000,108.8,108.8,108.77,108.77,4,0.0,22.222222222211695,0.0
