<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,RSI,Signal RSI
EURJPY,20010103,44300,108.9,108.9,108.9,108.9,4,47.73598329617914,0.0
EURJPY,20010103,44400,108.9,108.91,108.9,108.9,4,47.73598329617914,0.0
EURJPY,20010103,44500,108.89,108.9,108.89,108.9,4,47.73598329617915,0.0
EURJPY,20010103,44600,108.9,108.91,108.9,108.91,4,61.9164331895644,0.0
EURJPY,20010103,44700,108.91,108.91,108.91,108.91,4,61.9164331895644,0.0
EURJPY,20010103,44800,108.91,108.91,108.91,108.91,4,61.9164331895644,0.0
EURJPY,20010103,44900,108.91,108.92,108.91,108.92,4,71.55557607950206,0.0
EURJPY,20010103,45000,108.92,108.92,108.92,108.92,4,71.55557607950206,0.0
EURJPY,20010103,45100,108.92,108.92,108.92,108.92,4,71.55557607950206,0.0
EURJPY,20010103,45200,108.92,108.92,108.92,108.92,4,71.55557607950206,0.0
EURJPY,20010103,45300,108.93,108.93,108.93,108.93,4,78.77977281304419,0.0
EURJPY,20010103,45400,108.93,108.93,108.93,108.93,4,78.77977281304419,0.0
EURJPY,20010103,45500,108.92,108.92,108.92,108.92,4,60.85485986064339,-1.0
EURJPY,20010103,45600,108.92,108.92,108.92,108.92,4,60.85485986064339,0.0
EURJPY,20010103,45700,108.92,108.92,108.92,108.92,4,60.85485986064339,0.0
EURJPY,20010103,45800,108.92,108.92,108.92,108.92,4,60.85485986064338,0.0
EURJPY,20010103,45900,108.92,108.92,108.91,108.91,4,46.5948711962601,0.0
EURJPY,20010103,50000,108.91,108.91,108.91,108.91,4,46.5948711962601,0.0
EURJPY,20010103,50100,108.91,108.91,108.91,108.91,4,46.5948711962601,0.0
EURJPY,20010103,50200,108.91,108.91,108.91,108.91,4,46.59487119626011,0.0
EURJPY,20010103,50300,108.91,108.91,108.91,108.91,4,46.59487119626011,0.0
EURJPY,20010103,50400,108.91,108.91,108.91,108.91,4,46.59487119626011,0.0
EURJPY,20010103,50500,108.91,108.91,108.91,108.91,4,46.59487119626011,0.0
EURJPY,20010103,50600,108.92,108.92,108.92,108.92,4,61.67982989617228,0.0
EURJPY,20010103,50700,108.92,108.92,108.92,108.92,4,61.67982989617228,0.0
EURJPY,20010103,50800,108.92,108.92,108.92,108.92,4,61.67982989617228,0.0
EURJPY,20010103,50900,108.92,108.92,108.91,108.91,4,45.5945631377325,0.0
EURJPY,20010103,51000,108.91,108.92,108.91,108.92,4,57.523859593557624,0.0
EURJPY,20010103,51100,108.92,108.92,108.92,108.92,4,57.523859593557624,0.0
EURJPY,20010103,51200,108.92,108.92,108.92,108.92,4,57.523859593557624,0.0
EURJPY,20010103,51300,108.92,108.92,108.92,108.92,4,57.523859593557624,0.0
EURJPY,20010103,51400,108.92,108.92,108.92,108.92,4,57.523859593557624,0.0
EURJPY,20010103,51500,108.92,108.92,108.92,108.92,4,57.523859593557624,0.0
EURJPY,20010103,51600,108.92,108.92,108.91,108.91,4,42.86290543568641,0.0
EURJPY,20010103,51700,108.91,108.91,108.91,108.91,4,42.86290543568641,0.0
EURJPY,20010103,51800,108.91,108.91,108.91,108.91,4,42.86290543568641,0.0
EURJPY,20010103,51900,108.92,108.92,108.9,108.9,4,32.51320010086589,0.0
EURJPY,20010103,52000,108.9,108.9,108.9,108.9,4,32.51320010086589,0.0
EURJPY,20010103,52100,108.91,108.91,108.91,108.91,4,47.27747033847153,0.0
EURJPY,20010103,52200,108.91,108.92,108.91,108.92,4,57.330470471009875,0.0
EURJPY,20010103,52300,108.92,108.92,108.91,108.91,4,47.563536155643355,0.0
EURJPY,20010103,52400,108.9,108.91,108.9,108.91,4,47.563536155643355,0.0
EURJPY,20010103,52500,108.92,108.92,108.91,108.92,4,56.21463214340966,0.0
EURJPY,20010103,52600,108.92,108.92,108.92,108.92,4,56.214632143409645,0.0
EURJPY,20010103,52700,108.92,108.92,108.92,108.92,4,56.214632143409645,0.0
EURJPY,20010103,52800,108.92,108.92,108.92,108.92,4,56.214632143409645,0.0
EURJPY,20010103,52900,108.92,108.92,108.92,108.92,4,56.214632143409645,0.0
EURJPY,20010103,53000,108.92,108.92,108.92,108.92,4,56.214632143409645,0.0
EURJPY,20010103,53200,108.92,108.92,108.92,108.92,4,56.214632143409645,0.0
EURJPY,20010103,53300,108.92,108.92,108.92,108.92,4,56.214632143409645,0.0
EURJPY,20010103,53400,108.92,108.92,108.92,108.92,4,56.214632143409645,0.0
EURJPY,20010103,53500,108.92,108.92,108.92,108.92,4,56.214632143409645,0.0
EURJPY,20010103,53600,108.92,108.92,108.92,108.92,4,56.214632143409645,0.0
EURJPY,20010103,53700,108.92,108.92,108.92,108.92,4,56.214632143409645,0.0
EURJPY,20010103,53800,108.92,108.92,108.92,108.92,4,56.214632143409645,0.0
EURJPY,20010103,53900,108.92,108.92,108.92,108.92,4,56.214632143409645,0.0
EURJPY,20010103,54000,108.92,108.92,108.92,108.92,4,56.214632143409645,0.0
EURJPY,20010103,54100,108.93,108.93,108.93,108.93,4,70.83750406365039,0.0
EURJPY,20010103,54200,108.92,108.93,108.92,108.93,4,70.83750406365039,0.0
EURJPY,20010103,54300,108.93,108.93,108.93,108.93,4,70.83750406365039,0.0
EURJPY,20010103,54400,108.93,108.93,108.93,108.93,4,70.83750406365039,0.0
EURJPY,20010103,54500,108.94,108.94,108.94,108.94,4,79.87686959220119,0.0
EURJPY,20010103,54600,108.94,108.94,108.94,108.94,4,79.87686959220119,0.0
EURJPY,20010103,54700,108.94,108.94,108.94,108.94,4,79.87686959220119,0.0
EURJPY,20010103,54800,108.94,108.94,108.93,108.93,4,57.58388302222313,-1.0
EURJPY,20010103,54900,108.93,108.93,108.93,108.93,4,57.58388302222313,0.0
EURJPY,20010103,55000,108.93,108.93,108.92,108.92,4,43.50285544743301,0.0
EURJPY,20010103,55100,108.91,108.91,108.91,108.91,4,34.43477548648448,0.0
EURJPY,20010103,55200,108.91,108.91,108.91,108.91,4,34.4347754864845,0.0
EURJPY,20010103,55300,108.91,108.91,108.91,108.91,4,34.4347754864845,0.0
EURJPY,20010103,55400,108.91,108.91,108.91,108.91,4,34.4347754864845,0.0
EURJPY,20010103,55500,108.91,108.91,108.91,108.91,4,34.4347754864845,0.0
EURJPY,20010103,55600,108.91,108.91,108.91,108.91,4,34.4347754864845,0.0
EURJPY,20010103,55700,108.91,108.91,108.91,108.91,4,34.4347754864845,0.0
EURJPY,20010103,55800,108.91,108.91,108.91,108.91,4,34.4347754864845,0.0
EURJPY,20010103,55900,108.91,108.91,108.91,108.91,4,34.4347754864845,0.0
EURJPY,20010103,60000,108.9,108.9,108.9,108.9,4,24.489128222504334,0.0
EURJPY,20010103,60100,108.9,108.9,108.9,108.9,4,24.489128222504334,0.0
EURJPY,20010103,60200,108.9,108.9,108.89,108.89,4,18.344336451957318,0.0
EURJPY,20010103,60300,108.89,108.89,108.89,108.89,4,18.344336451957318,0.0
EURJPY,20010103,60400,108.89,108.89,108.89,108.89,4,18.344336451957318,0.0
EURJPY,20010103,60500,108.89,108.89,108.88,108.88,4,13.967145039854998,0.0
EURJPY,20010103,60600,108.88,108.89,108.88,108.89,4,31.555227689975382,1.0
EURJPY,20010103,60700,108.89,108.89,108.89,108.89,4,31.555227689975382,0.0
EURJPY,20010103,60800,108.89,108.89,108.89,108.89,4,31.555227689975382,0.0
EURJPY,20010103,60900,108.89,108.9,108.89,108.9,4,45.47683223421652,0.0
EURJPY,20010103,61000,108.9,108.9,108.9,108.9,4,45.47683223421652,0.0
EURJPY,20010103,61100,108.89,108.89,108.89,108.89,4,36.79668532501539,0.0
EURJPY,20010103,61200,108.88,108.88,108.88,108.88,4,30.52268798118125,0.0
EURJPY,20010103,61300,108.87,108.87,108.87,108.87,4,25.7875706406344,0.0
EURJPY,20010103,61400,108.87,108.88,108.87,108.88,4,36.4112077728373,1.0
EURJPY,20010103,61500,108.88,108.88,108.88,108.88,4,36.4112077728373,0.0
EURJPY,20010103,61600,108.89,108.9,108.89,108.9,4,52.26225177910894,0.0
EURJPY,20010103,61700,108.9,108.92,108.9,108.92,4,62.36526352909573,0.0
EURJPY,20010103,61800,108.93,108.94,108.93,108.94,4,69.35070818260013,0.0
EURJPY,20010103,61900,108.95,108.97,108.95,108.96,4,74.4565701702557,0.0
EURJPY,20010103,62000,108.96,108.96,108.96,108.96,4,74.4565701702557,0.0
EURJPY,20010103,62100,108.96,108.96,108.95,108.95,4,67.89750681520512,-1.0
EURJPY,20010103,62200,108.95,108.95,108.95,108.95,4,67.89750681520512,0.0
EURJPY,20010103,62300,108.95,108.95,108.94,108.94,4,61.60367955592242,0.0
EURJPY,20010103,62400,108.94,108.94,108.92,108.92,4,51.351252036131704,0.0
EURJPY,20010103,62500,108.92,108.93,108.92,108.93,4,55.35230064258312,0.0
EURJPY,20010103,62600,108.93,108.93,108.93,108.93,4,55.35230064258311,0.0
EURJPY,20010103,62700,108.93,108.93,108.93,108.93,4,55.35230064258312,0.0
EURJPY,20010103,62800,108.93,108.94,108.93,108.94,4,59.51131032923819,0.0
EURJPY,20010103,62900,108.94,108.94,108.93,108.93,4,54.085593433334154,0.0
EURJPY,20010103,63000,108.93,108.94,108.93,108.94,4,58.19062047514173,0.0
EURJPY,20010103,63100,108.94,108.95,108.94,108.95,4,61.86261975333749,0.0
EURJPY,20010103,63200,108.95,108.95,108.95,108.95,4,61.86261975333749,0.0
EURJPY,20010103,63300,108.95,108.95,108.95,108.95,4,61.86261975333749,0.0
EURJPY,20010103,63400,108.95,108.95,108.95,108.95,4,61.86261975333749,0.0
EURJPY,20010103,63500,108.94,108.94,108.93,108.93,4,50.03997416696337,0.0
EURJPY,20010103,63600,108.93,108.93,108.93,108.93,4,50.03997416696337,0.0
EURJPY,20010103,63700,108.93,108.95,108.93,108.95,4,59.104263568744045,0.0
EURJPY,20010103,63800,108.96,108.96,108.96,108.96,4,62.74393957609647,0.0
EURJPY,20010103,63900,108.96,108.96,108.94,108.95,4,57.256218405810635,0.0
EURJPY,20010103,64000,108.95,108.96,108.95,108.96,4,60.93568721001844,0.0
EURJPY,20010103,64100,108.96,108.96,108.96,108.96,4,60.93568721001844,0.0
EURJPY,20010103,64200,108.96,108.96,108.94,108.94,4,50.793732380439266,0.0
EURJPY,20010103,64300,108.93,108.93,108.9,108.9,4,37.39012825389248,0.0
EURJPY,20010103,64400,108.91,108.93,108.91,108.93,4,48.39007621463177,0.0
EURJPY,20010103,64500,108.94,108.94,108.94,108.94,4,51.45192182167446,0.0
EURJPY,20010103,64600,108.94,108.94,108.94,108.94,4,51.45192182167446,0.0
EURJPY,20010103,64700,108.94,108.95,108.94,108.95,4,54.577231369577554,0.0
EURJPY,20010103,64800,108.96,108.96,108.96,108.96,4,57.522117703601644,0.0
EURJPY,20010103,64900,108.96,108.96,108.96,108.96,4,57.522117703601644,0.0
EURJPY,20010103,65000,108.97,108.98,108.97,108.98,4,63.07495924460492,0.0
EURJPY,20010103,65100,108.98,108.98,108.97,108.97,4,58.927116337267506,0.0
EURJPY,20010103,65200,108.96,108.96,108.95,108.95,4,51.61628530597183,0.0
EURJPY,20010103,65300,108.95,108.96,108.95,108.96,4,54.64613149444249,0.0
EURJPY,20010103,65400,108.97,108.97,108.97,108.97,4,57.511481289188524,0.0
EURJPY,20010103,65500,108.96,108.96,108.96,108.96,4,53.84781364932032,0.0
EURJPY,20010103,65600,108.96,108.97,108.94,108.94,4,47.35093502548488,0.0
EURJPY,20010103,65700,108.94,108.94,108.94,108.94,4,47.35093502548488,0.0
EURJPY,20010103,65800,108.94,108.94,108.94,108.94,4,47.35093502548488,0.0
EURJPY,20010103,65900,108.94,108.94,108.94,108.94,4,47.35093502548488,0.0
EURJPY,20010103,70000,108.94,108.94,108.93,108.93,4,43.79714913618521,0.0
EURJPY,20010103,70100,108.94,108.96,108.94,108.94,4,48.00006040918177,0.0
EURJPY,20010103,70200,108.94,108.94,108.94,108.94,4,48.00006040918177,0.0
EURJPY,20010103,70300,108.94,108.94,108.91,108.92,4,40.90483936243229,0.0
EURJPY,20010103,70400,108.91,108.91,108.88,108.88,4,31.026712719383298,0.0
EURJPY,20010103,70500,108.87,108.87,108.82,108.82,4,22.319771899054487,0.0
EURJPY,20010103,70600,108.81,108.81,108.76,108.76,4,17.139865417679886,0.0
EURJPY,20010103,70700,108.77,108.79,108.76,108.76,4,17.139865417679886,0.0
EURJPY,20010103,70800,108.75,108.75,108.7,108.7,4,13.504948648751025,0.0
EURJPY,20010103,70900,108.68,108.71,108.67,108.69,4,13.009739019366592,0.0
EURJPY,20010103,71000,108.68,108.68,108.65,108.65,4,11.235072705566012,0.0
EURJPY,20010103,71100,108.65,108.66,108.57,108.57,4,8.683728577227711,0.0
EURJPY,20010103,71200,108.58,108.61,108.58,108.61,4,18.633099334222052,0.0
EURJPY,20010103,71300,108.6,108.64,108.6,108.64,4,25.214395009863807,0.0
EURJPY,20010103,71400,108.65,108.68,108.65,108.68,4,32.99629855919852,1.0
EURJPY,20010103,71500,108.67,108.67,108.67,108.67,4,32.097094526867096,0.0
EURJPY,20010103,71600,108.66,108.66,108.64,108.64,4,29.49981742113816,0.0
EURJPY,20010103,71700,108.63,108.64,108.62,108.62,4,27.88009624884701,0.0
EURJPY,20010103,71800,108.61,108.61,108.58,108.6,4,26.323590461067795,0.0
EURJPY,20010103,71900,108.59,108.6,108.58,108.6,4,26.323590461067795,0.0
EURJPY,20010103,72000,108.59,108.59,108.55,108.55,4,22.65623077711075,0.0
EURJPY,20010103,72100,108.56,108.59,108.54,108.54,4,21.996190360924686,0.0
EURJPY,20010103,72200,108.53,108.53,108.5,108.51,4,20.103974284940264,0.0
EURJPY,20010103,72300,108.5,108.5,108.49,108.5,4,19.501747300153724,0.0
EURJPY,20010103,72400,108.5,108.5,108.49,108.49,4,18.89228416114463,0.0
EURJPY,20010103,72500,108.5,108.51,108.5,108.51,4,24.007448873415015,0.0
EURJPY,20010103,72600,108.51,108.53,108.51,108.53,4,28.840433660129676,0.0
EURJPY,20010103,72700,108.54,108.56,108.54,108.54,4,31.196615967689326,1.0
EURJPY,20010103,72800,108.53,108.53,108.53,108.53,4,30.12249970997773,0.0
EURJPY,20010103,72900,108.54,108.56,108.54,108.56,4,37.11738120664294,0.0
EURJPY,20010103,73000,108.56,108.56,108.55,108.55,4,35.82986815746078,0.0
EURJPY,20010103,73100,108.54,108.54,108.51,108.51,4,31.172033004310663,0.0
EURJPY,20010103,73200,108.52,108.52,108.49,108.49,4,29.132760646086524,0.0
EURJPY,20010103,73300,108.48,108.53,108.47,108.51,4,33.79691602084661,1.0
EURJPY,20010103,73400,108.5,108.5,108.48,108.49,4,31.560002441835493,0.0
EURJPY,20010103,73500,108.48,108.48,108.41,108.41,4,24.558156253316326,0.0
EURJPY,20010103,73600,108.4,108.41,108.4,108.41,4,24.558156253316326,0.0
EURJPY,20010103,73700,108.4,108.43,108.37,108.43,4,29.11771309762608,0.0
EURJPY,20010103,73800,108.42,108.43,108.41,108.41,4,27.338339444703024,0.0
EURJPY,20010103,73900,108.4,108.43,108.4,108.43,4,31.824966167164277,1.0
EURJPY,20010103,74000,108.44,108.44,108.44,108.44,4,34.018730518094756,0.0
EURJPY,20010103,74100,108.45,108.47,108.44,108.46,4,38.29531845891899,0.0
EURJPY,20010103,74200,108.47,108.48,108.46,108.48,4,42.321344256667906,0.0
EURJPY,20010103,74300,108.48,108.48,108.47,108.47,4,40.88494061616628,0.0
EURJPY,20010103,74400,108.46,108.46,108.43,108.43,4,35.66983803498985,0.0
EURJPY,20010103,74500,108.44,108.45,108.42,108.42,4,34.48553947701514,0.0
EURJPY,20010103,74600,108.41,108.43,108.41,108.43,4,36.74718533901777,0.0
EURJPY,20010103,74700,108.44,108.47,108.44,108.47,4,44.93565239171044,0.0
EURJPY,20010103,74800,108.46,108.48,108.46,108.47,4,44.93565239171044,0.0
EURJPY,20010103,74900,108.46,108.5,108.46,108.5,4,50.50857876979544,0.0
EURJPY,20010103,75000,108.49,108.49,108.48,108.49,4,48.73788714046234,0.0
EURJPY,20010103,75100,108.5,108.5,108.48,108.48,4,46.96478085449855,0.0
EURJPY,20010103,75200,108.49,108.49,108.49,108.49,4,48.964305599601765,0.0
EURJPY,20010103,75300,108.48,108.48,108.46,108.48,4,47.053827537316586,0.0
EURJPY,20010103,75400,108.49,108.54,108.48,108.54,4,57.71460309949067,0.0
EURJPY,20010103,75500,108.53,108.56,108.53,108.56,4,60.56496429817253,0.0
EURJPY,20010103,75600,108.56,108.6,108.56,108.6,4,65.56450889008909,0.0
EURJPY,20010103,75700,108.61,108.64,108.61,108.64,4,69.70124380450451,0.0
EURJPY,20010103,75800,108.63,108.69,108.62,108.68,4,73.17200201054894,0.0
EURJPY,20010103,75900,108.69,108.75,108.69,108.73,4,76.75626716416734,0.0
EURJPY,20010103,80000,108.74,108.77,108.74,108.75,4,78.02118085997398,0.0
EURJPY,20010103,80100,108.76,108.8,108.76,108.79,4,80.32707152869071,0.0
EURJPY,20010103,80200,108.8,108.85,108.8,108.84,4,82.76165476395062,0.0
EURJPY,20010103,80300,108.85,108.89,108.85,108.89,4,84.78887788342712,0.0
EURJPY,20010103,80400,108.88,108.94,108.88,108.94,4,86.49875352452592,0.0
EURJPY,20010103,80500,108.96,108.96,108.92,108.92,4,82.5037107876706,0.0
EURJPY,20010103,80600,108.93,108.94,108.91,108.91,4,80.50167793096618,0.0
EURJPY,20010103,80700,108.9,108.92,108.9,108.92,4,80.9982429953941,0.0
EURJPY,20010103,80800,108.93,108.99,108.93,108.94,4,81.98633132877723,0.0
EURJPY,20010103,80900,108.93,108.97,108.92,108.97,4,83.38222052309521,0.0
EURJPY,20010103,81000,108.98,109.09,108.98,109.09,4,87.54107713196365,0.0
EURJPY,20010103,81100,109.1,109.18,109.1,109.18,4,89.63602515504135,0.0
EURJPY,20010103,81200,109.22,109.22,109.19,109.21,4,90.22599362470905,0.0
EURJPY,20010103,81300,109.2,109.2,109.14,109.14,4,78.93496880843475,0.0
EURJPY,20010103,81400,109.15,109.18,109.15,109.17,4,80.08520098979639,0.0
EURJPY,20010103,81500,109.16,109.16,109.13,109.13,4,74.26260064704434,0.0
EURJPY,20010103,81600,109.12,109.15,109.12,109.14,4,74.75672370961176,0.0
EURJPY,20010103,81700,109.14,109.18,109.14,109.17,4,76.23102694822377,0.0
EURJPY,20010103,81800,109.19,109.2,109.15,109.15,4,73.16322469518582,0.0
EURJPY,20010103,81900,109.14,109.15,109.11,109.11,4,67.32740152412629,-1.0
EURJPY,20010103,82000,109.1,109.11,109.09,109.11,4,67.32740152412629,0.0
EURJPY,20010103,82100,109.11,109.11,109.08,109.09,4,64.35091852399094,0.0
EURJPY,20010103,82200,109.1,109.11,109.08,109.11,4,65.97103050589769,0.0
EURJPY,20010103,82300,109.12,109.12,109.09,109.11,4,65.97103050589769,0.0
EURJPY,20010103,82400,109.1,109.13,109.1,109.13,4,67.67478672908209,0.0
EURJPY,20010103,82500,109.12,109.14,109.12,109.12,4,65.89819807281066,0.0
EURJPY,20010103,82600,109.13,109.13,109.1,109.11,4,64.08639693647275,0.0
EURJPY,20010103,82700,109.11,109.12,109.11,109.11,4,64.08639693647274,0.0
EURJPY,20010103,82800,109.1,109.1,109.03,109.04,4,52.39218619603909,0.0
EURJPY,20010103,82900,109.05,109.06,109.02,109.02,4,49.60693667065975,0.0
EURJPY,20010103,83000,109.01,109.04,109.01,109.01,4,48.226433460010576,0.0
EURJPY,20010103,83100,109.02,109.03,109.0,109.02,4,49.73291359188776,0.0
EURJPY,20010103,83200,109.01,109.03,108.99,109.03,4,51.26021113086358,0.0
EURJPY,20010103,83300,109.02,109.03,109.0,109.03,4,51.26021113086358,0.0
EURJPY,20010103,83400,109.04,109.06,109.04,109.06,4,55.920057313923564,0.0
EURJPY,20010103,83500,109.07,109.1,109.07,109.07,4,57.38269692059618,0.0
EURJPY,20010103,83600,109.06,109.08,109.06,109.08,4,58.85304021021629,0.0
EURJPY,20010103,83700,109.09,109.1,109.08,109.08,4,58.85304021021629,0.0
EURJPY,20010103,83800,109.1,109.11,109.08,109.08,4,58.85304021021629,0.0
EURJPY,20010103,83900,109.09,109.1,109.08,109.08,4,58.85304021021629,0.0
EURJPY,20010103,84000,109.09,109.13,109.09,109.13,4,66.60226896649368,0.0
EURJPY,20010103,84100,109.12,109.17,109.12,109.12,4,64.00596315508581,0.0
EURJPY,20010103,84200,109.11,109.11,109.08,109.08,4,54.803215088182185,0.0
EURJPY,20010103,84300,109.07,109.08,109.06,109.08,4,54.803215088182185,0.0
EURJPY,20010103,84400,109.09,109.17,109.09,109.16,4,66.10666008581487,0.0
EURJPY,20010103,84500,109.15,109.16,109.14,109.14,4,61.93630290218757,0.0
EURJPY,20010103,84600,109.15,109.16,109.14,109.16,4,64.35776486628365,0.0
EURJPY,20010103,84700,109.17,109.18,109.17,109.17,4,65.53824520618883,0.0
EURJPY,20010103,84800,109.18,109.18,109.11,109.11,4,53.98502462532153,0.0
EURJPY,20010103,84900,109.12,109.12,109.09,109.09,4,50.77212592078141,0.0
EURJPY,20010103,85000,109.08,109.08,109.06,109.06,4,46.31905733363615,0.0
EURJPY,20010103,85100,109.05,109.05,109.04,109.04,4,43.57516836356595,0.0
EURJPY,20010103,85200,109.05,109.09,109.05,109.09,4,51.336478638338114,0.0
EURJPY,20010103,85300,109.1,109.14,109.1,109.14,4,57.61505374627411,0.0
EURJPY,20010103,85400,109.15,109.21,109.15,109.2,4,63.672134603046516,0.0
EURJPY,20010103,85500,109.19,109.19,109.15,109.15,4,56.434452738134176,0.0
EURJPY,20010103,85600,109.14,109.15,109.14,109.15,4,56.434452738134176,0.0
EURJPY,20010103,85700,109.16,109.17,109.14,109.14,4,54.98470857202166,0.0
EURJPY,20010103,85800,109.13,109.21,109.13,109.21,4,62.28786911523988,0.0
EURJPY,20010103,85900,109.22,109.23,109.2,109.2,4,60.77104873233741,0.0
EURJPY,20010103,90000,109.19,109.2,109.18,109.2,4,60.77104873233742,0.0
EURJPY,20010103,90100,109.19,109.19,109.18,109.18,4,57.52194478677581,0.0
EURJPY,20010103,90200,109.18,109.18,109.16,109.16,4,54.39029647726774,0.0
EURJPY,20010103,90300,109.15,109.15,109.13,109.13,4,49.993569374559144,0.0
EURJPY,20010103,90400,109.12,109.12,109.1,109.11,4,47.25126922469437,0.0
EURJPY,20010103,90500,109.11,109.11,109.1,109.1,4,45.89568233194038,0.0
EURJPY,20010103,90600,109.08,109.08,109.06,109.06,4,40.84761373609707,0.0
EURJPY,20010103,90700,109.05,109.05,109.02,109.05,4,39.67279488719479,0.0
EURJPY,20010103,90800,109.06,109.07,109.05,109.06,4,41.48519734771127,0.0
EURJPY,20010103,90900,109.05,109.05,109.01,109.02,4,36.73156543555122,0.0
EURJPY,20010103,91000,109.01,109.08,109.01,109.08,4,46.61345791032615,0.0
EURJPY,20010103,91100,109.09,109.15,109.09,109.15,4,55.37132754764733,0.0
EURJPY,20010103,91200,109.16,109.16,109.14,109.14,4,54.008271830957185,0.0
EURJPY,20010103,91300,109.13,109.13,109.12,109.12,4,51.28891104911456,0.0
EURJPY,20010103,91400,109.11,109.12,109.11,109.11,4,49.93507236177507,0.0
EURJPY,20010103,91500,109.12,109.14,109.12,109.13,4,52.62832363969295,0.0
EURJPY,20010103,91600,109.12,109.12,109.11,109.11,4,49.74635513037129,0.0
EURJPY,20010103,91700,109.11,109.12,109.11,109.12,4,51.18572119520017,0.0
EURJPY,20010103,91800,109.13,109.13,109.13,109.13,4,52.646356444180476,0.0
EURJPY,20010103,92000,109.13,109.13,109.13,109.13,4,52.646356444180476,0.0
EURJPY,20010103,92100,109.14,109.16,109.14,109.16,4,57.11141575038229,0.0
EURJPY,20010103,92200,109.15,109.17,109.15,109.17,4,58.51559366819774,0.0
EURJPY,20010103,92300,109.17,109.2,109.17,109.2,4,62.48389059238222,0.0
EURJPY,20010103,92400,109.21,109.25,109.21,109.24,4,67.01458392758562,0.0
EURJPY,20010103,92500,109.23,109.23,109.22,109.22,4,62.92282734055675,0.0
EURJPY,20010103,92600,109.21,109.21,109.21,109.21,4,60.919948493497685,0.0
EURJPY,20010103,92700,109.23,109.23,109.23,109.23,4,63.42731583937708,0.0
EURJPY,20010103,92800,109.23,109.24,109.23,109.24,4,64.6486201662435,0.0
EURJPY,20010103,92900,109.25,109.26,109.25,109.25,4,65.87581639950798,0.0
EURJPY,20010103,93200,109.31,109.31,109.31,109.31,4,72.12776469037325,0.0
EURJPY,20010103,93300,109.3,109.3,109.25,109.25,4,60.24177039968853,-1.0
EURJPY,20010103,93400,109.22,109.23,109.22,109.23,4,56.87716297837611,0.0
EURJPY,20010103,93500,109.22,109.22,109.22,109.22,4,55.21657895466746,0.0
EURJPY,20010103,93600,109.22,109.22,109.21,109.21,4,53.5333919302515,0.0
EURJPY,20010103,93700,109.21,109.23,109.21,109.23,4,56.39625978066569,0.0
EURJPY,20010103,93800,109.23,109.25,109.23,109.25,4,59.1093780733049,0.0
EURJPY,20010103,93900,109.25,109.25,109.25,109.25,4,59.1093780733049,0.0
EURJPY,20010103,94000,109.25,109.27,109.25,109.27,4,61.86156082164968,0.0
EURJPY,20010103,94100,109.28,109.35,109.28,109.34,4,69.5790928493935,0.0
EURJPY,20010103,94200,109.35,109.35,109.35,109.35,4,70.49755277221188,0.0
EURJPY,20010103,94300,109.34,109.34,109.33,109.33,4,66.193123241482,-1.0
EURJPY,20010103,94400,109.33,109.33,109.32,109.32,4,64.08614337486898,0.0
EURJPY,20010103,94500,109.32,109.32,109.32,109.32,4,64.08614337486898,0.0
EURJPY,20010103,94600,109.32,109.32,109.3,109.31,4,61.80455465723344,0.0
EURJPY,20010103,94700,109.32,109.33,109.3,109.3,4,59.52243406617509,0.0
EURJPY,20010103,94800,109.3,109.3,109.29,109.3,4,59.52243406617509,0.0
EURJPY,20010103,94900,109.31,109.32,109.31,109.32,4,62.71575673147341,0.0
EURJPY,20010103,95000,109.31,109.31,109.31,109.31,4,60.16016134943713,0.0
EURJPY,20010103,95100,109.31,109.33,109.31,109.33,4,63.37464995736948,0.0
EURJPY,20010103,95500,109.29,109.32,109.29,109.32,4,60.735921895093384,0.0
EURJPY,20010103,95600,109.38,109.42,109.38,109.42,4,72.89137660870014,0.0
EURJPY,20010103,95700,109.41,109.41,109.39,109.39,4,66.26375388792195,-1.0
EURJPY,20010103,95800,109.38,109.39,109.37,109.39,4,66.26375388792195,0.0
EURJPY,20010103,95900,109.39,109.39,109.37,109.37,4,61.91134234049733,0.0
EURJPY,20010103,100000,109.37,109.39,109.37,109.39,4,64.42758192243629,0.0
EURJPY,20010103,100100,109.39,109.39,109.37,109.37,4,60.148360124430226,0.0
EURJPY,20010103,100200,109.38,109.42,109.38,109.42,4,66.19363595298861,0.0
EURJPY,20010103,100300,109.42,109.42,109.42,109.42,4,66.19363595298861,0.0
EURJPY,20010103,100400,109.4,109.4,109.36,109.36,4,54.655088536216475,0.0
EURJPY,20010103,100600,109.36,109.39,109.36,109.38,4,57.325433964090564,0.0
EURJPY,20010103,100700,109.39,109.39,109.38,109.38,4,57.325433964090564,0.0
EURJPY,20010103,100900,109.36,109.36,109.35,109.35,4,51.99835520260226,0.0
EURJPY,20010103,101200,109.36,109.36,109.31,109.31,4,45.87684310350809,0.0
EURJPY,20010103,101300,109.31,109.31,109.3,109.31,4,45.87684310350809,0.0
EURJPY,20010103,101400,109.32,109.34,109.32,109.34,4,50.90424578106429,0.0
EURJPY,20010103,101500,109.35,109.35,109.3,109.3,4,44.91374364065348,0.0
EURJPY,20010103,101600,109.29,109.29,109.27,109.27,4,41.01521966748181,0.0
